ID,R2010,R2011,R2012,R2013,R2014,R2015,R2016,R2017,R2018,R2019,R2020,R2021,R2022
1174847,336636.0,569320.0,20906.0,150875.0,98637.0,201061.0,121308.0,286919.0,261540.0,435429.0,972536.0,2247312.0,1394758.0
1175736,305168.236,736197.0,588048.0,1075115.0,1704931.0,1583486.0,-683462.0,128507.0,646759.0,1895580.0,2415825.288,4494239.969,5308847.951
1176212,13660.0,217422.0,273057.0,182720.0,96754.0,158756.0,244735.0,-360925.0,191170.0,312312.0,263561.0,-50036.0,-60973.0
1177269,1974306.0,1984985.0,2358619.0,3138252.0,4574811.0,4598197.68,4598198.0,5250144.0,5334370.0,3228351.0,2411970.0,3087926.0,4100990.0
1181133,38836.0,543584.0,52897.0,89000.0,486686.0,329449.0,919815.0,144573.0,2822266.0,734690.0,55355.437,-123643.0,3701643.0
1182904,1040160.0,1264311.0,1482053.0,1579581.0,1202940.0,2980634.0,3291627.0,2306206.0,2005051.0,1516511.0,1329436.0,1614035.0,3650731.0
1183331,48774.0,57505.0,98916.0,150813.0,132502.0,196484.0,374351.0,400117.0,282644.0,321392.0,188788.0,235873.0,620943.0
1183835,967396.0,-2086777.0,925764.0,1453910.0,115706.0,-4009956.0,-5456528.0,2931291.0,1570434.0,-6250131.0,-7241359.0,-8536589.0,-6300422.0
1184913,117617.0,134377.0,43901.0,151502.0,318989.0,357938.0,685278.0,306640.0,257423.0,141043.0,150706.0,1695165.0,1490459.0
1185018,106085.0,-20669.0,47748.0,23090.0,5087.0,3389.0,50382.0,175630.0,268172.0,546077.0,22326.0,-745566.0,533576.0
1185473,200028.0,323884.0,675947.0,460940.0,453823.0,1166601.0,87467.0,306398.0,225556.0,553005.0,519269.0,1508804.0,2006287.0
1188581,613817.13,7196050.402,631098.0,498724.0,366350.0,427201.0,421016.0,558457.0,509437.0,455208.0,371520.0,507380.0,703531.0
1189155,205912.0,-122119.0,-168430.0,-184376.0,-301582.0,-78978.0,-116790.0,-27636.0,-39036.0,-25354.0,-73106.0,-83881.0,-1498.0
1189204,273931.0,507002.0,-146042.0,-173512.0,-167770.0,-74615.0,-169673.0,-206455.0,289318.0,172370.779,140750.0,-106149.0,108705.0
1189645,1271845.0,1041586.0,1404729.0,2806144.0,3145250.0,2780833.0,1397790.0,983463.0,1088166.0,1380576.0,1322660.5,1264745.0,1581235.0
1194034,274471.0,-382230.0,497604.0,869517.0,6436206.0,3256730.0,1002421.0,241360.0,1772563.0,1639688.0,2031702.0,2824369.0,3552420.0
1194251,577523.0,1167494.0,640546.0,550920.0,354562.0,-922186.0,1302501.0,1291321.0,-707174.0,1059441.0,-38338.0,-560613.0,1940050.0
1196323,116942.0,189314.0,144446.0,154088.0,302374.0,315238.0,658946.0,1286172.0,380064.0,-558049.0,-399992.0,284499.0,548204.0
1197884,19276.0,85128.0,28456.0,15505.0,75892.0,149677.0,92631.0,-42582.0,16085.0,-8226.0,102407.0,116059.0,65208.0
1198283,3424.0,-20824.0,5219.0,191983.0,-1360.0,250271.0,425647.0,65880.0,-299901.0,276762.0,929009.573,430201.0,495858.0
1199053,1069868.0,2241021.0,1472302.0,1153044.0,1733288.0,1183730.0,1465693.0,279261.0,-2639548.0,727032.0,-12601117.0,7587685.0,9203209.0
1201139,828133.0,883316.0,872221.0,1956279.0,1875104.0,3081389.0,2960131.0,3083635.0,2872293.0,2983257.0,-965879.0,4810257.0,1647361.0
1203596,28289.0,224664.0,177155.0,109876.0,4893279.0,43721.0,66167.0,95720.0,306967.0,107187.0,216506.0,329240.0,381016.0
1203827,394581.0,2287050.0,529091.0,683828.0,129807.0,405908.0,1076564.0,223403.0,608290.0,1186522.0,352025.0,1754027.0,1810070.0
1205017,118471.0,34946.0,11944.0,162755.0,201371.6575,239988.315,-84818.84249999997,-409626.0,-276166.0,40824.0,-164701.0,116403.0,46104.0
1205857,40966.0,127790.0,-277705.0,63094.0,251177.0,887933.0,-50182.0,-190325.0,-272789.0,446017.0,186067.0,1775845.0,1305469.0
1205913,17099.0,17625.0,12695.0,22357.0,41483.0,35741.0,148818.0,93945.0,181595.0,290700.0,554189.0,1181241.0,1378093.0
1208482,1069264.0,75465.0,117678.0,200510.0,155896.812,431035.0,382165.0,528187.0,503377.0,1853339.0,1445987.0,1285574.976,1751056.318
1209287,-172182.0,-205461.0,13295.0,543251.0,309673.0,96711.0,124363.0,27377.0,192693.0,292582.0,432351.0,373578.0,292601.0
1212101,51936.0,76531.0,407850.0,141376.0,207085.0,168770.0,156084.0,-205662.0,113163.0,142690.0,8840.0,22454.0,212562.0
1216637,-917280.0,110401.0,-97756.0,-434663.6666666667,-771571.3333333334,-1108479.0,-2467397.0,1656308.0,-1932596.0,43818.0,347077.0,-3180061.0,-1621650.0
1217050,15781.0,8449.0,40469.0,41707.0,198234.0,68663.0,75268.0,62248.0,43318.0,355923.0,365549.0,467932.0,28983.0
1218331,513782.0,343608.0,355985.0,370479.0,322805.0,300451.0,215272.0,131624.0,360979.0,277301.0,522790.0,1381100.0,1265361.0
1218499,374153.0,369977.0,225248.0,179402.0,571594.0,872490.977,948278.986,917128.0,15640.0,-2305370.0,-1195496.0,4799296.0,-212486.0
1220193,227614.25,227614.25,227614.25,227614.25,227614.25,-6897.0,312928.0,339434.0,205225.0,340850.0,82011.0,225706.0,321657.0
1221194,88140.0,130972.0,159593.0,160146.0,211753.0,856672.0,658179.0,394057.0,593291.0,702056.0,1723590.0,1781812.0,2376121.0
1221432,285381.0,173972.0,209125.0,105847.0,63410.0,174886.0,615999.0,223254.0,540293.0,677551.0,894378.616,835480.0,1357073.0
1222034,1579267.0,574507.0,917657.0,720012.0,1347419.0,1028124.0,1300240.0,1115554.0,1449961.0,1630566.0,1968898.0,1410869.0,2947747.0
1225562,318382.0,271476.0,867671.0,-2293379.0,-3422645.5,-4551912.0,7112135.0,5395121.0,10602502.0,9500553.0,6406049.0,5477664.0,10383057.0
1227466,371665.093,623781.947,1473091.123,2426183.0,3084456.0,4081218.277,4364109.0,4705391.0,3548920.0,3283925.0,4519564.0,7606598.294,2854030.0
1227774,1633201.0,457639.0,574000.0,573519.0,560240.0,-369253.0,2016525.0,919469.0,1108738.0,1368906.0,442571.0,3511478.0,2345269.0
1228012,80002.0,90357.0,79802.0,100384.0,73376.0,179388.0,2462464.0,346960.0,431633.0,462132.0,466033.0,515445.0,481925.0
1228159,35171.0,-38344.0,-53606.0,17506.0,213066.0,21249.0,66018.0,31838.0,27062.0,60399.0,82116.0,114803.0,155724.0
1229825,29313.0,51585.0,47725.0,27617.0,10902.0,-7125.0,-134862.0,99896.0,-72651.0,-33763.0,-1621665.0,-893743.0,-336896.0
1229832,12554.0,157065.0,351360.0,1503504.0,377999.0,290893.0,102388.0,2707766.0,5754747.0,3103097.0,1859519.0,5090490.0,7159569.0
1231841,162757.0,190098.0,230133.0,248082.0,291791.0,345320.0,324938.0,226173.0,346079.0,343396.0,266115.0,480360.344,517560.0
1232212,3277040.0,6529692.0,7457271.666666667,8384851.333333333,9312431.0,8784926.0,8387650.0,8898744.0,9409838.0,12292658.666666666,15175479.333333332,18058300.0,14080959.0
1232394,19151.0,47538.0,48892.0,27437.0,-230159.0,-67915.0,-1458795.0,162564.0,402906.0,389416.0,-337028.0,-293760.0,29172.0
1232716,-136946.587,106728.0,80791.0,141706.0,184343.0,548949.0,430179.0,82658.0,-38118.0,77661.0,53116.0,244561.0,660022.0
1233864,53322.0,144960.0,-124801.0,99688.0,63120.0,238717.0,528785.0,691200.0,469171.0,370523.0,-192405.0,403749.0,776972.0
1235894,-39686.0,35627.0,166552.0,202241.0,3691.0,248892.0,262332.0,81848.0,230215.0,234203.0,167664.0,842416.0,1177120.0
1237098,-58219.0,36070.0,-29624.0,-15227.0,-26803.0,-36568.0,62611.0,16865.0,-10665.0,39820.0,-198285.0,81720.0,-1276.0
1239338,-330710.0,-483965.0,770319.0,-740280.0,311636.0,529552.0,-89578.0,454403.0,1286456.0,672197.0,-91580.0,-900835.0,-783690.0
1240584,2080227.0,186340.0,2174071.0,90814.0,871175.0,1145805.0,5745867.0,1292908.0,1290278.0,6779763.0,402153.0,5558253.0,13827063.0
1241767,27849.0,30061.0,28120.0,31244.0,88764.0,233304.0,358936.0,311574.0,309408.0,227656.0,-380985.0,25491.0,134845.0
1242488,111861.0,331103.0,146607.0,166618.0,107797.0,69122.0,87538.0,66643.0,82685.0,-137740.0,50912.0,52375.0,-47006.0
1246912,-39215.0,-91995.0,40121.0,-120799.0,-70712.5,-20626.0,-2893294.0,-922402.0,-46088.0,36451.0,24334.0,1877709.0,-31346.857
1246989,81569.0,78385.0,258965.0,358012.0,277603.0,430251.0,729396.0,548633.0,103534.0,379171.0,81031.031,422552.0,637457.0
1251357,139539.0,89688.0,8137.0,-73414.0,93682.0,163355.0,359134.0,310830.0,317788.0,611437.0,416954.0,695820.0,807141.0
1252162,170041.0,470229.0,1198766.0,863609.0,382467.0,1002742.0,426403.0,215641.0,402629.0,523199.0,802495.0,1729362.0,1596590.0
1252505,190961.0,79294.0,608029.0,3862652.0,245732.0,1217517.0,62204.0,-488106.0,857363.0,2077498.0,3889713.5,5701929.0,3493345.0
1252547,1159041.0,1583905.0,1543602.0,1531729.0,1922197.0,2643342.0,3436978.0,2935415.0,1993076.0,1460376.0,3079646.0,3682866.0,2788976.0
1252897,81192.0,123367.0,157938.0,143416.0,1378790.0,169275.0,137177.0,331537.0,428808.0,689394.0,1350327.0,2367040.0,4314381.0
1253366,1612526.0,1370791.0,1407565.0,1347831.0,1601221.0,871041.0,929414.0,1105707.0,834633.0,745721.0,-370352.0,333000.0,544527.0
1254675,1842853.0,613226.0,-1572062.0,-1423517.0,284092.0,199657.0,17368.0,-2226658.0,1370296.0,633144.0,74830.0,901751.0,592824.0
1256320,2144925.0,2826565.0,3110276.0,3504088.0,3070253.0,1664217.0,4105489.0,4986192.0,6595354.0,5762059.0,5702694.0,5544758.0,-19163505.0
1256978,-609155.0,296138.0,291732.0,151127.0,-1709405.0,213353.0,759119.0,-276452.0,-520184.0,-509392.0,-1158467.0,3629489.0,3984050.0
1258455,21719.0,-32419.0,16730.0,28083.0,-291176.0,47276.0,72710.0,57407.0,39367.0,44590.0,-41424.0,77342.0,121110.0
1258805,106660.0,85262.0,108036.0,140504.0,64369.0,251799.0,301622.0,101153.0,139169.0,38471.0,140627.0,7028041.0,7028041.0
1259953,1025399.0,1041118.0,507816.0,1032198.0,1509719.0,1250486.0,2327614.0,2956995.0,896388.0,405388.0,155558.0,360267.0,360267.0
1260289,7459.511,203.638,27858.758666666665,55513.87933333333,83169.0,293011.0,225605.0,332502.0,233400.0,492268.0,479642.0,-376297.0,194307.0
1261640,699775.0,544416.0,71581.0,-552749.0,-22484.0,394998.0,452596.0,224769.0,714841.0,273165.0,270163.0,1930491.0,458809.0
1261787,509217.0,577671.0,559540.0,434110.0,537418.0,498468.0,467021.0,435574.0,695954.0,1193856.0,869961.0,2951251.0,5451316.0
1262851,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0,4166603.0
1263313,612829.0,388839.0,259012.554,85351.0,13576.0,99737.0,25794.0,-221928.0,56735.0,101535.0,348487.0,-6212.0,-13149881.0
1263425,85883.0,9699.0,49050.0,33137.0,96283.0,849707.0,1314232.0,-159105.0,506668.0,-514236.0,221598.0,145893.0,-513957.0
1263509,4206411.0,4518826.0,6982877.0,6958419.0,6670353.077,7358321.268,5538264.0,3678334.0,3985744.0,11676129.0,7470605.0,8995841.0,10755086.0
1263677,1839576.0,2260141.0,2450151.0,3218725.0,3724303.0,5524823.0,6321367.0,5155557.0,7084956.0,11030417.0,8754715.0,19374202.0,19374202.0
1264013,12620.0,15000.0,9547.5,4095.0,6935.0,13059.0,57103.0,3492.0,21527.0,502846.0,97734.0,444636.0,697392.0
1267100,87308.0,84487.0,79260.0,170344.019,148951.5095,127559.0,156844.0,-75512.0,107292.071,165541.0,310844.0,455005.0,488682.0
1267513,333385.0,173423.0,70400.0,98253.0,158386.0,77309.0,108216.0,2636.0,36921.0,38812.953,63821.0,36466.0,119298.0
1267534,46061.844,67157.0,75060.791,185635.341,187792.0,143971.0,337973.0,480509.0,758228.0,1300242.0,2408471.0,-374882.0,1963791.0
1267646,76272.0,101394.0,191792.0,80894.0,18961.0,59064.0,911824.0,220134.0,1076017.0,357716.0,2349316.0,768444.0,201399.0
1267975,22534.0,-5607.0,35753.0,36083.0,40303.0,131817.0,-66788.0,-86975.0,213284.0,381020.0,426660.0,595491.0,688894.0
1268129,7228000.2536666645,7510740.0,4133839.0,5910314.476,7686789.952,7686789.952,7686789.952,7686789.952,7686789.952,7686789.952,7686789.952,7686789.952,7686789.952
1268269,84874.0,98997.0,-397612.0,407480.0,267754.0,735056.0,4975441.0,1121201.0,1140437.0,2209814.0,3117357.0,4024900.0,4081183.0
1270012,77207.0,104982.0,104294.0,74254.0,58680.0,67620.0,139584.0,213707.0,35571.0,107946.0,94557.0,324905.0,389239.0
1271146,490893.0,2021877.0,2343767.0,1327020.0,1289787.0,-1726013.0,956724.0,3030870.0,3568956.0,7787671.0,2040215.0,9169503.0,9432510.0
1272259,65242.0,-273671.0,188553.0,88653.0,270538.0,100274.0,200890.5,301507.0,143040.0,369606.0,166430.0,195877.0,523713.0
1273204,-1657239.1666666667,-1657239.1666666667,-1657239.1666666667,-1657239.1666666667,2957055.0,-7393958.0,-7296109.5,-7198261.0,6802636.0,8105305.0,-9713060.0,-2889684.0,1710924.0
1274688,689739.0,778738.0,935710.0,871976.0,779088.0,526321.0,763702.0,698839.0,327158.0,1734163.0,-1013864.0,980798.0,1591252.0
1275325,36681.0,2850.0,38548.0,23123.0,15046.0,65006.0,70031.0,67717.0,-17345.0,5109.0,-56149.0,-149559.0,47305.0
1275829,505995.0,229011.0,421292.0,473862.0,1401311.0,652235.0,506595.0,396978.0,396718.0,714316.0,250666.0,78189.0,414997.0
1276312,5179.0,189378.0,214259.0,283253.0,356679.0,599802.0,-329072.0,-2410681.0,456734.0,2088036.0,-206739.0,880777.0,-128839.0
1276340,24274.0,20094.0,-115791.0,10966.0,34810.0,130054.0,46857.0,534.0,3534.0,9183.0,29831.0,245016.0,202622.0
1276830,380591.0,-384297.0,-547558.0,7641693.0,453241.0,1019339.0,1309842.0,1697735.0,620409.0,288632.0,1081.0,-873221.0,-1388046.0
1278174,-7835.0,8795.0,226678.0,199206.0,238281.0,358065.0,222818.0,419258.0,-153966.0,847313.0,351056.0,535414.0,-272846.0
1278293,19973.0,121692.0,44015.0,39703.0,39561.0,279682.0,90778.0,-855523.0,-95104.0,632762.0,415886.0,872340.0,565113.0
1279042,649070.0,461885.0,337163.0,384596.0,344327.0,455003.0,280754.0,442703.0,39111.0,82873.0,462597.0,718105.0,867909.0
1280477,-143256.0,-22635.0,15565.0,254147.0,184252.0,153713.0,618704.0,376324.0,70329.0,33254.0,137498.0,81131.85,117327.274
1280757,78575.0,297197.0,332635.0,195855.0,141189.0,663013.0,166534.0,254252.0,209286.0,434624.0,1681045.0,1391265.0,1385422.0
1281646,-936300.625,-3172099.0,5552896.0,-4944433.0,7289796.0,6026026.75,4762257.5,3498488.25,2234719.0,-10587221.0,-8614096.0,-6640971.0,-6640971.0
1282374,355127.0,2707890.0,1336162.0,-210585.0,404592.0,1844918.0,1727438.0,-8098071.0,-1411645.0,6731074.0,-13468671.0,6179725.0,4224316.0
