ID,FondoManiobra2010,FondoManiobra2011,FondoManiobra2012,FondoManiobra2013,FondoManiobra2014,FondoManiobra2015,FondoManiobra2016,FondoManiobra2017,FondoManiobra2018,FondoManiobra2019,FondoManiobra2020,FondoManiobra2021,FondoManiobra2022,Diccionario!A1
2523551,11412541,15173539,29119806,13070817,13005098,8762084,-18707685,-18495653,2375552,17186108,1092926,33413969,70996898,
2523607,1458934,3209356,4009166,4186973,4448505,113606803,4205884,5113729,1407572,4178150,9891527,20770100,5238434,
2523656,797780,398944,569346,"332619,821","344456,499","385060,568","868597,742",607647,1328769,1152964,-689478,298117,0,
2523915,1570039,1232782,2530540,8218520,1914279,1996505,1339736,993682,2061910,1312947,0,1731072,1312075,
2523999,-5027965,9898712,10516780,4574932,10076835,-818114,2674143,3647460,18211095,32232338,1331405,2119622,-27460992,
2524027,9058402,14006832,19211456,15269758,6706760,22381884,15265106,16104049,33729695,11833860,18444490,45342472,29584862,
2524048,1038887,-17988,218858,287035,-2721036,4030788,4409854,7362016,-1112620,601771,-1617062,1241882,655356,
2524167,-1673984,-1337465,-1271215,-1118833,-1421261,-1255562,-1715308,-1490440,-1242624,-1321726,-1473760,-594863,-1389173,
2524174,-749647,-432184,17967,166310,140062,256488,-599914,-211947,361522,17517,-4057005,-62589,116299,
2524216,3437583,5413645,-2527051,-78178,-978674,2741052,140826,-3836328,2899254,1002233,652843,3804978,3388311,
2524377,42045101,21095419,28288492,62124140,61913236,53077971,39909496,21382423,15154999,25790003,29896902,58928195,9703633,
2524412,3262503,33816148,8773582,3042713,4496682,3097670,16833646,3544556,5561568,4581776,0,7799241,13449899,
2524419,1884481,24266,50434,100908,733937,562053,3692665,548110,-60628,11750,0,0,0,
2524720,5751250,25675408,3682036,4203830,3790992,7866521,4805980,9303910,8895758,7109054,0,4064641,15503013,
2524839,415392,707065,857678,758778,635724,1612484,4182778,1033762,6250437,1030683,928985,1245282,5338686,
2525035,99607700,100559254,97001251,74647246,102131233,116037104,134325806,78659465,67190567,91522626,22214517,66651244,9011334,
2525154,248943,340001,197292,249161,531767,473775,255769,133801,174854,190443,118436,133857,140925,
2525161,30555,25217,19139,20630,131446,99847,135041,150349,155529,109982,410334,101966,281108,
2525182,90674,296602,84014,135363,92001,-126305,168638,-37286,146940,171674,147661,69514,175066,
2525238,526784,401101,2814188,497510,579469,510293,"521407,648",648254,5801000,3246000,2519000,4900000,2912000,
2525280,292106,-517640,34678,-103714,-524378,941344,-1053517,-617328,-797759,-498026,-239318,-29582115,1692555,
2525350,2198874,-2490032,2545494,8676877,12169426,14294806,5909129,3849147,-609009,9494949,11134319,16315331,31377833,
2525357,-280476,-543800,353479,-1598192,-2852584,-1511740,-562077,-2838166,-2285293,1846369,-1388790,7088268,-1543362,
2525868,"546577,89",529463,688936,767190,644915,1847225,1286144,3559834,4286269,3205130,5885855,28685089,12771957,
2525903,128315,76521,143158,133105,480278,190621,509604,407375,1347693,562958,860486,1291047,-582123,
2526162,490542,504175,237690,120398,384535,40196,772002,437929,606656,-144468,693221,684432,"-691016,403",
2526190,1633111,1185765,1928653,548871,985113,1097333,1831529,4176430,2051742,4597446,5587797,21641913,18906189,
2526344,289647,354447,372134,353407,1064769,-367417,0,-319455,234385,-48503,-1573789,-483423,646592,
2526736,1871573,1782963,1901331,2561115,532354,2729147,9731939,5087009,1709618,17014198,4444056,1808623,3525750,
2526743,2889023,"-2460510,196",70350,1318261,-210160,-3095258,4116595,-3635649,-1939205,-6310137,0,7775741,7747598,
2526820,-140137,-337639,-271437,-2540222,690491,7851722,1922069,992361,1011323,2355860,1219705,2577053,7678116,
2527198,13766947,15346232,21501085,19884569,26403908,29007988,38513613,41325903,53197907,57499766,106430652,91211558,78709193,
2527401,1562148,995424,632174,793768,1183695,37239075,1356655,1301030,1404656,2131191,-12632933,4587062,6971844,
2527506,139037,221865,212056,377228,337143,435896,547960,8593,72777,172931,383816,831071,994738,
2527513,-430723,294176,30335,141991,372581,9315,-4519575,-209873,3680796,-569432,-434445,-831729,-1697713,
2527527,31061,32488,28003,21977,42399,-6742,303427,120187,7902,215760,273077,753766,1091226,
2527849,313335,8850570,-859616,-461397,1986095,152092,8639072,4848977,4538219,15269917,8422886,-1209046,-19317991,
2527884,85369,110575,13822,169542,67221,226907,150392,-91658,41565,233445,23332,54612,204197,
2527891,29093,186749,192324,103296,149555,200951,192260,122980,117362,17979,-676813,"18201,543","18845,874",
2527940,967723,1104027,472537,1461569,1253429,1875631,94570,111964,132142,251694,114878,526605,-528458,
2528059,75747,148937,208600,472064,1282007,-64000,-34015,52801,-152964,12394,140833,239073,121713,
2528073,-783080,1213633,-41644,876732,3396621,1379855,3691309,926373,522421,-153131,781,2306390,730750,
2528192,14348966,6711516,2939374,8207381,"4719286,119",10270045,"3530830,91",-10145805,"838990,839","-879208,954",-895759,"5836343,512","2298611,81",
2528220,5159222,5472994,3209285,9995865,13653497,13159441,8474906,4374535,856630,8507942,5015362,5213072,3121210,
2528248,527875,560736,580067,736287,1954040,2534697,681991,1484575,1522944,768143,2197239,2595702,3510211,
2528262,16146889,12649501,16601299,11418044,12822919,50138843,48425026,102749370,77132441,109881008,90811377,108106241,63583432,
2528465,525674,440055,432260,416606,512320,603488,853699,425977,320607,362447,173686,371853,1282195,
2528619,71091,127655,72216,69056,70529,37043,-360226,-1880866,1599268,218596,7366423,-1286696,-1792164,
2528647,-423152,-77317,-41201,-141134,37734,77572,244695,-545288,-294739,159098,84060,11851,507244,
2528766,2668969,-2870467,5817561,1344055,6631531,9218735,7610908,4769409,-4265680,-6800144,-17822830,21618827,-44740666,
2528934,164276,170748,219416,210787,236072,281363,270176,1613920,141083,256971,279425,366469,575685,
2528990,1256182,2709421,2517547,1126238,128792,287810,2066373,2087135,1497043,4904636,537039,2014533,7109532,
2529228,-834768,-3759001,103765,21986,289165,1983059,1131007,-255636,151015,3919937,4066434,9556384,6446894,
2529256,2013,6948,29170,77976,2870,8118,8385,34269,65208,12484,34646,123874,126925,
2529368,303185,483708,410709,381915,561784,568955,829327,975550,885275,1032105,1323034,-2436040,-1509452,
2529396,189625,105752,457742,522912,292419,-51261,1108210,712106,342402,837072,209591,554637,956423,
2529536,1687684,927408,1058262,1504496,2195410,0,1135298,1414223,814236,1990045,2369630,1582931,783677,
2529935,123565,1838,-89063,98648,207384,254976,231209,150538,7318725,20601,131154,11308480,18312234,
2530061,516402,630000,637511,"526545,77","983868,315",1156522,654909,1033072,396624,1518175,1224086,1236822,2062317,
2530215,571571,870097,883357,591480,758269,809172,1236072,1040463,994746,1470537,1031503,1523931,1940528,
2530243,137381,3469278,203090,676229,164656,237034,-5866637,909390,9211944,786743,12019145,1793094,911629,
2530306,1727256,3159852,2158813,"1151852,448",-1992138,662034,1680615,1073430,520383,1551578,309650,-4533969,-8895380,
2530376,846080,2454271,2256473,1824077,9357484,2849586,5472110,9966624,19586019,5796545,2998055,7107840,12203217,
2530418,2196643,1515637,1419371,1118195,662744,2938160,4127139,4017490,5569066,6140190,8850171,"10006853,23",19545403,
2530446,213077,122000,"87118,559","118971,157","114492,021",139141,222590,170623,296922,216975,-640147,-1692805,"-1692807,231",
2530782,269010,137157,-579560,165432,-1049611,77900,555103,514074,448564,553973,560690,-8988,0,
2530803,-65,74372,75872,68112,-37495,116504,106785,28535,29045,7337,41196,-13207,-89718,
2530880,803791,637549,665233,1850654,833750,551762,659955,2238789,549454,802155,2030362,887009,1155421,
2531251,15049,118187,102662,14508,-12768,207988,360555,3425909,420991,296542,156656,409472,352222,
2531370,2158933,1830855,713877,-1212223,131295,-369385,268194,1104018,1605336,2611338,3803200,199044,550399,
2531636,5954833,4867717,5702175,6395336,4572366,7162604,-9092077,328138,2146012,4647886,1872065,7281229,10970632,
2531853,94853,198414,668962,582600,916374,1299001,1796245,1879362,1463823,1841380,-137912,414081,851629,
2531972,31092,-44634,89981,410725,233934,316714,486660,384427,495047,828558,126010,191025,484703,
2532126,121352,-93937,428109,126380,440850,446114,1018996,671824,835494,777275,623503,1009540,517483,
2532168,1210731,1331734,10191946,3505021,4135799,4536836,3881185,4412763,5416670,5357548,511219,2957559,265499,
2532329,344914,0,0,1696084,1046389,75458,529215,179591,-1696257,3045813,-1271481,403360,903569,
2532567,490636,594714,781763,888843,704261,726498,621826,661063,737861,690412,8405,692924,439017,
2532854,1062793,40016,1600393,2031763,2332509,-10123051,-4265167,2015515,1565362,4251000,-8887196,-6014289,8746553,
2533421,-70043,-30144,0,"-33269,884",0,0,-113744,59740,122059,-12577,52032,37293,-32830,
2533680,1509116,862378,3482984,12320530,3182681,5420682,9369235,2589240,9604983,14763799,15985688,11887734,25427802,
2533834,1511557,2915598,2504367,1803188,1620640,1442319,639463,416014,540814,866531,1080704,1055436,528765,
2533848,173067,272642,231774,281195,324570,305534,799951,495209,447768,368602,722897,783224,1014153,
2533883,900176,412543,181345,461755,501165,223800,-23247,-180774,-10563,999581,1619694,3282122,6464237,
2534072,525739,1560312,1588602,2022383,3241022,1632211,1452867,3829978,2813963,"7568461,861",4924528,"8297223,315","573133,494",
2534086,832236,958918,1120669,710476,"1271621,03376",1034281,-945517,-679487,-600404,479012,395788,390014,21038,
2534163,-31728,-74397,-100714,5085,5587786,975674,70135,-492583,-396332,198734,19508,146943,-442272,
2534338,-62950,-25207,-70550,-35570,21341,27771,-1043,17134,2065313,-16706,53759,50169,585298,
2535353,10519,76007,96532,1505346,68502,48185,746248,553248,756879,427934,0,492088,825402,
2535507,230980,547997,732177,1195779,1371870,1036694,103553,249802,1286786,1436195,2742349,1909496,1770618,
2535514,767591,1355878,944296,3473980,622347,-459666,103553,1370342,1748576,1150254,2707759,4731438,7116623,
2535682,0,0,0,0,0,0,979366,1258071,840596,1320858,725008,1634105,3542766,
2535745,14690114,4520300,12498153,16591355,11754806,8436480,31696581,11146189,12341513,16849569,22972189,37799186,31458539,
2536060,41121,266596,8823579,458107,1927612,1283377,2186040,2408716,1639799,35904,0,1138454,13030924,
2536081,158344,487395,-1318878,587467,1317560,80921,1184250,1206532,134007,-5340816,-6010679,-944155,685203,
2536109,0,0,243648,547243,457330,0,226124,251000,270456,315946,430285,560098,570832,
2536144,12345,10735,20218,18137,14174,119029,-24087,43988,102812,104030,99329,-152047,-1912135,
2536158,1840140,1200102,2902525,2239867,4423565,4502413,10039139,13173880,7348974,9123807,3452554,9235519,18803339,
2536263,125723,76216,430135,422112,140478,479516,546440,157715,235357,206808,255042,74936,4107991,
2536326,298240,897392,1068380,460895,680786,609453,307765,539298,238657,669670,653615,423109,543332,
2536347,102006,1131592,-857073,845912,272166,88304,-65310,537481,1625207,1777585,-7797422,-845782,588810,
2536606,242302,428400,424752,57290,-12092,451052,511303,106231,125776,265164,-393396,216667,-248664,
2536676,208541,346609,466140,695412,971072,1141837,1218102,841809,719961,1254886,1869009,2640803,3041224,
2536732,689523,767960,925175,1170974,1452648,2061484,2081899,1578048,2192667,2710225,1240396,1371317,1593253,
2536830,826949,417650,281325,-1987583,221537,32878,710756,872885,430144,1350814,1336131,5026191,6955521,
2536858,540038,617322,702793,734334,715218,357273,212634,1906592,2235969,2317599,944128,1423278,1874761,
2536865,2390413,2209540,1846145,2262098,2086557,2001476,12118,543191,1924014,206121,938458,3359931,5418177,
2537348,563802,770794,489969,443546,507575,353620,497364,484758,270953,150163,159707,471200,584333,
2537481,5172109,"6128664,683",9449958,5658618,5346669,6609087,44194509,1727673,30657518,1714895,11841621,9392458,45748845,
2537915,375473,-33153,-13545,"32117,051",21384,7331,30420,27714,65213,-312517,163153,-97064,"4524,727",
2538090,1360239,268393,489088,1325326,1026429,1197595,2315934,506594,2105880,3063622,4585655,4689391,1600772,
2538272,605623,1220965,1541523,1603931,751757,1551596,1498795,812573,1601784,2505304,2724089,5335491,5423161,
2538755,131092,180572,-51834,-33296,-98287,-143646,-28871,-138784,-169695,-62440,-163451,31462,-175979,
2538916,"302489,837","415329,242","329058,619","816476,959",495,367293,1228086,2861130,1930926,50177,878362,990237,2265877,
2539007,-929712,164900,558891,990178,0,0,0,-87579,430755,452983,0,734110,844488,
2539084,802178,785991,793664,689972,726078,758627,189378,1122819,500355,584466,44453,221613,238406,
2539364,122428,233913,226536,252484,566897,728931,753904,108993,410515,1328641,1206842,2142103,770753,
2540036,180441,"72730,111","119375,551",-105192,867471,-397380,259745,-138626,19415,118161,216896,144421,20708,
2540148,-109402,-121626,0,-150903,-222345,-265611,-158876,-103295,-54445,-60015,-48258,0,0,
2540330,195547,289404,89402,859712,498419,12682022,314658,655127,1001875,3975,659850,884935,2346653,
2540372,624181,331390,606380,432905,550102,-201292,0,-138750,250461,462461,1443451,1733716,1878757,
2540484,-260520,97121,144884,289905,224471,735185,1755769,1832855,2086753,2889677,3726909,"4152711,011",4624973,
2540743,35991,32168,73855,89073,59239,216327,"193433,656",130957,156724,237074,1538191,1448040,636037,
2540750,228887,375869,754404,1960736,1361857,2042388,149423,-38326,1075202,160539,189506,60555,320431,
2541310,521435,639762,645111,1041878,2461493,1761395,1924802,2033494,3002635,2770068,3091617,1767849,2356729,
2541401,3747494,3566093,1551692,1530095,1801492,1288670,591651,-257520,250418,1156332,1533742,1717494,3525515,
2541527,685034,848990,536872,490203,1982102,507012,439085,445051,687655,2420183,236780,2177098,0,
2541625,-94036,120232,132321,484783,527209,559168,580505,594635,425800,242712,778426,3569809,1218645,
2541639,204742,248533,277922,349550,222437,242703,181664,373877,572267,685674,762096,1061251,1347003,
2541765,2965113,2567232,3185460,3433287,4468248,3401304,538069,475495,117704,803812,241758,3256230,3721316,
2542402,835813,902973,1625697,1527217,1112963,332520,261263,270674,268708,239333,143545,196593,1362882,
2542472,2563160,5887054,3831017,4754716,772452,718685,1417124,-2919075,741204,717895,-2259087,2212917,4678162,
2542808,2234218,1595925,1036709,"413041,007",-5731865,-5095942,87949,-2567162,429879,1228330,1892715,4767774,-2595676,
2542836,23340686,24559627,17425115,9227284,10502930,-14118250,-13999213,7019449,6845883,6291843,-48141039,4445607,2376984,
2543417,244190,315207,367445,343990,457196,450901,945979,1073662,650562,690152,804347,938771,1484581,
2544061,99030,175877,-23350,139066,174676,247599,383861,1847437,3517994,2829430,5068114,2750632,487465,
2544446,74598,-13211,-47371,-139523,72789,214253,488198,121586,-62676,166663,191297,294537,81911,
2544551,121367,259113,0,216262,99677,13592,-158816,326723,-80435,298493,357834,709958,143000,
2544985,2426679,"2094662,919",4821312,2076077,3253913,2920105,5535621,3934902,5280745,5888833,"11708696,697","15747175,011","16338372,226",
2545475,547930,691684,516490,585823,608220,480619,876058,650794,524510,803129,790807,-144608,1891989,
2545643,410500,971092,611113,548477,521509,982957,1142612,226775,-311632,778186,899055,687420,916912,
2545706,7204068,5674358,-300000,-457141,1216546,0,4723748,3426670,2899259,3922558,5610069,2799482,2913575,
2545734,1128033,1129792,1355534,1536129,2652216,1487325,1221687,2094930,2828235,2566936,1433936,3788101,3455702,
2546105,1021503,1506465,18236165,2614631,6784294,2815584,7567613,7623206,3851858,2063296,7042345,8538677,39357205,
2546854,8013564,9032587,9404125,10079563,10109310,10103486,10845336,13031250,12243652,16097789,19266056,23674031,28915530,
2547015,"331687,137","333604,962","217914,645","195849,918",0,726629,1653703,724479,671992,911623,283467,301866,-209448,
2547533,1641318,2849926,1889874,273929,1210818,2898368,1181520,1310453,2286998,3812054,10523795,28520783,32687097,
2547946,297715,555764,620322,445656,508011,607212,716572,885055,143745,124746,4110,58042,1039303,
2548254,1864995,2279130,2725667,-107628,1214361,1218519,1726916,3817376,8150281,6980065,13218986,11570402,5581627,
2548359,41729616,38006735,45017163,34415968,40497717,26750181,38364409,33918738,38116012,45033623,51120516,69517413,77509279,
2548590,-420602,220624,214098,-556837,-335948,-773242,-871638,-1132085,-617325,330543,384535,1417200,93819,
2548821,-556227,-385459,18769,-79926,-404003,7311634,11885044,14769826,17436812,-217681,6259057,440124,813165,
2549332,2618280,2541718,3900442,6555270,4867238,11612036,10884688,8656591,14030097,13522161,15410103,23291060,32521061,
2549640,449160,1181803,679686,1318094,969938,1455405,825717,1394588,1319078,1088039,867815,1402301,4012322,
2549794,2698366,2980606,3079067,2317566,3905981,3047608,5188597,4327204,7096665,12185095,6742020,8348181,7358029,
2549962,0,1783464,292769,"438319,546",136860,241816,925317,2586294,308680,320537,882783,-69318,-1154843,
2549990,"96130,168","166888,514",0,0,197248,145960,274510,1317219,-103985,-650996,310658,59612,"148957,34",
2550165,818911,3191433,374671,237069,621300,44106,14936,5419549,-315944,-177837,-11680,-110533,"-142403,215",
2550655,0,0,0,0,0,0,1924063,197882,581961,298087,0,1242257,-2914076,
2550739,64109,105881,427903,408232,473655,382244,1143306,360259,2189777,2660212,6638258,4642013,1588661,
2550767,0,0,"-26667,91","153034,928",123773,-8855,572442,2716329,533227,611535,1098525,1584430,1457383,
2550935,362512,2132265,442151,0,-1709097,344306,1226542,-438301,-648732,1175493,3965496,1395971,273302,
2551299,170413,175337,240626,103756,113546,-115638,60328,172398,-44445,185805,351234,1022993,1584710,
2551670,2788063,119243,4650595,203999,1812420,209222,883061,355573,434510,4959742,289618,3221289,477963,
2552069,217668,203615,263434,368486,353345,342226,856304,443611,19797,622544,-337691,308618,-117941,
2552139,442107,525644,600239,276356,796328,644858,547937,717040,415827,3188406,0,1203158,820584,
2552853,89089,"91993,808",70355,73238,41566,49157,0,-21667,29074,26776,47821,164348,-6234,
2553686,0,0,0,0,0,0,468035,-32078,-197231,-205837,0,565375,67127441,
2553959,239951,373374,489237,738765,1727316,1780442,1741556,924070,1200483,1101482,1677708,2044032,2061037,
2554309,2009137,-332526,4056555,836866,-6150153,5688624,15992132,5836756,3906356,"13428396,347","10139589,555",12237664,9818010,
2554330,0,-67408,4333,-18198,-204837,6865058,-175493,-244753,-258662,-347617,-161249,-79182,16631,
2554540,-267605,7692,-468026,12328,25618,66747,86139,-166522,31324,122351,45596,139759,371811,
2554883,147570,-14469,0,256850,293310,180686,94449,154774,69250,-339133,-1951977,0,0,
2555002,184655,186950,99746,168366,165897,252489,591513,494634,291335,501172,671157,108202,68599,
2555604,77928,537917,-235902,-30449,-2894361,-1086274,-233393,211885,125975,-476987,-729326,-685064,8161380,
2555954,227530,272128,-124169,84503,612471,1837151,864269,1503727,1031431,1430099,836730,4942880,4027341,
2555961,3011947,4291479,3040917,"4399529,72",4570716,10118343,5469276,5396394,7322841,8085610,12756376,15579892,24040382,
2556017,-21368,74345,77759,-31384,229432,1078637,597971,420420,571558,458567,15404,-95096,212442,
2556262,0,"1672065,313",0,"67743,449",129455,216606,382949,712826,351199,-17696,1723826,-44837,-1846670,
2556283,308600,761241,600932,1084240,1817896,2529530,1639180,1788936,2195099,1840807,3872773,9322545,6201724,
2557788,127241,195336,92670,823946,1864499,2041001,2612334,3661640,2336863,4083794,5734458,9547021,14002285,
2557844,213457,169687,148422,107276,210684,260586,285606,66752,136424,79851,124016,128348,294241,
2558663,0,"40222,933",0,"37999,661",-909,675278,-72789,-286640,-70111,-33779,56942,"-202389,424",-217469,
2558761,164769,82124,995932,9468,1457020,24255,10554,1402957,2441288,117754,71583,713329,-9247,
2559216,159886,191219,200997,-100881,31396,-284824,20425,-52802,15400,305696,48837,-303468,-1139586,
2559587,44296,30043,87928,63482,222383,324633,548015,248980,281879,247729,405381,137414,227878,
2559685,380750,501175,523779,592169,2011773,1103895,2502110,2150840,1517239,1954642,3220266,3176334,2565707,
2559972,508453,451081,135576,471574,424173,430810,498267,1064157,-79902,248963,517955,636483,-87880,
2560602,869464,1073363,974919,1176868,923943,828481,1018692,1032931,1032569,898296,1640945,2311459,0,
2560644,"778560,121","248810,117","1037387,373","1040625,039",843788,280126,-99063,-352615,-226093,-59038,200262,-63023,110836,
2560686,18835,-229210,-25085,5068,82907,10261,-159709,-206572,196572,-703884,-306583,-113095,0,
2560805,-1441434,2238192,3647122,4472706,4739117,6432414,5677523,5692322,6242793,7654710,3736160,11753403,14774478,
2560945,32977,1132606,2873771,2289960,5490703,2635648,4789636,5164791,7011944,4823193,3202853,5094741,3895073,
2561141,186683,369719,273120,280967,356467,120180,131209,213370,480727,423682,787923,2155561,3310492,
2561519,139572,53199,284557,909789,758441,1306938,800944,448902,340584,493623,260721,420333,561058,
2561911,452000,236262,780023,556915,-301465,-1064731,1889814,1892988,1534176,439049,1787876,1490511,-2350650,
2562450,564689,390511,163841,463487,260088,297119,379653,-512005,-263356,-841546,-1026399,107055,125989,
2562646,3819892,3008452,2756790,1816108,-2289902,-560573,-855301,-3912511,-1536723,-204955,-1351611,2425871,-1019762,
2562926,445760,79412,-237364,471408,178179,243962,583804,336855,-151409,-4212,0,364010,1380360,
2563206,0,-54283,8426788,451514,10008840,4848003,6124398,-983633,-3243250,-1483724,-1144970,8618,-1317851,
2564011,1064695,1795681,1349971,1644742,1813535,1929313,1254920,1428194,1627567,1945694,1322225,2206892,1003766,
2564284,-49346,52274,-263000,108596,-328302,984,-305026,232504,193470,65789,-277316,361901,697826,
2564298,8832,26311,33311,-71305,62530,60341,477378,-175680,-36230,33533,4883477,118994,228374,
2564935,17316,32297,63787,86245,74631,84349,67484,48388,46835,12722,-32457,47101,111051,
2565033,1329814,1445202,2318850,2043254,"2221296,875",2051309,2372015,-1291972,2226831,9255681,15135804,20590805,12411332,
2565131,66485,97362,137222,47955,223479,239202,401281,645715,1056960,1029952,1259712,1598625,1977543,
2565383,12285,127247,266921,400963,434220,539097,834419,436961,104700,533525,510296,756354,180720,
2565901,136209,75948,232294,536234,463035,248296,712785,931898,1653622,1603730,2256915,2696530,2215721,
2566146,2450465,1447484,1131895,1959260,2935133,583872,5726605,11227547,15653399,2381364,14678217,13296326,15909938,
2566202,1514469,1116507,1513086,886648,415049,686942,493605,504250,-1571019,-1103876,-1507117,102091,26057,
2566237,0,"57540,366","-86188,337",135788,"-325992,5",0,0,"-550478,751","-625447,186","-1035854,546",-66873,209951,188516,
2566265,186600,217895,7972,91764,1039229,2690478,2744461,63328,1675031,2459309,3826375,7540735,4772348,
2568848,2158931,2028147,2303842,3989310,3735856,4721252,5021213,3015033,2567668,5854288,-708826,2807412,6843812,
2569002,399428,710417,671539,131301,172274,151362,237948,130498,187111,184287,1264,159295,218766,
2569520,235334,271126,205303,173774,796387,-120132,681597,158219,-342476,-217670,-564774,725328,1690703,
2570059,239214,19616,-231171,-658806,-273889,150128,13912,88179,64637,98896,66604,446049,364743,
2570661,-454537,117178,-5935,-7504,466332,2124498,286127,2512541,303141,37954,697140,210800,-289408,
2571361,138470,318225,301945,260592,-48878,25441,17615,-535960,10180,-402988,173819,166139,262059,
2571424,593932,710128,798533,784417,1041932,2503265,1136642,2602058,7460745,13052024,25284999,20722705,29045598,
2572432,2972421,6825614,468373,594969,-1747067,1467921,3092118,1140930,1773423,4007000,-6417904,7093141,4976829,
2572502,98695,214049,234413,199347,344348,1155659,343335,643459,549777,346365,2136492,3539786,622045,
2573328,893602,1065511,650957,1205111,2160877,374330,626857,785456,182292,399245,222446,366585,505239,
2573972,-46673,-21775,-249532,10864,4616171,-119029,-70255,-133138,52652,-2569,589281,60627,0,
2574385,845126,801633,361376,612168,836391,2436217,2414573,2090541,2122017,3096529,2258130,5537388,31479708,
2574595,849020,376707,252198,284848,145596,-372713,-56475,27288,2129223,728851,1141572,-233481,82467,
2574756,280214,225947,277764,362289,181338,554799,595789,911641,1053167,1659970,1389735,1654547,1864603,
2575715,679247,962804,379469,402932,1094775,687619,783528,717407,1183752,1192964,-2537984,61197,-193155,
2576212,"625495,317",1006556,54974,330380,388648,401876,156977,114837,77966,282994,545977,1055887,1086766,
2576345,9816932,4968441,4358669,6709710,7688958,16729570,17913594,22250955,14362374,18706556,44858407,70840758,54656344,
2576954,24904,455,3219,-283900,5935,57009,-74118,10158,-443906,20149,0,-1881014,343071,
2578039,815072,774793,1097313,596906,-243852,1854525,0,-475918,1962178,1202017,1893830,1186324,1647272,
2578893,401853,433448,518061,719580,1481625,3750101,1672449,2553944,"5296039,082",3073799,"5394819,679","7311345,552","10186573,194",
2579257,157116,202286,149860,180004,242770,171454,628926,94237,-72889,1014326,156402,96064,0,
2579404,39604,10306,-132558,184155,77544,127290,192772,129662,156549,-84457,-807374,36135,202740,
2579481,123555,104408,121182,111959,-707462,1265241,1261453,238435,124954,83902,122415,169540,361768,
2579747,78540,136308,242283,192149,324537,190949,148735,120308,122634,161375,216210,674489,623176,
2580314,303162,508655,720706,707466,954063,1171590,723044,371739,411152,-366664,545038,2898919,2556068,
2580363,-216926,-1298094,-273909,166252,499955,373634,444056,-1143230,-1356806,-141876,-1106729,334476,3873156,
2580433,562355,779918,694539,580183,-1418970,313292,-376185,-2041794,-2198043,-1680307,-1849428,-349105,-1587660,
2580538,75605,54924,45140,24669,-254815,-152967,332601,25965,509943,212589,283807,-3035647,-582965,
2580601,170671,-49852,-21773,-469032,158282,441773,255467,37377,99773,97662,0,681566,422484,
2580769,82849,51053,323,505344,-232167,-127322,-11144,-51353,215565,172867,-78176,181809,250659,
2581091,1847195,2743369,1133302,-4528399,-753736,-3213569,-4753094,1442494,476136,4639853,1986725,9249398,6437086,
2581672,1236453,1420716,1513813,1744743,1532572,2187635,2019087,3457695,1840973,2447827,3023807,4649834,5670763,
2581686,1126061,1971393,158749,153105,209404,1650431,2886678,7959026,3871596,132663,6478952,1217877,-3848911,
2581903,1966086,1677534,976049,-3853446,-5985655,-3278517,-3475119,-6380146,-6550207,-2733582,-5355496,-3972483,-4154017,
2582547,176654,92294,292761,206932,253460,337158,262453,372994,570956,769460,830932,1318400,1915339,
2583296,228196,201473,168679,58303,170067,367522,723475,787584,679907,882823,773239,900731,1112835,
2583471,291161,479361,"151705,204",485454,814055,1003355,1143020,227341,537011,-156929,1146252,3074905,3300871,
2583646,0,0,0,0,0,0,853118,1847078,881368,1840593,2433447,9227143,8154644,
2583821,-522085,-332998,21160,26633,168666,202232,837658,531061,-356856,-870906,61845,175540,-806471,
2584388,66212,109732,133315,8533,132402,236101,-9296,128628,-3678,-166264,1212321,1133668,1439572,
2585858,31734,26957,20291,-460206,68362,52094,410479,14750,79728,27614,-399328,313234,3034,
2585914,0,0,0,0,-522356,735125,1510719,-374905,-757988,1885831,-1157217,2330,3495691,
2586908,4826584,4002545,3449384,2204796,1863874,4651416,4186651,5936103,6535664,14476432,20422191,18089791,35943787,
2587685,503814,694320,934651,277926,451924,2240923,827982,716891,1096131,658424,833230,1156649,1305907,
2588112,630494,1743548,2356201,1551130,462442,869555,2336886,3812676,5316251,6795657,8284929,8987044,3365914,
2588245,20429,33979,70683,76302,56519,-68347,142363,209697,1361390,316015,401121,1266854,364587,
2588819,544718,327458,453074,499456,641390,572127,1226778,1046326,954403,981071,1241805,1771760,0,
2588889,22804,1133309,708072,465822,420674,1241377,1889989,2920252,2232640,2856898,2364302,4288950,10291617,
2589337,39540,56490,77668,77591,119163,203294,146697,205001,32755,118209,-116342,112669,126448,
2589596,546253,258273,131000,741291,234275,524120,1552599,1501529,1216997,1578833,888395,1154117,569967,
2589918,247723,-39655,146708,92848,64297,202115,1386703,742401,1139455,486311,22878,454690,8450630,
2590149,119155,-84967,-146760,-114986,-189023,60064,-338118,1113535,-1316272,14237177,-1250419,1389065,11791961,
2590233,280973,265067,349247,419515,376919,56382,327019,576180,1409185,2388943,1198888,634907,1865862,
2590289,419940,696538,669341,595571,-259268,-543547,6192693,10694670,1145552,374222,717144,26547764,22062834,
2590338,747806,5968476,4018143,4337987,5670808,11381975,12217281,11618453,24154515,3313819,2101900,7965543,-745031,
2590485,890113,1315264,1226671,2538382,2381159,2308619,1428757,1652436,2419666,2992388,1202498,3281512,1878238,
2590709,151996,0,181967,424153,1552816,1162101,2875655,2203017,2715648,1506496,1266259,3259372,464880,
