ID,FondoManiobra2010,FondoManiobra2011,FondoManiobra2012,FondoManiobra2013,FondoManiobra2014,FondoManiobra2015,FondoManiobra2016,FondoManiobra2017,FondoManiobra2018,FondoManiobra2019,FondoManiobra2020,FondoManiobra2021,FondoManiobra2022,Diccionario!A1
355147,2507050,3944650,5866583,5261486,7137900,269500,-2624103,2933991,1712815,1694217,1546736,3079004,8469918,
355154,-10622,75122,253967,-80594,-318,1403236,693023,4685584,46659,185526,136348,117851,-42792,
355343,"497233,878",557371,512668,465583,672605,757987,482958,378779,510333,478434,"634920,734","1132945,405",934498,
355602,1283797,75106,465775,-164076,74500,-602330,-163522,-63690,499435,456963,102151,70568,-115143,
355644,125479,1935279,22767,136019,368486,451211,77970,86459,-156995,4120330,137130,138540,239572,
355847,382196,556251,719999,346256,407831,209059,-245970,270359,494677,1347353,237710,2942359,17180952,
355910,571773,803615,974716,1564372,1093289,653812,890687,839599,680714,1523896,1556072,"2129981,144",1815006,
356106,435502,132012,-189464,-341815,131626,190582,-170775,28125,31180,24231,-424452,374273,650258,
356127,339012,685507,362310,805507,1166923,83721,77182,576090,220756,253407,60035,189964,363509,
356155,94982,100216,129444,149939,129860,271283,237623,133140,184971,452089,192406,214238,129275,
356295,2696658,8101827,5096000,19581018,12369783,6009865,4615964,4547004,1218022,1947031,5209492,30577492,21359943,
356302,1614638,4839176,"3805119,146","2219413,662","2680484,958",2198218,3027670,1122594,2470418,1794513,902540,1376171,570361,
356309,5186490,-15795,322004,263718,174265,257529,716604,2600418,1118449,661614,731548,675979,1322015,
356974,495563,810302,846132,901699,741629,-60957,503391,550434,39459,70155,-842279,-2707499,-3735308,
357016,17713761,5846007,6660444,42164108,36039420,60824054,41137165,41549361,30316080,20631797,59245450,21062688,69428790,
357198,0,0,"599319,234","337966,163",174055,3548955,8477547,1313179,"120827,012","3008161,509",559064,626428,1312542,
357352,"199569,381",145772,240866,195554,256325,"159406,061",96903,177302,255670,294227,380465,285261,729928,
357359,1226047,0,1683782,1135063,2100677,1300045,1701852,1871920,1146937,674638,2007807,1233905,2038292,
357464,514772,1211462,1598678,1263754,763213,511925,1553185,2005621,1302105,3179977,2394235,305888,1272962,
357639,1656510,735137,22935,-11181,5647191,443545,356781,309527,303755,111667,0,0,0,
357695,23256,19616,46111,363373,304032,77436,586521,387274,794266,208966,596618,1239925,1909650,
357891,-5158,4867,13366,41360,140260,248295,190422,944,381298,218349,137952,520910,749241,
357905,13808588,10551584,12436062,-13773776,-26211071,-62355420,-3356674,14730723,19187274,17104675,2519151,-19714183,-13034849,
357954,305805,163090,366547,415839,339228,298172,920274,301817,960299,1121589,815130,506560,718188,
358150,-2629,17371,31834,23970,62449,172061,419699,406467,597358,334854,537162,1285487,794179,
358283,849855,1693508,1820320,1803845,2008296,2072774,2731235,2199895,1308291,6130637,9258329,13994106,12413384,
358367,155745,-820387,400071,251305,70669,-2108046,-447976,-1707626,-4335247,-4303065,-805245,-490542,-641946,
358514,1553677,3150261,1148269,2199468,3835815,1188669,481530,1127039,212057,398465,469076,2200132,852327,
358850,606105,306321,301601,620668,1166951,1072015,520272,310732,379213,983484,932968,832651,1837379,
358997,256687,283484,104728,68138,0,0,431592,293952,483953,259470,62605,80780,338590,
359186,1433490,1577057,1521738,2653961,40405293,7261382,8553230,8067799,651595,2342747,176562,2414506,4745432,
359431,223261,205596,44717,47484,228328,380612,497348,586302,1255040,1165972,1560196,2863574,3864334,
359438,2041305,2410939,2178959,1868305,1911231,1819371,148447,4500564,617488,5771206,4146405,2719757,1278133,
359459,173728,122618,319429,1055815,1744673,1074762,1592638,1301008,1972002,2748842,5923776,-436815,-221903,
359697,-519591,1828,45506,-128821,-464128,-20716,333466,59587,-102205,-807778,-263750,-837962,0,
359928,368085,359956,319327,592212,-667827,700520,3567994,579392,691516,848038,-273716,1433239,1156692,
360082,171014,95551,118002,177915,206154,2592588,178485,194812,110757,306733,109419,771438,708544,
360124,345879,186210,32358,39217,-12593,130470,95001,58534,399080,14610,27076,42589,155281,
360173,693985,959765,805823,443678,881437,65380,456589,27190,848392,531275,"131324,226",0,488813,
360201,89663,86353,117322,132043,196055,242674,255682,181856,255161,342324,595421,570267,647134,
360726,-45461,7992,29705,26687,31184,160651,407788,90037,325185,9457,-700914,320490,719828,
360740,32291,189355,710160,535357,1050433,1567484,1646616,2758165,3132337,5283420,519061,"440841,876",2882077,
360817,185103,286802,256976,184160,209868,447945,289372,238548,271465,150513,129314,895566,643804,
360873,123604,747807,842070,746038,1304010,635131,853730,1177759,823118,790705,429845,2857548,269873,
360929,688044,912992,655416,299706,733914,336042,395833,225383,16771735,1120878,0,0,0,
360957,635451,662719,"733545,736",516269,"824493,055","644456,576",624792,-252530,1038875,20798,9767,1137890,957159,
360964,50607,138302,23924,285808,477851,469649,-1020605,154059,-411510,1063208,"1862002,846",3644031,3095550,
361573,"467196,58","219095,158",0,"281093,201",134721,167816,"305017,889",413659,645274,573814,1069369,1191414,418514,
361706,95076,119894,449393,647544,960367,1173310,1148841,390783,-798929,-198957,-98251,25240,0,
361874,"58506,216",-26324,121830,-18217,-37235,-347476,-104397,94438,2945610,-26572,-69679,684234,0,
361986,211242,176325,370220,135526,255513,296836,0,346394,340977,916828,1515852,2552223,2337552,
362000,252586,-1027,39359,-7288,-20520,-120526,195708,271406,-134424,245896,96648,60515,-498503,
362035,202112,152949,255112,147499,138667,430262,161073,107236,-284257,21869,48450,5388,-17689,
362987,439365,500734,463563,556866,589886,905426,960320,464583,392498,510512,461386,1639476,1603870,
362994,275216,130810,210086,267153,3564090,626527,395127,547294,1484123,1997580,161373,864875,1730306,
363197,-26164,-13818,25596,120724,154806,167984,-1978203,1378477,1530686,847840,"1918095,651",3343326,1033686,
363351,401628,124876,159230,272899,293316,115048,265888,355246,273649,268801,90703,121636,306165,
363421,8143944,-16716016,4677896,20377907,28311401,7396033,-7044968,8270104,7637688,-15861993,18543059,58644492,6788845,
363547,42648237,92629077,33653089,145308013,59702721,88832510,-9403196,15804049,7748321,-6652179,-226685134,-349555728,0,
363694,3146341,2594209,4037623,2941561,6748694,-609289,38799683,18956060,-1815745,13527938,-53428,-2091563,21577689,
363841,394453,73602,232152,246610,819157,1495963,1552281,2904068,4770447,6335291,5887757,645007,5061258,
363918,-2503116,-8176210,4724205,-1462991,-21601470,-25922387,2256182,-458613,-6004281,-6923382,"-1767184,737",-2687155,408731,
363925,81969,101313,235382,359392,385869,541510,765735,65172,212896,-116781,-465415,90962,175113,
363932,612056,586464,432375,283484,357302,447216,482687,579302,430574,454317,733155,2056358,642925,
364121,0,-21065,"1223140,977",-46825,-21996,305088,226344,79834,1056403,776271,605846,548267,-1115727,
364338,7779481,-552723,714071,-3148439,2317349,-1169677,2086002,9044180,7128288,3471644,1864522,3975818,706464,
364380,305262,283173,203969,205432,173426,139330,347659,295992,358096,323262,517347,774721,135549,
364394,2107723,3368269,4629030,5691075,7655847,7395071,9419613,8698009,11129805,12990311,25910882,43883796,48409744,
364660,517870,1036026,2065419,1873659,1639831,2679627,3110218,4315971,2435679,2071660,2692932,1487359,2141233,
364695,2148575,1589067,2318445,3344738,4289732,1776443,5879772,3385037,6928315,11618780,16435465,17772935,18939795,
364807,14738,1046654,69308,-67479,-1362,21646,227916,219746,178279,158303,651273,1242150,1931371,
364835,293437,382290,348354,151638,119369,149632,96815,164991,166399,179731,459238,400613,82228,
364982,685282,1190992,977003,1865131,1432815,1167482,2527996,1822365,1661544,603556,1229508,6034937,15246217,
365031,"52854,489",0,"29169,461","-1019036,642",-1644643,-2280447,-161283,-1313278,-541200,-339610,-671571,0,-430219,
365066,188818,236544,115717,35946,213180,682686,921340,1122656,1104363,1766980,1414915,5425528,4098272,
365220,156460,44835,-113932,168004,525748,1051009,730293,1987936,3786420,3622247,4915360,7397217,6137361,
365437,807766,216190,321831,593801,1592715,1460716,1078379,916405,1347846,1571501,2555865,6476606,3428733,
365584,11999498,9975525,17021023,14449590,2495252,-33830811,-8982125,-3262627,-9350678,5499402,9143639,-1908020,3367019,
365647,239713,367961,-656552,-390075,9386,31630,-613264,504897,938305,-1020048,-192546,1272718,3442984,
365927,0,0,0,0,0,0,-6382,-336968,-86406,-13929,0,0,0,
366060,295194,496396,133615,27160,-46953,-243553,667976,-180145,-121364,-167320,-956676,435866,675418,
366179,3161759,2733229,-1720280,-6146872,-1914613,-2527103,628989,-14161371,-1453697,4817575,"235690,465",3420301,8912460,
366207,62180,190900,-678888,712049,844131,104728,383622,2616586,680770,236201,-629082,820819,2040763,
366249,"-175003,22",16401,169265,303635,6110835,515140,54355,-1936802,-511288,10400,-183771,364686,77641,
366277,5351223,1423035,597656,1950532,1511414,1196218,1865696,2732836,1258548,891358,1181903,3306375,3648623,
366375,387239,88604,-18465,31446,-557308,-236052,634042,412583,-1058144,123291,11807,37532,154163,
366480,571239,979712,1505576,838719,1676741,2065283,1895735,-770943,2132580,1110144,287736,2748889,1483183,
367096,810379,396258,126529,82236,86819,61918,368407,152182,187795,90268,291523,25874,62871,
367145,401434,709016,728970,1264719,3359909,1665024,23078634,1291440,4019137,-852029,19286,-487954,32915,
367229,119884,309697,178547,135248,193577,480569,404611,342436,657059,1189580,1052466,1781950,1769844,
367257,444825,744620,104293,57310,400106,144678,77198,293994,-641374,226022,530011,1099679,1457334,
367264,70509,53787,269717,84515,333428,1427561,"320968,308",1076102,1223833,663803,629567,2273094,1958490,
367446,342551,139528,232537,243555,17229,33163,75153,128039,-146300,168524,140002,130831,403161,
367516,652107,928708,"422528,96325",1230647,2480196,1894868,884437,743460,1902990,2284289,"1550629,638","2930548,185",3762740,
367558,"188447,14733",568990,493987,-151657,-194156,-96872,297865,1612292,-1088250,492711,-4919930,-1919713,751185,
367607,201420,261186,343659,267607,386641,540062,585441,450548,264146,450588,400691,304350,495892,
367705,351698,343401,296666,386886,334153,273722,"142739,174",433051,214590,490553,960124,1775303,1627224,
367740,58600,135144,0,475893,214632,0,-135419,180956,-4075,899895,375317,347216,584821,
367817,520017,1277770,1481833,2769586,3888229,5939611,4556467,1103603,142243,240697,992783,6812200,205290,
367887,2661020,1997029,2373709,1697471,361910,698943,3293715,1435919,3735337,2889007,2807195,5966385,10983878,
368055,87364,100652,108476,136703,180553,210294,147856,218856,260454,260858,174364,280158,278987,
368258,487758,793884,2214375,4275301,4105923,5618763,5561929,1972132,7342753,6871318,0,8553297,4054131,
368587,13828,183272,393376,343330,131438,-24677,2357987,666623,896741,2077900,1776949,3237096,-3054854,
368636,1208431,70500,50843,255982,256479,-1842,110782,-460127,456833,386309,40632,128004,144332,
368748,-625268,-1029839,-550749,424136,351717,1259026,308174,-582718,-249602,495330,75825,1403656,1265060,
369343,-208685,-758998,85225,-536007,-927805,-1546906,-1063992,-926877,-1051727,-145310,-2647618,-2228991,-1740273,
369462,287592,107654,-302262,20766,254577,370392,5154216,-708041,-2002654,1711526,3931452,12892557,2748317,
370001,-10308,-3347,"11479,436",32251,40245,51404,50955,-312020,-129165,-201380,-234801,2624,0,
370148,1133368,1654027,2625665,1453946,1477985,846504,4233877,-1174406,2456239,2917938,4186119,7867479,9231761,
370204,19565,10302,34683,21461,53541,132492,110801,14803,-89059,46908,-1625142,122205,20313,
370393,"8331,266","-59010,184","-3147,152","1912,733","-358,914",0,0,502272,1117811,27671,38659,-30530,18676,
370400,749200,959838,745109,377098,471800,506963,713072,233066,916121,-336839,-690503,-16775,700808,
370575,33634,30705,76396,90688,34442,11887,3080,1961783,1018289,117061,-914298,-1069384,0,
370659,106203,52981,0,37683,139763,197043,34122,402692,286994,248139,441624,374786,188593,
370666,75410,129988,179134,213687,867392,105074,1436647,3241925,-125257,4086758,1321459,4936833,6223008,
371058,341626,580633,1646412,524467,558179,1023386,1444221,1004774,1080704,46887,-121065,132857,"88395,424",
371065,43543,93776,118565,459390,507435,415102,88695,4677987,873677,434714,599016,439943,760423,
371177,1310504,58487,265000,111308,705523,-2691279,303051,"168589,066",762431,"424380,979",1534166,1052700,1299811,
371282,96559,10993,97946,73722,209534,176010,32796,47480,-27658,-17710,-62850,-49688,-198716,
371408,414612,503545,660756,952188,1119420,1230667,1007959,1022232,1386118,3349406,3046727,3132294,5112032,
371674,723530,791193,760155,465095,983029,253265,317723,796149,1338051,4318137,3665307,1629531,1798703,
371688,-59487,39391,45401,55968,178860,188565,154359,-399350,-469427,96934,135492,-68401,-509886,
371786,-14441,686341,15326,-38248,390037,-163533,-66389,-654710,245101,-77086,92232,-568606,407439,
372010,556376,518331,534111,323951,607965,277136,467126,45862,190823,-45848,0,0,0,
372178,45054,109672,115388,147494,315033,22588,1130734,82159,99709,171238,134731,438754,116037,
372241,"5787,877",98280,"20266,734","43207,151","100399,836",155831,-3077,28848,72748,54498,-707686,-42578,-96896,
373410,6884,20763,465675,39396,-2836,20013,58772,2043,13871,11181,9438,10200,1228080,
373564,411544,425572,1298098,1038724,917155,327735,379690,412592,257469,1168072,968207,2788427,2334227,
373739,-100763,140581,36240,90857,1551803,331955,-793190,142810,-1015452,782040,18296,2245047,896110,
373746,-33674,25363,71107,81166,204589,176171,373351,3141240,110583,439623,936204,690182,721177,
374404,519749,277483,388673,165765,"235635,15541",538862,738062,291067,672595,600430,1154673,627410,505647,
374551,-82428,111176,24204,101087,71530,264706,334220,203374,230079,159872,45097,525639,405165,
374754,462753,241768,139607,1152324,420261,67501,322825,280248,82232,75377,45997,96267,144864,
374929,938179,796527,598714,486846,7736751,995796,703120,352170,-290613,461275,1244382,1316843,839162,
375496,484126,607279,712400,499673,518274,578480,591604,329377,98866,-135205,-312321,452497,12422,
375692,135042,79675,393648,489662,-188671,-388028,179984,183336,402451,586057,553505,1146736,1072241,
375706,-309333,489703,97992,1458849,332719,-2043715,2013407,-1402986,3461734,1638776,"4572458,181",13433060,13416774,
375727,-318319,296239,33875,91924,357160,534149,-1683259,-1418812,-497418,-1724444,0,2479674,-3600395,
375734,"10207483,701",14609889,10795805,"13672145,458",6670905,2103567,28762046,13855762,12622415,28508443,33816554,157317325,72195685,
375867,0,102840,87386,2373254,2581697,-777606,-777144,-815525,-995637,-514706,-519741,-430148,2152335,
375951,-125023,-32443,209731,158333,170476,233803,-41798,107684,143729,146366,78170,12002,36121,
376028,281717,326264,297756,257543,174375,139953,370534,874214,387019,365639,124626,34061,47060,
376140,1737922,1186620,411548,1072409,4912562,-415000,6077,3142042,12148,1502914,3599309,4583894,6662351,
376560,330291,138640,68939,456945,281762,74855,109154,73710,810979,64673,-52753,333440,90349,
376812,90088,23172,50769,213540,322823,803491,975599,1418382,3507223,2855830,3954896,8042096,8155504,
377022,1633291,6682525,4047337,4959528,6563749,6621459,5694181,1705932,4594151,19255218,24871300,42876301,63944489,
377029,1961136,2287860,2080309,1230194,18340235,842008,923097,400259,2911479,960535,2111490,271895,2124437,
377071,171445,1020086,217962,387104,605090,585140,334956,510365,-752846,-1246653,-612947,-1519931,1175888,
377148,6812121,6360783,8124395,7371455,14110144,17051917,24014301,42393889,50224016,45812496,3115842,20923651,33768588,
377183,2070284,1248587,913293,1736744,2353974,1350884,214075,2127843,1678569,1562601,112428,4824106,107478,
377533,110811,"113105,47",273680,302036,836822,796598,1588560,1380292,429279,615940,475856,575997,1210708,
377610,551859,598204,695796,768565,702971,744777,901069,833767,915601,818708,1235686,3098494,1421763,
377708,410118,12829,34566,388626,743657,856861,1223919,1015727,1381455,2062242,848201,4684731,4012537,
377771,51892,-602258,14645,12938,9003,8187,147887,182234,18526,68873,237985,78373,68307,
377834,326716,"349618,627",535456,448372,359816,373604,411249,136006,598480,415402,12158,1062507,1030725,
377841,"397870,065",439993,341901,166938,481656,491400,494954,738365,703240,1008225,177077,614968,687962,
377939,120603,7470,833525,32423,49754,-85054,-119053,-166789,3143392,39357,9705,-26943,-168523,
378198,3845499,5173519,6974000,16756277,16911587,14067745,21144206,20887745,22630843,31871593,33464906,28616953,7336298,
378233,642934,1204644,1179774,1195304,1011948,2261074,3030694,2170897,2381671,2479103,2610409,5153123,1925375,
378345,"345668,735","572177,648",499405,765543,947882,503707,1002233,403875,2762954,-18911,528837,362142,17236,
378597,97502,124301,717251,720294,479884,190080,893568,1258221,1898347,3747532,86952,288034,789681,
378807,223214,1433707,6866052,1706510,8166051,39982610,18020867,19322279,18354395,6983843,10027326,26251570,19846431,
378933,24199,21077,25740,46382,50288,929088,514683,599164,1685159,1855920,2405441,3526034,402656,
378996,443867,584943,"931821,415",860732,781985,1607301,768270,251216,1012493,"828305,45",930133,1115414,1525792,
379003,833494,560336,584010,1065349,1662733,1306499,1161435,2159767,2046144,1551549,1614273,2168699,2297580,
379024,7784953,14877339,20302529,16269040,35112550,21209573,33864223,26527257,14938146,14809753,12945776,20545955,18352879,
379136,9489520,18052692,7128958,11597211,11924390,13817098,24122879,11831560,18389825,"26979736,852",21841759,20734962,27975206,
379311,268413,706751,258483,237339,310350,402832,410788,372080,421777,341324,399928,562634,774396,
379332,3042,40003,6969,56842,78722,55778,11076,79713,10755,9381,21668,"68983,766",33756,
379409,0,"359502,091","162080,881","16975,928",485975,901856,480820,1185316,950719,617217,611804,7302254,7229545,
379465,192230,236490,154430,66382,39783,132512,889157,575214,388789,288704,884016,1949120,2575431,
379542,642892,1044980,1002963,7027527,934435,1257798,782381,875530,426672,749193,190951,363597,131208,
379591,632000,818904,975499,372197,203113,498251,450143,72283,-163632,466447,590986,2289930,2640030,
379675,1016819,-3217489,2849234,-122621,20933499,1395967,1898822,2877947,4598458,3683827,4673450,5328954,5706375,
379696,512543,1202317,1550784,981442,989773,1162898,1381196,1133871,538069,8298594,-728170,503311,394251,
379794,199239,-540769,-1208581,-1257091,-631623,-195484,23460,179422,-329932,-169170,429513,747108,183191,
379948,-118410351,-21256218,-15509951,0,0,-39315815,-16480452,-312676264,-60197003,-126113822,-31982045,-14130120,-4759728,
380067,993914,1853655,695776,643914,"871444,784",1838165,2017476,2972756,2637686,4486936,709345,2296364,70218,
380333,17318,58708,37710,14942,68937,32507,93454,35347,36848,67241,"-383435,873","101292,97",52102,
380431,530619,913560,683994,1561545,3866622,5742100,3057370,12101816,2771062,2394428,1525946,11096824,9169002,
380718,0,29335,62353,18648,52452,57318,370491,482298,374290,469559,667397,1069173,578677,
381236,"-547644,963",-936515,-799480,"-226112,295","312616,605",755783,-545340,748544,83905,46652,41927,310732,18916,
381327,2752863,-392198,559935,1147825,1290810,5106978,5281590,-3055564,3485474,2676265,-4119116,-4155074,-2421949,
381362,-25941,151247,-9381,-56701,-10610,-226282,20704,48725,113049,-28816,82639,35177,-322067,
381404,83403,107419,116434,113747,96897,37004,1235977,18824,2700839,1026474,544698,-94728,424732,
381474,887324,1349347,1364345,988167,1040363,2785077,"2818657,887",-631358,4110673,981677,-2036223,8310892,9600644,
381495,233498,454989,620494,595388,735755,891861,1386588,1241642,1112541,2242049,-2697403,2763658,466807,
381656,124163,950097,819298,1396366,1367413,441732,1154108,867577,1463150,783896,1015131,1648347,2143956,
381733,"-22131,564","400089,845","137459,569","-87761,807",-87870,1446885,1285606,-90830,951803,-171111,338594,1721659,4372036,
381859,-3028,-44595,-10676,-8805,0,0,2283,-5328,88056,2954394,1335,1948,2968,
381950,1305557,4007243,624805,-727838,1618321,-1979276,4488853,3830766,926976,-266610,0,3361031,1823004,
382055,173238,855267,-288382,906283,1500067,2021487,-161278,-20901,619284,-87441,232699,831392,1466476,
382132,694620,523356,729864,3109025,1233666,1418911,3103492,-601684,870541,-1776359,0,622272,5673295,
382181,2276409,2136900,309028,3705672,5371428,3053814,-1213550,6075817,5627035,4639088,4418191,3546974,3039895,
382279,382703,172513,398445,50374,1195398,898625,770408,1770947,3379643,1086574,0,5953412,11862231,
382461,138189,85670,"105210,493",120385,103656,188191,105036,299561,817191,586654,585149,347564,226024,
382727,8069,31418,22289,29007,45282,555056,913734,599321,351569,-496251,184439,3280197,1713577,
382832,-33961,-223460,146150,-42647,349874,0,118373,-323218,-703819,-1481189,-736291,-622568,-611670,
382979,235961,1997,145594,273493,284169,774083,590484,221571,33353,33667,6014,377670,-117811,
383217,580467,461433,355864,360773,120238,88796,91117,141157,109849,95622,17593,19168,60879,
383224,512191,432231,117916,90853,483674,207351,338857,53449,20650,61439,79139,48331,-176217,
383245,684313,2525431,635074,3567977,3349994,24714,625114,-733486,-237092,-1564766,-791771,-836530,-781391,
383364,1461367,80125,768573,43481,1420342,1803528,811370,494392,529588,1099280,"466445,224",243848,1100988,
383623,549859,554798,1039632,844854,933984,1394190,771475,1052514,1245968,575689,950332,1506471,2268513,
383651,-1591875,3212517,6482910,3702789,4056964,5359353,10585665,15240575,10622867,13665666,994423,-2943290,-694899,
383721,6074,20529,114328,355884,411032,"1392696,259",639916,1867979,1803793,1887195,1684363,965455,818897,
383770,400730,420287,618707,1243916,59206,60538,649713,542496,463217,386291,"189271,439",320263,244350,
383973,-1097653,-361531,-2036786,-3721804,-3747188,625545,725668,4743241,3877544,3228262,6643542,5552090,4747895,
384155,16966254,30576000,16285699,11979207,12893826,12230444,18354239,27283958,38694540,42949349,9734496,28625844,27412539,
384211,645149,351117,498768,447780,79485,103508,314912,473883,234820,608146,677234,1936233,1510979,
384260,407970,432654,469847,485074,638999,21449651,671787,-325088,494131,221420,-14929,-85382,-431917,
384316,-253426,-333626,-60889,-76282,-138458,-186774,113466,103137,-178500,589728,243250,780,279605,
384470,729603,1022577,1295415,1638211,1438786,1616616,-296131,-8898602,1878583,-845550,4194330,-227445,-2250539,
384631,168016,235480,236369,128917,-161306,142469,427598,26907,-599763,-7923948,-4918908,-473086,-597976,
384638,-51228,-108578,20924,-262114,15030,-148609,56876,13009,299739,141626,18584,-299883,127612,
384932,4140292,11353514,-1337689,3560816,5524577,2956480,-316312,-4914806,-4345238,9101357,4346770,-16990884,19361569,
384967,486855,848346,1319224,1678066,3179224,3274105,2686255,2458039,1536275,2225250,3392507,6848624,3337468,
385065,6006208,5039906,2929855,3664893,4903211,11765086,8357577,8651822,8001798,7927279,13975432,21548091,32019269,
385163,961300,1500415,1007414,697156,459404,592560,254378,1057890,601338,653105,1848632,1032552,344702,
385352,234803,271589,162738,65078,79616,108827,120434,351336,540553,214603,269699,2003926,2449485,
385436,1631251,1124192,215034,2131229,4426400,8494292,"5398986,158",1306788,3025656,"4411372,806",6345299,3809200,4317911,
385471,3255320,1847621,2192314,1897399,1127789,2233613,3470323,2925885,4766565,-1126854,4704008,4387936,11989313,
385485,6345996,5553969,2744440,71453,503728,4207798,4676589,4873149,5333043,4964765,5197241,7156983,9872837,
385653,801632,640293,631543,1371247,1295529,1723673,4296633,2073089,1676789,2902119,6380019,5553822,9953046,
385688,1288575,1354874,"1222120,043",1607538,"3981907,895",0,1269570,933301,1959170,1078156,-1817031,1223527,2167265,
385828,242590,138890,149962,234621,231092,294804,133649,90681,102956,97980,482641,2069163,1821953,
385849,29665,26762,33572,46287,46241,35952,42003,48123,22496,23763,20941,24535,45333,
385982,-286177,-182640,-185939,-283495,-273409,-296478,-417073,1063535,-415536,-308615,-192573,-114649,446251,
386052,77859,143088,219106,244790,369358,259945,264240,456086,269262,166751,"325739,647",910523,1764299,
386171,3589217,5170275,1529279,690887,-9227685,1733270,10506422,3798630,-2761227,5402694,"3171037,419",9659718,-7960012,
386409,2133299,2191183,2778379,2301168,2261703,2499726,2269414,2424996,3256673,3437534,5062394,8461974,10420248,
386773,60475,173456,162099,163152,184289,244771,294164,149674,250738,303180,261313,476144,762520,
386843,"8350,832","6808,325","54143,862","-130056,461","58540,095",0,"117073,011","113678,3","177198,731",211433,287644,447079,348178,
387144,98018,2417220,3688200,9556290,2202689,140542,-5616254,1201523,6447603,-9970021,-1396587,-1670823,-5137412,
387186,353505,288747,419547,189432,531393,332496,542427,131286,33974,164351,203200,469829,1183328,
387361,166532,224583,88166,322836,548431,173151,230067,268350,203201,1611399,1046559,430639,618878,
387494,"726650,687",745709,1303107,1633600,2245059,1579833,4484492,2787546,3488201,3740578,2407202,530983,289776,
387669,281358,379763,651107,314297,619249,561120,549754,793136,988004,597246,3236540,2116162,0,
387774,523572,175164,213807,151621,172182,562529,1344551,1234052,69199,825125,"535100,187",63767,-1435002,
387935,632155,497998,362669,-446597,997760,290622,434439,709873,494837,256741,3598364,1124073,35414,
388096,311906,438097,341865,"80772,76107",573640,"680181,60023",1226104,873892,1083470,994443,1137631,1459681,1587594,
388194,93195,157315,720996,586844,496785,142596,"142595,168",2206063,2132499,3913938,4117969,2313169,1428377,
388229,-28079,76172,124810,52244,188832,-135696,293062,312576,333589,275781,203476,118328,463596,
388271,256250,576373,472831,98883,286121,571912,919511,820944,601654,1250527,-3146870,659168,2261991,
388362,"1149888408,881",1836209228,2384002540,"2047812642,113",1481316090,785988405,843464547,-1070240411,1042348556,1201980677,1274649795,1994854278,1787125988,
388467,2840791,780126,1030085,1229589,-776563,531295,22565,2425244,1623415,2431228,2486260,2518617,4300967,
388495,3193790,4462252,"2376864,705",4059521,"4624615,784","1032870,149",554728,738028,2192170,1811192,"1940040,648","1613182,924",5165310,
388579,171116,162937,77327,424033,-70981,-24274,52111,306485,90649,66662,84714,510658,459314,
388719,1061001,6689626,3384339,3675478,2703159,-26685788,-24489961,-947973,8220234,8228222,-6534520,3266997,2291836,
388901,449706,479271,441118,749314,947962,746676,1515204,422120,-226284,432693,123691,519861,1957775,
388964,304280,543715,214646,224670,401981,447309,835670,199447,251679,333529,-187452,241260,433114,
388992,5087238,6047455,4520822,13345111,10709250,14934395,6907284,5556086,2854386,6161099,-3259503,6583432,8075799,
389034,-306976,-28021,93068,53682,54694,70035,111738,-188475,54424,302665,316724,198768,708111,
389195,7155619,20015080,10998954,16252302,55399539,28615870,-647066,72390818,-10944029,-75774557,-56658522,0,0,
389321,493935,775241,862704,766903,955438,681975,231334,749205,444494,244172,2572620,1146635,1797431,
389524,494954,632260,878287,1301353,1226661,1015874,914286,1167670,1332142,-560483,-1794135,567654,-1042990,
389566,18484,46948,61829,51097,"48227,622",55898,187919,77919,27773,-970441,-407791,-611039,-762472,
389608,462838,561726,300998,321758,1254145,158137,120908,330814,680197,161797,-55153,395914,0,
389783,132317,311868,357862,197412,325098,388216,475367,108588,181599,307886,487245,213331,142844,
389832,820280,597325,1073448,1252424,1172923,811465,893744,1127588,1654045,1218568,1413807,2538129,1006735,
389839,164333,149888,75717,137740,210833,245026,191124,158855,149294,55643,1406,222791,607725,
389860,166014,234010,175255,121342,246528,83789,43667,-84945,435690,131156,"1324569,025",328250,-72979,
389902,133660,191431,2581146,1872902,1074950,748795,1724486,2251162,1844054,1351956,-3594536,256549,988063,
390000,623385,993323,1185368,2120130,1534462,2183375,1782587,1073603,3285103,3544285,3004837,827544,4483160,
390105,44376,305004,650045,207393,171387,1348194,2227300,2074541,1371971,1577608,726476,2838893,1113863,
390196,3487031,4935278,5878513,5240170,20203,94052,-4427486,320607,-4187675,-4568210,2367450,8569343,-1483974,
390553,3560639,1229993,1105863,382311,1239801,-1250586,-605594,-1156549,15360,3984279,5570257,17563328,24125773,
390658,-1846605,709465,1170133,1111182,476435,-6118,47000,-3351000,128338,-101,220934,-69305,2022416,
390735,349095,83886,207620,312163,175798,740363,667990,1145578,836781,1378149,2091311,2497466,2284722,
390742,1653479,141729,357310,208921,638939,616446,1351184,745050,305162,999284,823825,545835,2992333,
390875,418113,302751,316972,21688,-18113,128060,675870,541923,720003,-608979,-904223,63886,-396908,
391281,276120,"563993,083",516804,171336,-485315,-720523,116908,90863,84311,306923,586338,1578879,3098658,
391624,489183,1063560,567894,1045732,1810936,1869589,181288,475467,2064918,1407362,4598476,2204202,3201883,
391708,111342,313905,594422,945991,980554,431716,488563,672821,881891,284279,273834,265316,325003,
