ID,AC2010,AC2011,AC2012,AC2013,AC2014,AC2015,AC2016,AC2017,AC2018,AC2019,AC2020,AC2021,AC2022,Diccionario!A1
233151,11697859,12868552,14811037,18641219,11022554,9215317,12441370,12319179,12286936,15117256,10955802,18847081,14996374,
233207,5402736,5912765,6516455,6708356,6892495,7660340,8107256,8045288,7849988,7973634,8619100,10235858,12188346,
233235,11398083,11879015,11190514,7403224,7526550,5943790,16839876,12290646,11856776,12114680,12161855,12375093,12428740,
233284,62186256,67786948,73910912,73356720,75906512,64388452,68453502,72384365,68557474,79607704,81612123,105166396,99060656,
233291,57413260,62116784,63368211,59451682,62103937,65480176,51625800,50136454,50578231,56752621,54283615,64174281,65552379,
233382,6723200,7235510,7184363,7420686,7379364,7354979,11785142,11413860,10320410,15899406,16033812,16018729,16244969,
233417,6317644,10827269,10331403,9929851,9662317,9579899,7595058,7731558,8007807,7809895,8853224,8415624,8535578,
233487,183401004,238995114,183803816,220847242,200353601,200130804,146011782,170797248,160732730,181080716,221431372,273876286,310414166,
233529,2296782,2314526,1632381,1448936,1501898,8209359,8454270,9051122,7599675,3668926,3785593,3669935,3631309,
233550,27969071,33300017,31752158,35144584,43543477,47784697,42758588,44758062,44365390,53007212,48018818,54072139,52237326,
233606,17022892,10724863,12522476,13737659,15333218,22037301,13263913,15679584,23204620,41250442,42897486,53241429,44214104,
233627,42814462,48011845,47476015,51627352,61293185,71445210,81258393,85256793,96164150,104837986,0,132464767,163185447,
233655,10953352,15214145,17537171,16527151,17135914,16454792,16662139,17832694,18537946,17926521,18015068,18010928,17805483,
233690,21941126,28063040,30264233,35289975,36458577,43292333,46242099,42513224,47849632,52593206,52485433,87933536,107071478,
233697,"416501,727",374783,471471,475304,615692,595640,2702865,2334244,2363890,2415065,2298160,2286270,2170396,
233711,20547382,21331773,19689882,20280250,19707332,19339564,17536427,17166151,15307831,12688871,17748421,20989245,27253944,
233872,11949522,12090985,15126896,14694357,15502665,15085840,12850419,9851780,10814591,11934730,0,"713418,113",804188,
233907,12526067,13474368,15880457,15007990,17038452,22548531,24590683,23004510,24488635,22010103,24787224,37052850,40449408,
233956,5482531,11669608,11998076,11987776,11969233,12324763,13254251,12780863,12773228,12671641,13004954,14034370,14687748,
234054,29239527,30080398,33209239,39439898,49053348,58912653,58573568,53863557,63636259,62101872,52771774,61694772,67733196,
234257,9437293,11299555,9910707,8558849,7332879,8506227,6370061,5030974,6922142,10351484,10762427,9781186,13730553,
234341,35058028,36961910,0,43710890,41382533,0,"60038059,164",95494225,89793728,85715014,81798951,84355693,124513605,
234411,10610687,10978559,10960411,16005459,16542755,14585578,15304711,16689985,23503606,24597708,24335870,25729742,26060141,
234502,19241921,21096301,22270061,41267445,40580854,41251784,39997578,38468033,36807166,33461917,30478407,26716826,25498468,
234705,89914688,149734655,190628044,217932766,230945564,239654382,193745454,157510284,156501867,135001138,137900950,140207907,164453075,
234796,0,0,0,0,0,37873118,45119788,47227542,49520741,51856268,48139392,46480437,44425733,
234894,17092527,15522652,17181904,16612063,19075844,20986550,19241618,29485162,32106018,"34042870,009",32487982,32296209,42702095,
234929,2966757,3271610,3673152,9705243,9680404,10409097,10735251,11496199,11688040,11747159,11636784,12890647,13873539,
235034,19958253,18949817,20120288,21469061,25874349,27501425,28410997,26788814,33600363,34491112,29067669,26836273,36345072,
235160,10244721,9045190,8228348,7349085,7297328,9028370,11243565,10418062,10386400,13289426,15387907,21856060,0,
235237,14935521,16956963,27248373,33675285,"38193075,405",32883881,29581649,18190373,20025067,31526710,35656764,33769922,38850217,
235251,12472240,16219554,15255856,7347853,7471691,6339079,5774724,8002850,7196523,9216942,9657763,11320871,14221130,
235377,9450077,10207526,10567036,11057375,18263225,19437843,20096311,19245877,22982680,21095323,19365957,41679076,43191650,
235468,69551583,59378153,57232663,54497389,59281687,62713125,70403214,73668654,89657097,101311691,88875811,79658372,123427495,
235510,10731062,10968710,0,0,0,0,20010198,20000368,19999292,19996761,20245845,20157529,20298858,
235573,"3510272,393","4514780,696","5301850,74","5653506,856",7336160,8078367,8288545,8020159,9520244,10558753,12084265,11860186,11167267,
235608,5388170,6772353,7392016,7496109,9810199,9566965,11149250,15503391,17072864,18126253,16874371,19043993,20153416,
235755,17691734,19831430,22486130,31093564,35259046,35148050,38159594,37231809,36962287,47121803,57358186,59201869,58417451,
235944,3800684,3492961,4651699,4838177,5098608,5770552,8325668,10071490,13208851,14750543,17522792,30190705,39615162,
235958,6095752,6816024,6756221,7725384,8139710,10173820,9992563,9581579,11164196,11179660,10487594,12934465,12251249,
235986,7696739,7523720,"7938265,884",9064566,9399997,11132562,10759676,11529072,12701014,11747043,13471040,13025765,15229867,
236077,11407010,13558680,15050528,14662332,15108603,16143117,18471172,23819334,25843247,28651895,0,61692906,58093838,
236091,7345144,8432699,8180754,10976453,14979529,16047417,17396757,16935798,19192958,18960615,23797333,24930955,26218007,
236189,11686045,11197849,11583850,11740634,22417515,24513202,20834921,21603821,21851162,22352328,"22847744,129",36135344,37028198,
236252,5461578,6377755,5862533,6514652,5947346,7218936,9412311,9128723,10091052,7933535,10485972,13628737,11779450,
236266,78423578,83929272,88112327,90824714,92953052,108398751,123597444,143441710,145286192,184152416,214613741,245474484,253637329,
236294,18469335,19256953,31692982,39742691,38091195,38739052,58872227,63573899,66998340,82755418,82323605,90205078,92869190,
236315,19111265,20015294,16071077,45279938,46206017,68119489,62748374,54830824,49212281,"43635819,142",0,38957372,60505497,
236336,6527145,7653897,8854268,11138426,11134471,11788133,11640984,11699457,15127605,12399529,11511695,11042258,10568216,
236371,22600413,26473749,15433603,18547230,23340945,26590654,25321814,18473781,20902241,23281496,23910325,27600992,31408882,
236427,0,0,0,0,0,0,33479309,47528452,65005280,60788311,60084244,58694606,57030932,
236476,2436648,2481627,5173411,5481531,5451890,5933366,8571169,8946226,9388865,9858806,9993450,10051862,10304594,
236518,14535812,15411726,16967449,16839585,20885798,18879299,17468306,16239668,18024129,18003163,17772488,"25341667,194",29121946,
236609,77660219,79277163,77772174,81560455,91270609,90092975,99259057,100105328,115301840,125282137,123139541,134940444,134494586,
236728,3364826,3237077,"1394122,284",3242683,12035599,15551203,32693367,32818909,32840094,32849615,32850994,32858477,32861717,
236826,9562876,12148638,13056548,13052795,13626561,12941314,22454175,15174419,17283913,17986442,18341012,18426383,18547538,
236847,24187505,45451280,58123785,54825930,78889950,129546952,121048512,85710879,82944199,63880144,57370241,43372617,41080394,
236861,8953454,10339064,12157697,13810246,15538385,17525892,16607871,17476514,17364391,19082919,17198396,24290801,24502132,
236882,5374298,6335444,7454223,8016443,10140186,9358770,9049869,7220154,9758728,8606758,7530198,14857714,16264847,
236945,78204550,79200424,80690417,84931714,94552507,112841938,126765967,154048941,174916272,185134535,152192268,184835989,152719458,
236966,9152072,10812253,11535862,12582887,16010900,15763259,23884458,23169744,23382321,24242671,24650641,26817862,34393060,
237029,2306860,2170982,2550604,2133654,2582565,3911832,"4168578,412",5000139,5968893,7285542,8590621,9426505,9301976,
237036,11159250,5024815,5185904,5082880,5982815,6988713,6125952,13641323,18185956,16015403,15986586,17736948,20380094,
237176,149977138,175326817,220727260,175964013,146099226,"135178135,745",234216733,213935371,234702103,222314707,213134188,"263720900,069",0,
237218,85788942,90292065,39591006,42897733,43564932,39468689,37506697,40999474,44851635,46668975,28656924,24215661,21900553,
237260,18850822,22110752,23285834,24338786,25190495,22583722,26452866,27847031,25943587,29846053,36051620,41718640,39029675,
237407,5709530,9553115,9713014,9957213,10376034,11032499,9911538,9141948,8725567,8458634,8300450,8139323,8006492,
237421,7204364,7310854,9671553,8597863,16808229,23641147,28733036,27728368,34723255,30195060,29642319,40214565,43806249,
237463,3642827,3799473,4063121,4222491,4777088,5686673,10541331,10818072,11424495,12376452,12385245,"12768677,463",0,
237652,12472871,12060472,12381430,13098625,13428359,11704876,10971164,11908268,11469458,12809654,14956706,18003092,18749178,
237659,940347,1322355,2137103,1894975,2197179,2809524,2479971,2132614,2949318,2025776,"2236831,786",2252389,1686311,
237715,21971638,23609951,25616234,24638716,30322363,32728026,29377537,29794124,28706642,27403168,27449231,29041717,27345741,
237736,31631360,32360157,32663006,44001997,44462490,46784652,5168449,4612030,4437349,4638311,3956874,4462648,6917896,
237939,3803039,4818225,5023711,5834698,6270456,6727559,4789775,4963097,5071735,9471799,9785353,11579143,13229839,
237967,31236637,40389313,41895961,39376944,39645189,40687027,43894281,39704704,36584262,38424505,37273882,35255057,25820688,
238009,32854704,31077748,32278009,34582135,39636145,44296475,45844420,42632096,52204606,54584883,61686868,66449347,88794537,
238079,6381765,6765755,7332372,7855076,8398959,9110925,8844220,9587019,8187304,9447702,10588386,12526979,14808057,
238163,10729781,11946206,13031105,16870770,24582550,27196797,31018039,32754309,31138078,38885948,34370479,35409129,35908058,
238275,8516845,10112109,23516053,22739228,17496557,0,7273089,9697566,9451062,9257764,8994471,9562957,11158035,
238303,10016717,9948997,10212295,12210870,12942444,23665877,18502022,19676114,21159834,19654345,19621485,22791313,25501710,
238485,8690844,11138996,11774953,15713136,15516292,14544180,14803536,14639287,20451495,21302138,21595853,21671904,22119564,
238618,7085637,8526226,7900854,10588076,13292116,17297841,16399906,19894455,17995352,20077825,19896530,25506259,43656281,
238688,38827875,44618663,62217103,49278976,45573163,42063678,45348106,56056331,77250759,82499380,"78732476,699",83591045,94960761,
238737,81561857,115530586,113343587,118957024,109376568,147054208,143685499,156692815,169772492,165386950,201062426,226489878,252630015,
238744,8304599,8956683,9089496,9584271,11117820,20838241,28212038,31629188,30839161,30650949,28869510,30344702,31062180,
238891,15092898,"16017285,748",16875354,"18275101,288","20874834,261",21733887,"25041153,753",25684702,33525794,42288899,42512491,49587648,79808431,
238919,0,12496820,12105593,11973755,11412592,13703534,10359752,10403094,10514720,10635020,10771797,10897924,11536225,
238982,"33324,17","188107,503","328896,491",1881040,2359903,3516114,3528466,4134368,4715377,4532321,4155139,4156095,3407876,
238989,6385224,8261694,10048649,11661069,13072180,17982998,19208651,18119131,19113432,23627290,22993582,25280977,20893244,
238996,13065381,15659778,15362484,16563753,19085379,21771881,19627002,19794577,19539095,22204061,21159758,19818294,22478192,
239045,13250518,14909350,13730363,16799646,15866077,18403625,19288235,16414606,17995323,23600750,27098204,40427526,37332482,
239073,"12222992,495","13974680,737","17447389,403","18247836,092","22208360,36477","24267097,32765","25272648,47974","23814578,5052",23080970,25950225,26496221,25669606,30423931,
239115,5031670,5825262,7461677,21357250,26287512,22501301,14682611,39537997,41047814,42555638,44110488,37075670,37434575,
239185,1447646,4311504,"290593,072",4387847,8242438,8237914,8322216,9441856,9814422,11102438,11210207,11435377,11576719,
239241,3753957,4238070,3464887,6662978,5819847,4661989,15814559,15014356,35091326,82141789,128712358,180073023,0,
239276,4114719,5133768,6018440,7264656,7394736,11437568,10501909,10757217,10323507,11027744,12059837,13806516,15376117,
239290,330819114,252967095,432800994,360627908,345543333,407754988,487804815,567896747,614191566,703867605,755713568,649323630,661408414,
239332,129699259,145144921,212530305,194535144,224368428,241005716,349259511,336765873,338232482,288448655,0,291814519,385588316,
239346,8800403,8809757,10941911,10948381,10993258,16622627,16636045,19893468,20058793,23844281,23797909,23762785,26535781,
239360,24597667,26355325,32968642,29421880,28620487,34415396,38838503,37227830,37955268,37099935,33832785,39894010,44620054,
239465,0,1743014,0,6323909,10288210,16690048,20477838,20641473,20805323,19397307,19779240,19534153,18950195,
239500,0,0,48988596,78645496,72198433,81314135,112750766,65987891,59963510,59212521,61694954,61219655,63788274,
239542,15729731,17309491,19431887,30074597,35853398,36002835,34592813,35326343,37796085,38144716,39496622,44765033,47538175,
239577,5142474,5795621,7656002,9842276,10618434,13681498,18236869,18389223,19151680,20422483,18768638,20815885,25908365,
239647,13592391,14279440,14303061,18147415,17515913,19163543,20794801,20054933,19168674,18931699,18851846,19487931,19744236,
239696,53368604,56528598,72319358,79388865,86531553,87279057,81699722,80461571,85860497,102799237,"95018189,396",104553803,129496320,
239759,3777771,4543408,3876984,4776615,5112058,5251375,5669853,10219221,10632800,11166722,11603478,11887773,2253328,
239899,23893121,25775167,22384385,26847903,21777926,26480151,27755384,23606223,25197155,25151957,16554487,18859399,35732384,
239906,2895583,3990112,4604303,4819448,14347872,14291301,9548520,10608507,10954059,11871258,9750651,9849883,18798636,
239976,6308772,6437249,8430594,6813848,9270139,9209793,8508092,19162074,17917985,38355530,39398098,39722010,42692883,
240025,55439617,"60813891,719",50485690,54498864,57318795,58866082,49404547,44255152,50775259,49141189,49084670,79161138,65303889,
240074,8395808,10543666,12054153,13776890,11206983,4872925,27660067,31584863,46709334,59469724,57714229,54000801,31235372,
240081,43421234,46597570,50100758,54844545,66731946,70233594,73805059,80489083,76276741,75366596,69003009,76721033,88585711,
240165,193531709,247753116,318859000,357819798,351342348,341228852,274634092,258502830,279496615,293132057,349466695,393262741,354352555,
240179,173151012,118225777,65940811,48144262,36601526,33673246,15452762,16248812,15390304,15132586,15386568,15781630,15789390,
240186,11857141,12162889,11143359,11474316,11097555,11063396,80267793,23514184,22961250,11391093,11019384,10570795,10070902,
240235,11198201,14199753,15433257,15829541,16255921,17450575,16638600,16489706,16410895,16554239,0,16854712,16655513,
240242,8552405,8569331,8585718,12008106,15058297,18069371,16427685,16367751,16284424,18106334,18156001,18866047,19022087,
240256,1299725,2133227,1956128,2656780,3166768,4320349,5480653,6974991,8025928,7949583,8632674,9505783,12488622,
240277,37381184,46570686,84976182,36442550,47153620,44612226,46933157,48637652,46412596,48148188,46860008,45608248,51426469,
240291,4434560,5393573,5196406,6586386,7471265,8569186,10008102,11993933,12305864,12841879,12217161,14606589,18403005,
240312,25586958,27777462,39756464,30731593,27787582,"36284030,186",48908788,64322270,63448959,82353941,68558206,98263442,97844577,
240347,0,1844967,2359949,0,4203053,4718784,0,6626839,4758831,4544458,5910619,5841141,4699642,
240501,3527074,3854356,3119490,2951395,2728705,4526362,4903826,4960054,4992170,5254360,5133292,5059079,5290178,
240529,9863429,9481343,10050055,9484900,9098741,8627971,26711724,26579693,26503303,26480893,26398658,26515184,26614232,
240557,207545012,206524785,318772817,426650909,421887676,458053728,623792439,602001936,655847052,845577602,960995334,958330800,1325500150,
240578,51611714,0,60178908,64148761,75213074,91962508,98912425,81183645,80049782,105515493,113920642,141371330,173448262,
240725,108109207,135549701,210088532,236689768,265013835,307141250,326267326,355637084,362157123,360984056,374800889,428560405,512976687,
240732,7275884,7589610,7200112,8647416,9533673,14483733,12352719,12921118,11020041,13200128,10968153,22664067,29452065,
240760,5951119,6011575,7304647,7031421,8047172,8812264,18080143,19303757,21517748,27326990,32500552,39089291,45739714,
240921,2179968,"2031935,251",2064819,7274938,7375665,11081186,12541583,12716854,12856372,12784627,12304701,12135242,12751502,
241005,28375566,27441128,30347900,34228476,43702322,82910979,0,51518549,83683059,122052860,147722787,146688577,148317186,
241145,6476694,6518092,5356236,4441627,4780604,4438874,10906229,10639079,10232790,10184444,10185659,10294591,10949845,
241159,1191835,1225465,1287928,1240382,1764692,2413577,2730991,2679489,2663745,2573384,2158895,2520118,2616477,
241166,12279163,14320556,12811106,12748930,10098165,7186955,8734459,8507789,9974217,10526927,9395714,11912127,14168445,
241383,62031675,66228744,74640731,74793097,76327477,77214767,80644584,82129685,85850702,"95799469,97",93318983,103156028,107703620,
241432,3937712,4010520,"4073454,59","4362762,272",4508498,4607937,16254872,18751294,22472882,20072805,20195453,18786485,18856256,
241439,33256697,32820725,40900971,43029034,44434389,56868027,53569877,56815251,52869951,57194533,57673708,63112811,57487637,
241572,0,0,0,0,0,0,5907327,5911021,5733320,5716513,5639953,5505575,5466099,
241677,136454009,191516595,184731921,179868875,183619746,128455785,108536274,93289770,101570695,120707918,127648219,125820994,149967389,
241691,7739858,7857276,8167808,14083220,16244778,16425496,17190252,13488397,12619737,12530824,13380753,14036989,17622756,
241719,7752151,7601583,6660412,6702114,12290297,15147265,17246165,17002370,17440874,17160732,16991696,19527941,0,
241838,3632390,3733706,3865827,3903165,4050388,10877784,11693939,11632271,11617572,12620509,12501215,12949329,13359922,
241866,"3512630,143","3718040,085","10808332,498","18656811,049",22530869,25236067,28235196,28521382,17047164,16824273,16899107,17276158,15343409,
241901,13624206,13246822,14454750,14893915,15283123,24492872,14963235,14454683,17140433,16782821,16410076,16649763,17268504,
241971,9238076,10304322,11228832,11614995,8753567,20612959,17969192,15422586,8896470,14070938,"18443621,637",23926056,22415836,
242069,9398718,9066032,10006660,11292344,11174435,12473753,12251959,12668943,14509922,14213753,17499530,16041457,20659218,
242160,1530145,1960305,3159140,3500857,8157373,7903411,9377322,10480016,10976581,11512569,12055520,11869198,12762082,
242181,15689489,15536106,18966178,"21087789,592",27943805,0,27766488,24910600,24633596,24179550,26528480,29010434,33021182,
242300,2101409,2157536,3519019,3643046,3575330,3911374,6041610,6824644,7097815,7389765,8370160,7724580,7242457,
242468,4056638,4640074,4586382,5887991,5821424,5683316,6757374,7342823,7435984,7576148,7742467,7710808,7517928,
242503,4233375,3276526,4466122,3730551,4765226,5051875,4765133,5462674,5274522,6326532,9530227,10647211,12125959,
242531,21762231,22030237,24888786,29320032,32429362,35102687,35441565,34863865,38025964,39151969,42859168,46250803,27842307,
242650,17609849,18069431,20281015,"22092583,072","24952880,736",31471430,30963254,31300194,33628884,30460996,31282806,"31174864,757","31212582,126",
242734,245356318,214366787,304619758,324571212,366156395,359056123,415936038,406016619,472856948,501321719,617023817,776734699,910189599,
242748,22726159,25138143,23949615,27696865,25197463,20756352,45958484,41996971,43014993,39216251,23138490,15537301,17430775,
242755,55911368,69908680,56237501,63192562,66208608,68831105,64502579,173974852,132729573,123789353,88030174,72748133,54208450,
242860,17802551,23264977,27667234,28748310,39082882,40792159,32255657,34405110,33700108,29402722,48470608,30984887,34089970,
242916,34158367,"44390649,898","44691793,029",49535416,55110517,57619598,137782507,138475111,144762329,149502170,142682237,139700508,143145495,
242958,32429779,40704650,44453462,55374491,54861929,57242081,55565314,57730505,53996257,57064405,53608028,54945310,57609513,
243014,47171118,60610160,61969376,60754494,48830770,52385660,52526510,52091623,47285287,45488440,49130029,74634685,57733581,
243028,2135642,1805542,2178222,2648932,3155766,9720303,8192018,6984622,6364165,6916771,"6933081,182",7086308,6627000,
243070,50024791,52942807,55134992,55893175,58461224,80308316,84753516,95278769,102105775,99651000,95679445,103117006,139486204,
243119,9225637,10393662,15612643,12087550,11621408,13454848,14252064,12308095,12448071,12167637,12861172,12063459,11710313,
243203,17767740,17653020,15015958,16461225,17269275,17885575,14567916,14214427,15262237,14027917,10719296,9994602,9160426,
243210,10850431,12264257,11345780,10698783,9007424,0,"10101299,002",9551452,9613449,9500018,9624551,9650521,16967028,
243217,16512262,19279084,19492985,19654100,20917476,31717957,34568496,31915300,34218071,38348438,34568400,54330386,51628611,
243245,57245216,58810082,64656427,63982078,68072735,101974497,109742382,109071717,120105195,133896195,120014135,131614341,138118030,
243364,118237319,122425647,126259604,142324644,158226844,178321154,160194745,160154656,179498952,172493797,175213409,237588824,288110944,
243371,6867329,7207607,7459991,9189515,10621830,12667374,13274866,13067872,13737450,18311564,5314979,5339123,9601264,
243406,12040640,12806209,13071831,11221007,16075709,16719848,17058017,17720430,20501519,20666287,20408490,21362374,24226274,
243644,2900817835,3227738802,3742932879,4045792747,3938198167,6261119386,6145228507,6653270260,6957642897,6521509694,5819467190,6813263175,10449666143,
243651,9998540,30249563,30202019,32572282,47614331,46569295,44739421,42846330,31822450,31504078,31472807,32697558,32053332,
243658,3126616,4604177,7250433,9863887,16790676,12333451,12728784,12979528,35964503,32389485,20982059,"23209422,26",25207480,
243833,67114050,74548769,90668605,82055479,94247040,237928862,127309779,139973322,133551602,187220251,128928306,243413662,291363870,
243924,173080299,192449946,219096374,328255869,360777623,704884767,755300641,802155494,859269249,889181488,899973206,927501851,960315946,
243994,7471077,8677529,10960286,13064816,15350122,15475407,17259652,16658078,16685901,17301333,18081065,20454830,19153175,
244022,3693002,3748848,3859649,3945658,3926960,3982027,4230315,4349359,4347781,4186583,"4134468,153",4132113,4100584,
244050,40639235,73252176,58798637,61557238,58050494,59260972,53253004,53782910,53268272,42058486,40018366,39632129,39363528,
244162,28493675,50776461,56639701,51415126,57602826,57282083,67554740,69684936,82864943,86674703,81723095,83458464,84699297,
244218,6058974,6635866,7821740,10104085,11550820,14857819,19047482,16816500,16595638,17998778,18090337,16315196,15792837,
244253,2212563,0,1971670,2008446,3805822,3625449,2973888,3029188,4182401,1403570,1637245,1649622,2035737,
244463,10822040,15589101,24676172,41562461,61408469,72339180,64588000,58328565,74016967,112287885,119118146,105663082,110175385,
244498,3037091,3037551,3149801,3148536,3360011,9862708,11678221,11733363,12972679,14035908,14603291,18326027,18741094,
244533,15435210,12089398,20198476,18152248,18540833,14194152,13275892,12163889,12373159,13790942,17433564,15078222,18874614,
244540,114388696,119969161,142393269,135023627,136634035,126603262,131223033,128361766,123466613,109739265,94266472,109186123,115920015,
244778,20792274,27761779,35163687,34313980,37579070,41269618,38420813,49573051,59456606,57126328,63166368,81589064,91019849,
244813,9403490,9164831,9134133,9185876,62268965,61808256,61713664,62034382,81229397,81429400,104047310,99693736,100627242,
244855,8383743,8599851,9998081,9799815,13886436,18786543,7420993,15591305,19282061,20505159,20497006,20197004,19955603,
244862,16571269,21456442,24075420,19460743,35016234,37432188,17211564,17739500,18218154,13645684,19532199,18459901,17769802,
244890,29168968,38532155,38393586,39758538,50717048,57595047,76742271,76303508,83494925,94925491,100586383,110579971,130389059,
245037,6608097,7051549,6991003,7519988,7546079,8705171,7867305,8697603,7987145,8803221,8387007,10062873,13648592,
245086,3688654,4227783,4408719,4595370,5164722,6496191,6470551,6493953,6949755,7885305,7850305,"8045494,891",10230804,
245289,1684450,1776266,2009410,1835201,1719951,2827036,7304969,8390447,6874476,6407117,6870965,5570661,6091610,
245373,2105449,2254779,1786482,2020113,8894423,8542454,9146163,8865721,8621014,8601845,7961723,7877174,8575398,
245562,6318799,6992833,7751787,10614890,15894015,16996161,16303622,17016941,22288860,24250946,27218697,21844659,24204651,
245583,47854408,"54920059,098","57942868,753","58514392,453","67006810,3",77143237,95084594,104697438,114063891,122861303,132757047,125559276,126208310,
245618,11785538,21795478,16492504,16555601,18011211,"22230105,5",19116207,23240674,25818064,25201926,23598439,25085675,24465220,
245660,4378675,5678119,6242973,6723428,5932117,5238143,5961284,7378092,6175327,6733956,6815364,7196403,6965238,
245674,10433000,13905045,13493718,14451100,19001943,18727098,16271976,17996420,18902020,18616221,22669029,22744745,23754883,
245751,1370091,"1721507,107",2095213,2825391,3373300,4356340,5609594,"5431153,784","5410932,696","5795204,312","6100521,791","6645804,965","7245519,041",
245807,399825861,541282356,562156974,610370338,727261288,578859463,470543370,502293778,710597121,714349024,467437028,548313513,865418698,
245912,18825513,20755935,21533920,22355454,23466204,22660512,23596972,23979290,24129458,26745347,26376587,26393054,29082269,
245947,24230297,25818620,26958437,28017110,26474626,30507091,33873225,35880267,38139569,"39112351,122",38020947,40520195,36993298,
245954,997426,1978753,2735238,3672748,3079467,4340030,4479993,3435794,3171396,2878085,2410487,1596152,768508,
245989,2662491,2628076,2377919,2255292,2060297,2312401,8995692,8555603,8717334,9291378,8889638,13350093,14053349,
246150,37973279,41263921,108651607,137905857,177063765,240009998,284114985,199212675,131728041,124833502,118272269,117754319,"114205624,141",
246192,32518007,39771674,44774250,47139976,49247636,70548408,72562563,64016540,69050442,78361016,83148401,89120549,91245062,
246255,989055,1055944,"1128911,024",6229887,9705683,11414694,11667464,11939714,12649471,12035036,12821583,13388497,12647835,
246304,11245152,9970378,9273825,8196182,9004654,33862684,39301360,43141920,41909006,41225682,41541802,41896449,42927887,
246339,39124613,43882944,66084438,59725077,57224677,60814816,59956045,34630675,35727175,36956038,32559595,40362643,51186512,
246535,111620106,146462650,157771392,142785932,133122629,154154035,211218012,247421553,244320824,306732281,0,173638703,267987125,
246591,"399637261,914",418984530,455136595,554898980,698552444,750406073,773017706,896479774,945028248,837502544,655572839,1046005446,1098081108,
246647,"1433553,549",1237347,2602801,4828440,5052363,5684729,6894657,7031690,8677390,10915890,10788755,"11237150,393",0,
246675,11751852,12171242,13407446,13300616,14064037,16095698,15537497,15455181,16442070,17383421,0,20424142,20886913,
246913,6314903,6335755,8968686,9106601,9125248,9281478,0,9506358,9699532,12032915,21909203,22401680,24025277,
246920,11623292,11362242,11510131,15227592,16631669,29041560,35611020,26814052,21974878,61173793,0,89541634,110166555,
247004,6396516,9381596,25249291,29901808,37161737,51555685,51015538,35664283,40982630,70354431,41325324,33466464,41256046,
247088,15958506,22061929,20704452,24318506,29184824,40935969,"42469821,89",42027424,29520485,24790965,23474375,21963118,21408981,
247172,2597138,2588510,3143196,18860233,18057064,20050050,18887731,21142979,16994677,17647732,17641392,17761704,18997766,
247235,190571610,242453844,232653417,224463176,239678638,268034928,283794974,314628874,293368450,292958772,343132948,516914707,593910165,
247242,493757147,503363299,631973818,718598988,1090713489,1245309439,1590316510,1928493387,2074360213,1935804747,1956756755,1843883303,1996607058,
247298,5712314,4593735,4128131,4209225,4912944,4379739,"4006372,363",4748937,4453583,3496618,1492721,1657289,0,
247564,78189667,91956569,92195472,86750405,96378429,109868972,107849577,105476006,112343845,122032776,114743624,138879840,155664194,
247662,27233599,33916415,36878103,39300798,43842957,51024904,59288322,76912091,88738550,95880386,93867168,"135023534,496",133633206,
247690,10591361,12235165,14460502,13217205,14038166,15445208,18192531,18264497,18004149,17597298,16078835,15621287,14330343,
247697,23889543,27768873,26691052,31027594,35227755,37443689,38979133,42497404,39987403,45928187,38934515,42667403,40048049,
247732,6604731,8461836,"8263575,368",8997363,0,10703715,10241055,11465826,13149803,12195091,13634360,12689706,14734583,
247746,9499577,4146508,9208862,7432711,6520351,6425501,7541021,8288125,9022774,10598492,22962266,11972577,11895944,
247837,8319848,5097660,5734314,21985908,21904690,21297406,21263779,21231533,21296967,21404136,0,23839923,39956491,
247914,7020074,7097088,7296897,10513903,9573583,11921484,15826849,16777740,17122154,18717717,19671245,20852858,23552453,
247963,1291838,1419090,1670204,2556536,2585619,3947176,3168936,4685831,5807221,7012311,10564463,18265789,0,
248005,5065991,7137774,6349869,8404264,8170999,9598040,18218295,21727094,39335361,60705806,71076134,63361529,68513041,
248019,3701023,4349367,5853707,7295555,7255946,9356028,9316579,10579453,10042837,9267765,12344365,12585506,11848747,
248054,41977863,40583997,43168935,45073468,54343940,60673957,75320824,92902700,70596279,75162038,82671938,88245585,85097864,
248082,8387797,8595771,7480577,7774651,10361853,12881714,15575478,16678885,19066264,24134029,26048440,27698437,26994016,
248173,"33858601,971",31602184,38705055,48431912,60022958,55466745,45606958,44895871,47005740,47272017,47008546,44256961,44220929,
248187,3110983,3482224,3913201,4654551,5095959,5722420,6045377,7074769,6544832,6986804,7692450,8515610,11500581,
248432,"2162707,994",0,"6129536,928","8571434,556",16160769,24313856,27678369,29454492,31798147,31906673,32690031,32799021,32793276,
248509,212750549,244855420,252630142,236872346,264713636,256542637,252804157,230328565,283928385,268654382,274565901,310075387,378403305,
248607,3582721,4153000,4030628,4394187,5629893,9162008,11730126,12051154,11831331,11535622,9536737,11629312,12862132,
248761,6495506,7622067,8261374,8336414,9364174,9322615,9726202,9664462,10308497,10015386,10183039,10022780,10162714,
248824,1395385,1518935,1717369,2114095,4774599,4709227,5480266,5936980,6873208,7416710,8223767,8032120,8990216,
249125,8727063,9263111,10010456,11365350,11675224,14645234,11812178,11801961,13815672,13166177,12944298,13562018,13058437,
249279,3599092,3106073,2523665,2651630,3044625,2836962,3395497,4730807,4445040,4658815,3601212,4232756,3105540,
249307,6962144,8945596,9271770,8874941,10409416,11322515,11268154,10883541,11265044,11479593,12000042,11987048,16076797,
