ID,RAGXFI2010,RAGXFI2011,RAGXFI2012,RAGXFI2013,RAGXFI2014,RAGXFI2015,RAGXFI2016,RAGXFI2017,RAGXFI2018,RAGXFI2019,RAGXFI2020,RAGXFI2021,RAGXFI2022,Diccionario!A1
977573,0,0,0,364522,0,0,1705664,2645533,5654464,8669650,10427256,7829355,11548231,
977699,0,0,0,0,0,0,0,0,0,0,0,0,0,
977741,0,0,0,0,0,0,26835,27143,23689,44242,34432,30427,23997,
977748,0,0,0,0,0,0,851803,669048,0,106159,95043,58513,70996,
977762,0,0,0,0,0,0,,286111,200458,558602,364819,203301,1138118,
977881,0,0,0,0,0,0,1620,120104,89859,73541,108567,87337,163662,
977944,0,0,0,0,0,0,1474691,78818,99732,244578,233804,235627,836358,
977951,0,0,0,0,0,0,373096,408786,811792,722192,1840598,3135568,7746475,
977993,0,0,0,0,0,0,0,0,211424,216308,200153,242418,191085,
978063,0,0,0,0,0,0,0,0,0,0,766411,508963,704773,
978084,0,0,0,0,0,0,151840,149317,210356,312910,326182,374822,544209,
978161,0,0,0,0,0,0,0,0,0,0,142349,167778,251109,
978175,0,0,0,0,0,0,497281,0,0,486781,,396665,533868,
978245,0,0,,0,0,0,351918,701568,473413,446722,318206,373927,0,
978301,0,0,0,0,0,0,403249,0,0,0,0,0,0,
978350,0,0,0,0,0,0,438604,482537,499970,497664,481174,458762,462994,
978385,0,0,0,0,0,0,0,0,0,0,0,0,0,
978427,0,0,0,0,0,0,,411811,282449,397051,431754,854153,1635016,
978567,0,0,0,0,0,0,0,0,0,0,0,0,0,
978609,0,0,0,0,0,0,741495,774134,877824,1070864,723685,586575,675680,
978651,0,0,0,0,0,0,138164,235763,142990,111896,197719,170999,150322,
978840,0,0,0,0,0,0,237252,249888,322733,310650,413513,721171,1361309,
978854,0,0,0,0,0,0,42978,43147,46810,42955,47285,58647,"7640,286",
978889,0,0,0,0,0,0,19748,108687,143661,129832,203691,128545,467199,
978917,0,0,0,0,0,0,1792740,2043862,2916347,4329723,4131633,1472785,2286693,
978980,0,0,0,0,0,0,803328,713093,942983,805835,0,404554,974913,
979162,"219144,094","145111,137",,0,,0,0,231586,234348,199392,234769,361337,606653,
979379,0,0,0,0,0,0,430988,453570,452152,454143,347725,371953,554022,
979568,0,0,0,0,0,0,0,56995,55881,188476,0,,,
979764,0,0,0,0,0,0,246775,209686,189712,0,0,0,0,
979778,0,0,0,0,0,0,281048,215899,339726,280474,207041,202035,218798,
979855,0,0,0,0,0,0,900691,1003737,1103645,1125492,919815,852304,1482763,
980037,0,0,0,0,0,0,832293,1420014,1325314,1196000,3377592,6106378,13553631,
980254,107178,115320,0,,0,0,141082,0,0,191789,193178,0,0,
980352,0,0,0,0,0,0,760281,767014,832845,1044084,1151767,1747072,3656937,
980415,0,0,0,0,0,0,0,0,0,0,0,0,0,
980499,0,0,0,0,0,0,96289,78657,247688,499625,318484,402844,1020778,
981724,,,0,0,0,0,0,83676,71688,367491,454271,0,0,
982494,0,0,0,0,0,0,286857,275615,349095,135552,87016,93593,185692,
982669,0,0,0,0,0,0,0,0,0,0,49211,0,0,
982795,0,0,0,0,0,0,141,4374,7879,"13989,584",67632,"53771,363","59746,585",
982998,0,0,0,0,0,0,119073,0,0,0,0,0,0,
983439,0,0,0,0,0,0,1832881,1170528,942845,802930,1438123,1091196,4138447,
985686,0,0,0,0,0,0,1053220,2526086,3997481,1896647,2537850,3022028,6723935,
986715,0,0,0,0,0,0,471784,397134,276372,299365,366886,388380,499019,
987275,0,0,0,0,0,0,291471,0,0,0,0,0,0,
987576,,,0,,0,0,555515,1062557,867415,830459,728252,608562,763170,
988395,0,0,0,0,0,0,0,0,0,0,0,0,,
990173,0,0,0,0,0,0,252749,268509,217964,206260,181968,162634,183337,
990215,0,0,0,0,0,0,2177255,1569521,1100813,801778,786330,598718,767056,
1005076,0,0,0,0,0,13393890,8080720,1875489,3597016,5089363,2144334,1153234,1995976,
1007561,0,0,0,0,0,0,3467919,155664,2901178,2730009,3450850,"381751,182",1978895,
1007701,0,0,0,0,0,0,3207032,2228958,4555076,4502507,3164764,4769978,4992067,
1008093,"537255,351","762397,727",0,0,0,0,1010793,831581,687817,790536,770594,679262,675072,
1008492,0,0,0,0,0,0,0,352798,136309,392991,397402,446827,556566,
1009045,480910,0,0,0,0,0,0,0,0,0,0,0,0,
1009073,0,0,0,0,0,0,,0,14006,8992,10452,10361,13428,
1012916,0,0,0,0,0,0,6209879,5696678,3664861,6945130,,2202546,6913255,
1015128,,0,0,0,0,0,14376,14806,13545,137803,70677,48260,0,
1015226,0,0,0,0,0,0,16,739,22,59,13,0,51,
1017025,0,0,0,0,363834,0,69383,107153,221034,236117,187445,206181,,
1019160,0,0,0,0,0,5523905,2557225,1956948,2608779,745845,3429708,1256165,4549188,
1021736,0,0,0,0,0,0,4555144,4981239,5371803,4698947,4138026,4681634,10047863,
1023010,0,0,0,0,0,0,0,2785187,2607248,1876235,1406184,835207,105702,
1023066,0,0,0,0,0,0,"668337,22964",760621,0,984947,1542595,"1329785,119","3008719,253",
1023668,0,0,0,,,0,28406,79561,175741,232987,136152,32805,,
1024641,0,0,,0,0,0,934636,835292,944592,1023998,1221113,1418999,2194656,
1025803,,0,0,0,0,0,737333,631552,1179365,1254833,938475,713865,1149060,
1026027,0,0,0,0,0,0,298779,111703,200322,260253,288838,304393,263163,
1026153,0,0,0,0,0,0,63677,63693,85472,0,0,0,,
1026370,0,0,0,0,0,0,898793,988300,1082792,1159565,1614493,785094,1256999,
1026608,0,0,"219212,211",0,"269063,546",0,403888,328726,190012,200001,356312,412668,217947,
1027469,0,0,0,0,0,0,,204948,211970,205774,,0,0,
1028008,0,0,0,0,0,0,349526,253122,149019,88132,110935,113242,753048,
1028176,0,0,0,0,0,0,678585,806047,844133,828408,1675191,1108345,1804744,
1031137,0,0,0,0,0,0,628245,501928,593605,0,,,84367,
1032096,,0,0,0,0,0,435546,0,157572,1065497,375716,42281,101594,
1032670,0,0,0,0,0,0,0,0,0,0,0,0,0,
1032957,0,0,0,0,0,0,86454,0,0,0,0,0,0,
1034084,0,0,0,0,0,0,0,397949,380881,479556,436538,215454,289850,
1034903,0,0,0,0,0,0,148309,142840,160436,129659,126780,132056,,
1035505,0,0,0,0,0,0,3424,5681,656,876,,15216,103264,
1035743,0,0,0,0,0,0,353993,336003,299621,295520,233824,177898,258448,
1036982,,0,0,0,0,0,8596232,6967372,9368542,5541153,4818870,5728615,11770330,
1037038,0,0,0,0,0,0,51800,43863,8343,55977,56369,62102,59453,
1038088,,0,0,,0,0,769123,754875,504174,421016,303974,8423309,225994,
1038795,0,0,0,0,0,0,7695,7817,8486,43348,9002,12024,8238,
1039509,0,0,0,,,0,"50027,803","76265,912","69693,769",0,0,0,64697,
1041679,,,,,0,0,69579,196680,86772,101388,51532,1347613,204445,
1042624,0,0,0,0,0,0,81945,204845,109668,141710,122035,271975,0,
1043821,0,,,0,0,0,0,0,0,0,0,0,,
1043968,0,0,0,0,0,0,48934,69661,71045,65968,0,0,,
1044444,0,0,0,0,0,0,947836,0,1041895,634925,422658,97043,88770,
1044605,0,0,0,0,0,6150507,6930902,1842241,5238876,5622403,7960589,5609926,8887708,
1045186,0,0,0,0,0,0,908956,972202,789958,920204,913260,673813,1569977,
1045319,0,0,0,0,0,0,71503,226773,206903,524150,830680,320936,0,
1045326,0,0,0,0,0,0,426051,369856,325951,158993,219671,260814,428410,
1048063,0,0,0,0,0,0,0,0,0,0,0,0,0,
1048483,0,0,0,0,0,0,11130176,8386332,6256839,"6032850,598","5296787,568","4890341,819",9477028,
1048714,0,0,0,0,0,67877,91418,106178,52763,27748,46219,57816,65365,
1049547,0,0,"7173239,598",0,0,36207594,46994665,21154309,28537562,27327462,0,29275113,100424728,
1050688,0,0,0,0,0,0,1153981,1062551,1008632,0,0,0,0,
1050870,0,0,0,0,0,0,385696,346234,439199,490379,615386,681755,1100343,
1051017,,0,0,0,"141328,21924",0,95484,166892,236355,204898,160059,"166292,321",603177,
1052991,0,0,0,0,0,0,421200,334544,221331,35077,25913,0,"391777,664",
1054797,0,0,0,0,0,0,137665,133620,121466,190341,188389,141170,154412,
1057891,0,0,0,0,0,0,23024,173037,151266,38828,139923,31240,184000,
1057926,0,0,0,0,0,2337000,1889494,74018,2300318,1294220,1210743,394481,811820,
1058563,0,0,0,0,0,0,78946,44969,99958,85914,79744,36566,39684,
1059886,0,0,,0,,,0,0,0,0,0,0,0,
1062609,0,0,0,0,0,0,0,0,0,0,0,0,0,
1065717,,,,,0,,811140,1270305,1032941,634510,676649,163866,431592,
1066648,0,0,0,0,0,0,382116,370609,202726,193552,380200,257825,665850,
1070470,0,0,0,0,0,0,"462534,13",553601,616704,474977,635734,668947,2092438,
1070792,,,,,0,0,0,0,0,7573,0,0,0,
1072640,,,,,0,0,1652,1089,15155,81311,69617,93927,75297,
1072801,0,0,0,0,0,0,1663806,1786981,1139272,1007931,402534,732039,1251478,
1073536,0,0,0,0,0,0,8990491,1659350,8058687,7563646,10652252,5908234,2162322,
1073865,0,0,0,0,0,8678486,3699309,3909617,2373704,7684581,12215676,3086338,3932429,
1075293,,,,,0,0,8291,14428,6833,10146,,318,9082,
1076294,0,0,0,0,0,0,,154798,0,278791,136173,97534,89765,
1076476,0,0,0,0,0,0,678360,432617,118339,318970,357730,258301,576191,
1076665,0,0,0,0,"201018,40359",0,0,0,0,103361,57904,22296,0,
1077680,0,0,0,0,0,0,4708236,5132432,3323720,3183803,2793542,1827412,3599378,
1078933,0,0,0,0,0,0,16426,15922,19012,39803,37675,38618,68558,
1079395,0,0,0,,0,0,479,8826,12809,105375,45020,26222,27613,
1079703,0,0,,0,0,0,4661868,3339390,4029732,5578091,5842699,10884708,16534720,
1080921,0,0,0,0,0,18454063,18655501,6038797,14103767,19823761,25800858,19453204,22781810,
1081138,0,0,0,0,0,1999152,802683,833006,1427176,3416378,1887904,859625,1868058,
1082279,448621,0,0,0,0,0,3716578,1683369,0,0,0,0,0,
1082951,0,0,,0,0,0,0,0,0,1546442,,855318,0,
1083287,"110369,2",112526,0,"337800,061",0,0,79969,47719,9732,11278,13260,5370,7260,
1083385,0,0,0,0,0,0,293334,780028,684109,407495,283093,227718,0,
1084330,0,0,0,0,0,0,317267,277373,349783,657963,1022935,1162491,"1839127,509",
1086920,0,0,0,0,0,0,540401,559935,46239,0,0,280413,0,
1087284,"515986,04177",0,0,0,0,0,0,0,0,669853,590676,0,0,
1087536,0,0,0,0,0,0,368604,284733,144364,173389,151596,106918,130971,
1089671,0,0,0,0,0,0,72488,49388,29985,22351,28059,16068,14042,
1090420,0,0,0,0,37073,0,89247,58314,0,0,26603,56948,,
1090686,0,0,0,0,0,4178189,,3462195,4189077,4897818,5773475,2978533,4967442,
1091036,0,0,0,0,0,0,6915,9477,71895,46477,51795,,,
1091169,,,,0,0,2085792,1071549,2963,1315893,1517023,1797084,3121709,2889835,
1091211,0,0,0,0,0,0,151561,54328,66824,37011,20492,16848,16088,
1091393,0,0,0,0,0,0,1791392,2889146,2233384,1488871,0,2338504,1924186,
1091498,"88611,815",197867,233670,,0,0,1770824,1235523,1269593,1730484,1346514,2384775,5650987,
1091932,0,0,0,0,0,0,603468,1336622,848566,544596,533508,764397,2393214,
1092086,0,0,0,0,0,0,49904,43151,80764,107962,87355,0,0,
1096034,0,0,0,0,0,0,1069626,1168964,1168353,1544633,747283,1276353,1820522,
1097007,0,0,0,0,0,0,106923,0,0,157349,364865,1831394,295022,
1097427,0,0,0,0,0,0,35520,30720,19595,33021,25688,24085,103770,
1097441,0,0,0,0,0,1369276,1856022,1600809,1146215,1250202,1071407,629896,963549,
1097686,0,0,0,0,0,0,0,0,0,0,0,0,,
1099625,,0,0,0,0,0,54626,17202,6157,4233,5041,17105,75771,
1099779,0,0,0,0,0,0,0,46882,0,0,16478,48206,93108,
1100017,0,0,0,0,0,0,,694322,0,0,764238,966701,1005994,
1100066,0,0,0,0,0,12741996,1005891,3663502,4043146,926275,3310418,6078888,10212356,
1102579,0,0,0,0,0,0,0,0,0,0,0,0,527204,
1103447,0,0,0,0,0,0,56864,59300,35279,46058,92736,20763,41077,
1104014,0,0,,0,,0,40410,32888,17911,32363,16612,15542,14236,
1104175,0,0,0,0,0,0,1730842,743309,1088227,1108969,0,588357,1573036,
1104889,0,0,,,0,0,0,0,0,0,152,31227,2190,
1105064,0,0,0,0,0,0,131979,148252,150849,111527,105677,73416,31149,
1105918,0,0,"142366,053","119851,931",0,0,225450,284198,268984,"263777,225",203771,"346016,242",257889,
1106786,0,0,0,0,0,0,30185,32215,40170,41424,23609,12215,34086,
1106940,0,0,0,0,0,0,632390,345423,285111,194520,,87686,67542,
1107255,0,0,0,0,0,0,27466,37380,22041,11822,48242,252226,401571,
1109621,0,0,0,0,0,0,1807,366,391,360,,77592,72193,
1109782,0,0,0,0,0,0,52097,6385,4829,4397,4625,1432,12015,
1110454,0,0,0,0,0,0,1281599,1387741,0,1374865,1611852,1625611,1658238,
1112715,0,0,0,0,0,0,0,0,0,0,0,0,0,
1112981,0,0,0,0,0,0,2582179,2545646,1388796,1400782,0,979498,2523236,
1113996,0,0,0,0,0,0,347885,512530,721675,847681,1527145,805996,2734290,
1119246,0,0,0,0,0,0,0,156828,42134,1347,1524,2639,20497,
1120051,0,0,0,0,0,0,476466,479291,519419,541411,482740,568615,773232,
1123453,0,0,0,0,0,0,124501,140778,152482,0,0,0,0,
1123908,0,0,0,0,0,3691906,1471684,0,430277,960769,964126,1429119,986850,
1126575,0,,,0,0,0,3958,6131,5478,131633,11959,20215,21163,
1126939,0,0,0,0,0,0,211639,196281,254554,92970,103661,18145,,
1127548,0,0,0,0,0,0,106483,62109,55852,64394,85241,158237,206745,
1127744,0,0,0,0,0,17748058,19955562,4504251,4016508,3570555,,2968592,4484801,
1127765,"192766,886",0,0,0,0,0,239499,164855,148805,253587,204280,"162692,455",197644,
1128010,0,0,0,0,0,0,4646977,6403268,5921310,6617421,5737393,5072797,4557583,
1128605,0,0,0,0,0,11534816,10269942,4884767,7263778,9014023,7966486,6774729,21535480,
1129151,0,0,0,0,0,2680942,3094030,2407379,2748242,4473037,4134549,2505387,3064594,
1129277,0,0,0,0,0,0,0,225,0,0,0,0,0,
1129606,0,0,0,0,0,0,0,0,0,1422353,1417704,1632705,0,
1130187,0,0,0,0,0,0,0,0,175747,196324,0,88754,2982992,
1130439,0,0,0,0,3127119,6702584,1926418,1494423,1777763,868526,0,394632,615156,
1131440,0,0,0,0,0,0,211627,197299,139500,140190,133864,128716,400805,
1131496,0,0,0,,"296663,677","29252,165",135913,265813,179001,56032,166,12935,,
1132287,0,0,0,0,0,0,2134016,1047376,586904,547741,582746,620073,722136,
1133953,0,0,0,0,0,2689914,1945848,2044261,3651601,68632,51822,985806,7172488,
1134632,0,0,0,0,0,0,0,0,0,0,328511,0,0,
1134653,0,0,0,0,0,1828722,982952,1837835,816434,645319,693372,581157,927254,
1135318,0,0,0,0,0,0,649412,530512,985455,940424,914477,618309,685176,
1135794,0,0,0,0,0,1653225,1000708,641975,180457,171246,939505,534949,1264432,
1136690,,0,0,0,0,0,0,255570,220600,52564,,153287,583670,
1137873,0,0,0,0,0,0,483938,674317,578304,960695,"1003358,833",955383,1385949,
1138678,0,0,0,0,0,0,339471,434337,363889,250501,121311,16372,,
1139014,0,0,0,0,0,0,0,0,0,0,0,0,0,
1139049,0,0,0,0,0,0,656874,802754,993300,993688,751561,729183,1594565,
1139175,0,0,0,0,0,0,243124,283083,150588,81983,0,50330,159622,
1139784,0,0,0,0,0,0,0,660807,1815378,2033144,1581969,1249455,1775818,
1139798,0,0,0,0,0,0,70316,294596,0,0,0,0,0,
1140351,0,0,0,0,0,3565501,1347325,908395,1501866,1141221,477961,1193849,4737086,
1140463,0,0,0,0,0,0,,44811,30376,17225,15221,,,
1140687,0,0,0,0,0,0,437593,369174,434082,701213,650674,747444,1107459,
1141471,0,0,0,0,0,0,0,0,0,0,,,0,
1141660,0,0,0,0,0,25060759,64942330,31095342,23584756,38733791,38877311,38390014,48165096,
1141821,,,,,,,0,0,0,0,,0,0,
1141940,0,0,0,0,0,0,217791,191464,184150,236910,297620,245605,277371,
1143529,0,0,0,0,0,0,0,0,148650,117797,76139,0,0,
1145195,0,0,0,,0,0,0,0,0,0,0,0,0,
1145559,0,0,0,0,0,0,88300,46869,158587,162322,132701,51719,55450,
1146301,0,0,0,0,0,16339916,7741092,2404059,3452093,3570109,3097378,1563244,2519555,
1147330,0,0,0,0,0,0,106287,174165,785356,656733,796992,695473,768490,
1147617,0,0,0,0,,0,0,0,0,336632,247658,248257,651044,
1148128,0,0,0,0,0,0,0,0,0,0,0,0,0,
1148359,0,0,0,0,0,0,1405466,1827861,1539279,1199177,747512,698189,1430596,
1149066,,,0,0,0,0,0,0,0,0,0,118035,126532,
1149388,0,"383891,65077","499499,5525","451607,66053","481375,60364",0,0,0,0,0,0,0,0,
1151439,0,0,0,0,0,0,288226,283877,298786,411283,0,596037,559339,
1152706,0,0,0,0,0,0,0,140855,246214,184244,84493,922641,284839,
1153049,"280655,625","70913,856",,0,,0,67830,114914,157311,152850,0,1771015,0,
1153343,0,0,0,0,0,0,0,0,0,0,0,0,0,
1153672,0,,0,0,0,0,213814,91169,102273,159457,,,189688,
1154008,0,0,0,0,0,0,2116498,1601991,1251019,941834,1001572,1153784,1014633,
1157494,0,0,0,0,0,0,666376,1565045,1443054,49671,57424,81123,100649,
1160028,0,0,0,0,0,0,16685,193598,72926,54579,73192,3331,41678,
1164508,0,0,0,0,0,0,0,39116,11850,37630,51135,"36793,657",30695,
1167588,0,0,0,0,0,0,2445147,2678298,2620210,2156023,"2245977,32",1959748,2180919,
1167679,0,0,0,0,0,0,0,0,0,0,0,193451,136152,
1167994,0,0,0,0,0,0,517559,91075,1276779,4046532,5192408,247026,344586,
1168400,0,0,0,0,0,0,26434,24413,119276,33484,,86071,51361,
1168778,0,0,0,0,0,0,32506,27969,67018,52382,99243,111698,238797,
1170220,0,0,0,0,0,0,181313,115401,80479,67097,65932,46191,0,
1170815,0,0,0,0,0,0,141556,179314,193249,0,0,0,0,
1171172,0,0,0,0,0,0,485,533986,507029,769333,742716,1128348,1352532,
1172600,0,0,"694058,56096",0,0,0,0,0,0,1401150,1430725,1025828,0,
1173272,0,0,0,0,0,0,2632203,3796215,3354486,3344056,2700129,2243396,3071743,
1173965,0,0,0,0,0,0,115564,186486,333259,368662,793214,923180,851246,
1174063,,,"37398,79538","86268,43088","85967,73823","48905,78833",,0,"92390,524","119487,599",0,,125997,
1174847,0,0,0,0,0,0,0,479323,445801,519962,476071,548400,944136,
1175736,"157702,149",0,0,0,0,0,2756492,2018896,1667019,1683579,"1670603,772","1696305,315","2690231,262",
1176212,0,0,0,0,0,0,0,0,0,0,0,0,0,
1177269,0,0,0,0,0,"753540,428",753540,663671,637242,618101,574201,373192,40994,
1181133,0,0,0,0,0,0,1203,1347,4076,858,0,61,122,
1182904,0,0,0,0,0,0,745806,56405,37706,12418,339141,54086,36487,
1183331,0,0,0,0,0,0,42136,0,0,0,0,0,0,
1183835,0,0,0,0,0,174036,617229,974194,395217,149687,134127,166041,0,
1184913,0,0,0,0,0,0,0,0,0,0,0,0,0,
1185018,0,0,0,0,0,0,327603,391167,378506,306438,355332,413287,589379,
1185473,0,0,0,0,0,0,1890457,1014139,829385,813092,837015,373455,599749,
1188581,0,0,0,,0,0,212909,180071,0,125840,245099,251122,302641,
1189155,0,0,0,0,0,0,265806,0,6671,0,1915,0,0,
1189204,0,0,0,0,0,0,224410,317186,284055,"251994,249",218169,230925,337178,
1189645,0,0,0,0,0,0,99587,213128,129728,157071,,118846,85243,
1194034,0,0,0,0,930710,0,540020,1144637,988686,856452,669080,493270,587509,
1194251,0,0,0,0,0,0,2329169,1239234,1931684,1971981,2263029,1492306,2040574,
1196323,0,0,0,0,0,0,110392,72866,150478,375098,380792,111397,97550,
1197884,0,0,0,0,0,0,67386,71149,87203,84585,136332,154181,199769,
1198283,0,0,0,0,0,0,0,31118,25883,36693,0,13501,14671,
1199053,0,0,0,0,0,0,3535836,3428594,7650227,6081766,4684416,11053729,27155835,
1201139,0,0,0,0,0,0,774439,921513,947552,1069295,1069667,1244287,2001388,
1203596,0,0,0,0,0,0,83983,101376,79368,153229,78900,178056,195828,
1203827,0,0,0,0,0,0,0,94865,0,0,0,310413,0,
1205017,0,0,0,0,,0,,222269,234734,153087,157984,244889,297439,
1205857,0,0,0,0,0,0,0,0,0,0,0,347283,574720,
1205913,0,0,0,0,0,0,218576,95877,161398,143466,130914,136467,128259,
1208482,0,0,0,0,0,0,0,0,0,822734,1230158,"651801,094","1078283,691",
1209287,0,0,0,0,0,0,0,0,0,0,46005,0,0,
1212101,0,0,0,0,0,0,14869,82190,50863,22177,15366,26606,47831,
1216637,0,0,0,,,399647,317316,804379,128306,123776,66488,87362,101949,
1217050,0,0,0,0,0,0,1887,66891,53521,47429,59647,67968,32373,
1218331,0,0,0,0,0,0,606527,661644,670302,623201,392699,282266,415780,
1218499,0,0,0,0,0,"715518,471","603641,758",489403,1082230,2059312,3413844,5457814,7449982,
1220193,,,,,,0,0,0,0,28809,18642,24571,27877,
1221194,0,0,0,0,0,0,613543,786830,842039,908653,942565,729316,1609327,
1221432,0,0,0,0,0,0,23226,18258,21172,23835,0,29254,37063,
1222034,0,58332,43992,0,58163,0,0,0,0,14896,60763,26070,84549,
1225562,0,0,0,0,0,18842305,17816976,12225967,17229456,16724584,21657860,13878978,21663614,
1227466,0,0,"1231143,47",0,0,"1449527,207",2390194,1866845,3084398,3571970,4828559,"4927023,48",4723331,
1227774,0,0,0,0,0,5629445,5290139,1175584,1249215,1180907,1246780,934532,1531590,
1228012,0,0,0,0,0,118295,0,0,0,147500,241969,155171,442916,
1228159,0,0,0,0,0,0,0,0,0,0,0,0,0,
1229825,0,0,0,0,0,0,0,0,0,0,218330,299614,184937,
1229832,0,0,0,0,0,0,0,0,36839,265345,146904,0,0,
1231841,0,0,0,0,0,0,21145,22427,16487,19424,3644,0,600,
1232212,0,0,0,0,0,0,8013358,9974355,7777090,6828893,4696644,3156169,5617377,
1232394,0,0,0,0,0,0,573819,336995,478579,336543,127853,0,46477,
1232716,0,0,0,0,0,0,379747,228428,224333,331961,444319,249096,512846,
1233864,0,0,0,0,0,0,0,0,0,0,40960,41598,0,
1235894,0,0,0,0,0,0,0,0,0,14928,283806,325210,989007,
1237098,0,0,0,0,0,0,42390,42457,42854,47193,42701,36203,47220,
1239338,0,0,0,0,0,0,590347,542675,428080,355761,367660,391508,516614,
1240584,0,0,0,0,0,7972223,5870617,3977931,5738031,5199716,4395096,5574277,8429621,
1241767,0,0,0,0,0,0,244711,186440,195996,205566,138959,152443,196556,
1242488,0,0,0,0,0,0,133032,157024,113273,111097,243306,107469,175616,
1246912,0,0,0,0,,0,123889,49052,5590,23597,21756,12072,0,
1246989,0,0,0,0,0,0,0,428225,441115,449066,0,279098,464946,
1251357,0,0,,0,0,0,126625,106002,90207,86539,139468,0,0,
1252162,0,0,0,0,0,0,936083,1019893,740633,773070,816195,850775,558595,
1252505,0,0,0,0,0,0,234917,755785,1082353,818428,,562596,1254894,
1252547,0,0,0,0,0,0,3918,5127,31676,34892,29192,40103,2903441,
1252897,0,0,0,0,0,0,1713596,1537513,1457688,1684917,1543715,1231791,2213654,
1253366,0,0,0,0,0,0,53302,61229,0,69867,51393,296401,252742,
1254675,0,0,0,0,0,0,20214,45534,116393,18108,18425,41930,55252,
1256320,0,0,0,0,0,0,0,0,831603,827941,1035654,2349879,15134223,
1256978,0,0,0,0,0,0,2062,9263,2877,1816,59,0,0,
1258455,0,0,0,0,0,0,8673,6339,9061,5530,3754,4035,8078,
1258805,0,0,0,0,0,0,54492,37998,0,0,25166,51052,,
1259953,0,0,0,0,0,0,708341,1387909,952073,1081727,924780,1066854,,
1260289,0,0,,,0,0,65348,158209,341312,186793,151808,148691,166058,
1261640,0,0,405879,0,0,0,1253427,1025260,1022912,951803,957329,879870,2538348,
1261787,0,0,0,0,0,0,,0,0,757638,574227,356822,601633,
1262851,0,0,0,0,5145537,0,0,0,0,12406628,9135236,10114216,13022563,
1263313,0,0,0,0,0,0,27446,406,13851,279288,803890,16378,684482,
1263425,0,0,0,0,0,0,20030,68318,52282,32742,18111,12524,42455,
1263509,0,0,0,0,0,"1615592,949",4428341,3388825,1351162,1425055,1739363,1946398,6519366,
1263677,0,0,0,0,0,3468640,200411,456809,1499144,1455386,2988388,1439569,4177670,
1264013,0,0,,0,0,0,0,167448,162162,186843,117748,218483,336995,
1267100,0,0,0,0,,0,0,344421,"232648,755",245925,446458,427627,951380,
1267513,0,0,0,0,0,0,0,0,0,0,0,0,0,
1267534,0,4450,0,0,0,0,0,0,303178,154675,76177,33889,404164,
1267646,0,0,0,0,0,0,502081,281069,689509,2276755,4332548,1345349,3508850,
1267975,0,0,0,0,0,0,0,0,0,0,0,0,0,
1268129,0,0,0,0,"1986289,911",0,7499580,7569389,13390330,12465592,14052755,13011544,19895499,
1268269,0,0,0,0,0,0,367523,464504,484402,520767,,696103,1141458,
1270012,0,0,0,0,0,0,0,0,211510,208343,227695,178115,269974,
1271146,0,0,0,0,0,115740429,7941465,0,5845458,5553868,4558899,5243735,11464164,
1272259,0,0,0,0,0,0,,248392,115201,203309,43058,124851,180070,
1273204,0,0,0,0,0,1487539,2807960,3481497,2644941,3581609,2741000,2059917,3502815,
1274688,0,0,0,0,0,0,597796,729087,580951,684443,928040,921512,1322553,
1275325,0,0,0,0,0,0,0,0,4249,2303,0,0,0,
1275829,0,0,0,0,0,0,149830,165323,168092,307910,216758,249172,322171,
1276312,0,0,0,0,0,0,2397681,2487139,1113944,1349654,971883,721523,1135215,
1276340,0,0,0,0,0,0,0,0,0,0,0,0,0,
1276830,0,0,0,0,0,0,0,0,0,115807,114509,167143,348582,
1278174,0,0,0,0,0,0,143367,134409,231151,338735,53113,352092,487869,
1278293,330333,0,0,893836,668760,0,1748725,1916277,1575488,889814,926742,1390081,2165006,
1279042,0,0,0,0,0,0,263569,191296,146307,130436,132578,110493,171102,
1280477,0,0,0,0,0,3505975,1506201,606453,742369,1464894,422412,"2296615,206","1728675,596",
1280757,0,0,0,0,0,0,0,0,12648,272908,0,259867,0,
1281646,0,0,0,0,0,10590261,14092196,17925631,14256707,18009218,0,14950512,23095212,
1282374,0,0,0,0,0,0,5187501,4832142,5330969,4767297,4884890,5986266,6612981,
1283298,0,0,0,0,0,0,1011894,0,0,561284,2673264,3676356,6508937,
1283998,0,0,0,0,0,0,59394,61216,64858,74368,0,79478,82910,
1286133,0,0,0,0,0,0,1240276,1945362,2369873,2970333,2584308,3294438,5819163,
1286840,0,0,0,0,0,0,,239698,0,0,0,0,0,
1287785,0,0,0,0,0,0,1577335,1957326,1791649,1523347,1948243,5109201,7334737,
1288030,0,0,0,0,0,0,,422613,505538,166605,295750,368800,284785,
1289612,0,0,0,0,0,0,0,113459,0,0,0,0,0,
1293791,0,0,0,0,0,0,2264025,1816093,0,3124599,2895891,3280992,4330456,
1294022,,,,,0,0,0,0,1230,1761,1348,2162,2979,
1295457,0,0,0,0,0,0,515072,399545,405925,649589,497400,312155,599878,
1300987,0,0,0,0,0,0,1225397,1098088,1047368,1094105,0,474594,766875,
1303843,0,0,0,0,0,0,127806,324278,434958,676411,421470,528678,768451,
1304816,0,0,0,0,0,0,10817,15669,"13939,766","21460,724","85986,123",66324,117541,
1305117,0,0,0,0,0,0,0,0,0,0,172419,189471,96029,
1307714,,0,0,0,0,0,2673720,2009700,2954882,2834871,2812620,2030396,2218602,
1308393,0,0,0,0,0,0,2920076,0,3147700,3507177,1577073,1864399,0,
