ID,PT2011,PT2012,PT2013,PT2014,PT2015,PT2016,PT2017,PT2018,PT2019,PT2020,PT2021,PT2022,Diccionario!A1
325929,3721230,7061234,8696884,12165154,13915901,15354952,15084335,16746622,17450763,17495574,19631549,21222115,
326125,1301201,0,1398558,2339762,3407645,1520558,3576430,3633821,3694710,3814330,3804720,3843331,
326237,10597967,10629629,10684717,9641679,11920211,11883453,11529999,17035215,17566195,18019799,20657909,25412517,
326370,18907303,24247015,25500743,30091933,30569166,30478688,26686107,27005683,27927811,28411408,"28625712,387",28527314,
326412,1320193,1512000,1841033,1804285,1570668,"1868760,168","1756551,304","1598104,524",1585234,"1358046,969",0,0,
326503,1914084,4189107,5051545,3490791,3391287,3375175,3451481,3292773,3504199,3717446,3280851,2821662,
326524,2981425,2558949,2945077,2746183,3653034,4887558,5435054,5989420,6771410,0,10523113,11454665,
326531,2349851,2423617,3577775,2501445,3927215,4924066,7951771,9069992,10698084,11203655,12286387,15126863,
326755,"10613656,406",10300961,10345093,9929908,9856368,1674365,6512636,5164989,6183256,4599144,4130618,3928644,
327287,2479178,3265146,3340735,3524477,4231773,3630769,3717556,3889544,4222059,6941695,7059127,8138179,
327658,13509047,13931221,14068986,19464493,19511563,6466381,4703844,4320482,4235755,3777975,2961314,1399034,
327791,266319337,284864369,373953310,425036543,378527235,367038449,394638158,411962330,497223162,0,411025720,464442691,
327812,4965072,4917124,4912365,4925929,4475435,4159441,4158776,4221653,4269206,4199047,4226287,4257143,
327889,10180654,8957274,8614686,10109764,9569609,9053481,10545338,19273873,15686546,15509363,14110797,15694490,
328001,3067389,3704925,4256408,5155970,5633743,7838100,8113452,7972098,7879632,"8032128,552",28407418,32770855,
328064,5794677,5856471,5984031,6787336,7038804,6798650,10025305,15517460,14793675,16727401,16856845,17457749,
328148,6477909,5359988,5349816,5276726,8025361,5740012,6002052,9421419,16711238,16516062,24582755,30742109,
328246,3684106,3935781,4386223,6424326,6856756,7112797,7519229,8053498,7573177,8958834,16152076,23183714,
328260,1262917,1456233,1681405,2226660,3860398,6117670,9162685,10322565,11275110,12625657,14536599,17337158,
328302,1989766,723098,1108469,1517991,2009599,5098229,6818484,6977112,4763117,18957098,20738224,24629774,
328820,1609195,1706059,2256384,3401939,3960292,3428103,3809125,4471767,5430065,6945554,8894858,11822636,
328834,3296980,6943212,7780429,8052951,8804388,6179462,6534639,7222472,7624147,8177320,7920748,7958820,
328862,3068873,3515561,5285129,4156184,1931966,2152903,1270271,12433422,10369728,26276347,27487827,28204597,
328904,11123911,15747335,16524875,15559586,13411352,12772609,11206226,10496284,9940982,"9118967,017",0,12475571,
328988,6070184,6410683,8277558,8638852,8868643,8555503,10671779,10784380,11132218,11741313,12336047,12873206,
329100,852337,970520,1035646,1181107,831186,913996,967091,957582,1106082,1255276,1416472,1761583,
329107,2007693,1975183,1962420,2508482,2757459,2942202,3204051,3896991,4770933,6009296,7236757,8873035,
329254,29807545,33013942,30805927,36877312,39429682,44329530,40191891,40048811,45130335,47217761,67028122,100446378,
329275,0,14098035,14071855,14107858,16224077,13603401,13989878,14159784,14244080,14267428,14378054,14087760,
329317,1318100,1572837,1771563,1927884,2301228,2406583,2818383,3056358,3667115,4017009,4444517,4825295,
329527,1216322,2087348,2523219,3298800,4449444,5760286,8847770,10440830,13303862,13555969,14661639,16306983,
329576,1902180,2047239,2783353,2988134,3233689,3107414,3363018,3557738,3719410,3796243,3960331,4093977,
329618,2514471,2846406,2574082,3022110,4091540,5231802,5479722,5588650,5136021,5151075,5290658,5933968,
329667,0,0,7179030,9630392,9193029,0,12686300,12960469,12925351,"13108121,465",13166222,13319624,
329870,2916484,3236411,3460339,3897445,4198940,4435996,5044405,4997160,5384986,5071104,5239287,5423571,
329919,1438533,1289738,1009280,1096722,2548244,950941,3984298,3068869,1562799,494426,1767230,-2188319,
329989,6790049,7264807,7889141,7111284,12428573,18071788,14451643,7253034,12639999,"18494897,878",19048273,14326680,
329996,9635629,12821647,13114168,12499842,11292679,11530743,11369642,12292120,12402180,14025090,13869896,14530243,
330206,441578,610583,1008194,1872264,1856366,1857080,1803357,1697759,1863363,1437975,1471236,1101617,
330402,8607086,7876261,7634006,8345378,20457709,22338428,24051597,23150375,23608578,23062694,25902131,26022477,
330444,805571,977707,1206967,1049437,1134498,904867,"696606,394",578128,648861,"705804,142","809098,142",971352,
330738,1194224,1252894,1310779,3592457,4233362,4590806,5537834,5798267,6130024,6368486,6189525,6587004,
330787,6495140,8030483,8909465,9777020,12541147,12807344,12802887,13325085,14023478,14276201,15263063,17480428,
330822,"8372581,068",0,"9744891,443",9717944,12244154,8175064,8433422,12676772,11273382,13056788,14029819,12875441,
330878,9656819,11890857,12435559,13284423,14542291,14218786,11040815,14545775,15807649,15616013,14489993,14454157,
330997,7399578,7538025,7690999,9019934,7854185,8462457,8593939,8823504,8272054,8644080,9040644,9079625,
331081,9126506,10551606,12976509,15402648,13870613,16742509,19013996,22328899,25021166,29333902,"33253781,482",33758029,
331186,"14438971,545",13914929,17463000,20214889,22811492,20646003,20127711,21584762,21878644,21925649,22178432,22825154,
331361,"10175954,577","10132378,033","19796864,786",19802518,23341410,26295271,26577193,26468053,27495945,0,27121555,25919906,
331375,2933660,3455039,4159587,4503964,5074724,5495703,6127285,6308393,6052889,6541788,7482229,7431176,
331550,8426185,8832101,22911257,27659665,28106464,13314989,15899153,14748926,13259572,13032851,13165485,13228882,
331977,991452,971051,991258,999290,1006217,731519,1909943,1969321,2584731,"2675135,28",2253503,1647947,
332320,3207540,3457018,3300566,3741551,4422752,5249320,6338739,7157321,7459904,8513994,10242278,10787266,
332418,4101879,4775978,5327912,5700547,5545253,5485021,6060419,8392601,8887748,9663648,10233660,11273595,
332586,"1551040,45",1918359,3099648,5667618,10545540,12419650,14436078,13987228,16735915,18568166,19238966,17355696,
332705,2366776,2195910,2863195,3167791,3580153,3284804,3016889,3636655,3692645,3385478,3413151,3378126,
332887,59100764,63256397,67044878,67977448,59351006,42780698,6208081,5882319,6935211,9192089,19634794,41027129,
333195,5793042,5680211,7087446,8853076,10458103,9305246,10706068,9422993,9778202,11531652,15008088,5584441,
333237,5043241,5215430,5326121,5445771,"5562620,929",5477609,5473366,5591321,5650307,5666951,"2391065,682",5790498,
333314,1271141,1447450,1542105,1604704,1750267,2072755,2279841,2431544,2614432,2893228,3373549,3773111,
333391,8075513,10099848,13798249,19618937,23206860,24709084,25891957,26308242,32184448,"43569545,161",52101886,69863766,
333412,14243097,"15482713,907",16687159,18100509,22221548,19853179,17638114,18822981,17924905,17127654,16790787,16405481,
333517,2913031,2935740,3599188,9642908,10456526,11436358,11300730,11245162,11076358,10812708,12857492,13022235,
333538,6557100,8257675,9951431,10808007,11722472,6246403,6460770,8973830,12172885,12937018,14089285,16564503,
333573,936884554,1156832861,1142798893,1490711742,1565818331,1520487424,1647928845,1709623909,1887932183,2010423163,2234254836,2179066003,
333657,1544109,1570258,1597343,1625549,1891728,2030679,2165691,2297763,2435989,8345,"7759,087",0,
333776,19979589,20729312,22372958,25036774,27365785,29176666,32804331,45124898,54128141,0,88128517,93613009,
333783,1363187,1360427,1503026,1828183,2178899,2212811,2500744,2701273,3317216,5104253,6148148,4956284,
333853,5105685,4631101,5811123,4167901,5263104,9935096,10088422,10108932,10159420,10178810,10234436,11008038,
333916,1167830,1457000,1822039,1722726,1942148,3320301,2556756,1742762,2620303,2460428,2397301,2530788,
333930,1323397,1616613,1660358,2054931,2610843,3060674,3994023,5285905,5930854,6620874,7183192,8169590,
333993,5370058,6961986,5198739,2993925,4246684,5310771,9032586,11346565,14021954,12262984,8072365,12879801,
334021,1433238,1898642,2239970,2508485,2573096,1998562,1570098,1520888,1537328,1425096,1431215,1433663,
334273,1781312,2547550,1937829,2099576,2178056,2647429,2937837,3895807,5311254,8093128,10327029,13617144,
334294,2506734,2913691,4385949,5558422,5401916,5323459,5815839,3539851,3584100,0,0,0,
334469,3112892,5838358,9527934,13836938,14856219,15663423,15511424,19456641,19590086,19618072,18157389,11382215,
334483,9468643,11737965,12368581,12748441,10288011,9449380,11090268,11018984,12142385,13234509,16253650,16295999,
334672,22228420,28305067,40647070,44293935,31406303,39412083,43354597,48328364,54393444,56432739,60737728,65745016,
334700,3474947,3867294,5250521,6874149,7650393,5515259,6304035,5417334,5979707,6660224,7470422,8023498,
334714,1418782,1579126,1632001,1858947,2025257,2338272,1946527,1978417,2514365,2417199,2364090,2528879,
334896,11890607,12812718,14048066,15626938,12774259,22898104,22409231,20317069,38720379,49955959,57110885,77605340,
334945,4126466,4613338,5098885,4720429,7927158,7125061,7716952,7709586,8736262,9460252,9314229,8961724,
334994,15697296,17146305,22142153,21889248,19766859,22091074,20271029,20517132,22569193,24401202,29001363,18836561,
335246,1614316,1571721,1646092,1787927,1921966,2721477,3008363,2671698,2287543,2906113,2554560,3036789,
335253,2161877,2496479,2585855,2379598,3043993,3131939,4634753,5488517,6562747,7727763,10459281,14899031,
335617,2441865,2432321,2531310,2573242,2734116,2948583,3001167,2841512,3205043,3153524,3802612,3421590,
335736,569774,610156,674513,718669,846900,1202079,1299811,1504332,1593730,1504123,1649353,1688033,
335841,33050966,36003876,38385803,40027590,41499285,48828188,54448594,57442904,"64659651,657",68172758,71104205,62912403,
335890,3167855,4052637,6272897,8382782,9449696,9611635,9175651,9450838,10041492,10209184,10486515,10693841,
335946,7738192,9665669,11416777,13868764,14317155,13437849,16209111,17437370,17252307,16699853,12913214,11982674,
336002,2438665,2624351,1772481,2593625,2274180,1956645,2600396,3228335,3484947,5520726,5772214,4632223,
336212,64521650,67151592,82951247,83875653,92026964,94199852,92991590,87992629,103417917,39237916,20865023,19041936,
336254,44122643,43896208,42734490,58480403,60127955,54808336,55564821,52099365,52352412,48156118,49253860,51442214,
336324,2295056,-268535,1388896,-1353201,4882649,"-3411930,648",2367633,7531511,8108682,-14472923,-16047047,-12848845,
336513,2249664,2367107,2459111,2532453,2602337,3801311,7894735,8356547,8811507,9119059,9477073,9503913,
336569,1352834,1491425,1664063,1684592,1891390,5105338,4428344,4504175,4408826,4858481,4921693,4787228,
336597,1723000,1942389,2174744,2471545,3101481,4390638,4113442,4679337,5302134,6214084,5130561,6538720,
336849,1256146,1662849,1808063,2548989,2856261,2954449,2974711,2998860,3004401,3128653,3229063,3285078,
336856,5992909,6910712,7332096,12043586,"12581026,10584",13129974,12870112,13606694,"14281170,1513",15950273,17892592,20018855,
337178,1779010,1940981,1600803,744924,139592,628266,478025,270519,-59371,-346630,-652193,-1225886,
337213,2664116,2599229,2545264,2614794,2643981,2704310,2575980,2688141,2560851,2543759,4015873,5836208,
337437,2551828,2779783,2675923,2678616,3247076,3356419,3320753,3527661,4166751,4283835,5086047,4496530,
337605,7392256,7404930,11170170,27991473,28013789,29991312,29140335,29124274,28961783,30115852,14245574,17655597,
337619,195228662,231659920,211777581,226553622,256288096,328738545,451064019,464651543,474240390,500946128,574275923,622401587,
337654,74147215,77562646,83858483,91444338,130688888,223411004,236420367,240985428,386716216,396161210,427123702,444883836,
337766,18708194,20916595,28273831,"30327815,67706",0,35739430,39947801,41821871,43634828,45719004,47579673,50270895,
337787,20910856,27267692,30161551,33248567,42421245,41894343,47218298,54560297,47442870,24296287,26729223,29348646,
337801,136993011,165375864,180071383,180906966,164168128,181925570,183296839,181793000,172638853,178260173,235995030,214212000,
337815,73194995,79803396,83441349,82510925,62229177,67538091,46688351,53464479,58576905,63299072,66337506,78149742,
337836,36849247,40777549,43491093,53211207,58146125,59527428,59568296,66534762,89752137,0,81750143,90929299,
337878,5026971,5032121,4898051,5172610,13880784,8147547,7770786,13910177,11975627,11907911,"12157893,072",10509992,
337885,51525053,46449158,59308423,63738046,63666198,58586054,61392072,123906407,127344338,132205493,139237657,150816408,
337927,165866439,127519618,126040158,114009385,107917968,78575908,127367438,135513426,148658733,155302774,174365833,188876026,
337948,44984620,44562712,42782416,38609677,25583899,21925872,24228929,25840196,30639553,31497742,34989676,41697012,
337955,69747794,208946566,339271189,80159527,159715072,159668351,69210590,124368618,219298152,285404938,335962726,138845563,
337962,45340001,57468194,60617120,62277040,63038850,62481079,53428707,48010892,63133000,51982000,66086000,44663000,
337976,11797465,11956949,11629900,11619316,15868151,28399930,27631217,28736638,28554860,27316113,30175658,31780535,
338025,11969411,9491521,7138326,12268055,13383936,11714113,13419032,15511227,9540319,0,0,0,
338032,977540,5432084,5498379,5637862,7086187,5094497,9009939,8980130,9085807,9132260,9159421,9065085,
338039,0,0,9240502,9037489,9179322,9170308,10466149,10598510,10739117,10709425,12211760,13803965,
338046,6249782,6393922,6525701,6548837,9018019,8888973,8921277,9346144,9772277,9478311,9504962,22342506,
338060,46517425,47637940,47828764,61229086,69621059,68417493,69785386,68874748,69179118,72260675,76155955,80774167,
338095,44874258,55238667,65653725,65089152,88144196,58730977,52929863,55089628,54091142,76371432,85222912,93884415,
338109,1254622,1906369,1951152,2146307,2028260,2479036,2796226,3104188,3462085,"3622448,253",3831270,4362528,
338172,8804064,9640493,9939063,8478962,7232226,4941879,4261078,1815293,1846328,1939529,1659902,2058133,
338200,20322348,22612948,51849955,41041022,51370792,52260548,57325534,67186441,65485591,71262983,79127643,73933599,
338221,6935073,7016423,6920066,6914330,6987783,9837167,9884861,9717121,9697433,9943659,9880633,9952410,
338277,2178491,2777256,2721000,2793718,2803071,0,1367214,1386531,1384717,1449049,1598867,1684943,
338291,164437259,174514017,182138054,190946340,195934510,404108794,464025401,514504803,477222988,501144418,421737828,410863818,
338319,11273813,15391318,17199067,16961103,17399565,19757294,18905481,18339403,"19453402,95","20083171,222","20098033,174",20273852,
338361,19328477,20830891,22364409,20603100,19013552,20467302,30758440,31117995,31601694,37996616,35990243,34202323,
338368,2082045,265935,2854079,4223090,4223324,5112804,5505532,5205519,5222914,4057077,4105061,4143711,
338375,6671831,6505360,6590908,7038913,6993633,5108280,6729856,6981582,7193889,7705811,7763968,7920981,
338382,86652771,94042093,104807567,110019634,121365000,141245392,149768974,167009988,174116191,175611754,168924257,154100846,
338417,10957826,8054924,5638513,5963621,12184577,6253604,1077610,-3599305,2847789,6496647,14170536,24072137,
338424,30116254,32124050,34373065,37963618,42634574,35892329,37963924,41842184,43958153,45298336,48254794,55472705,
338438,17439215,17748480,20901516,20517746,22321664,22611630,21439208,21447511,18739749,14596567,20998316,17438773,
338452,11326229,12979313,12965352,14721008,16453999,16672636,14336614,12352623,9960405,0,5310797,5285234,
338487,9092143,9508186,12155096,20077759,21973045,23816177,28699825,23215999,27487657,25492895,25457443,33183569,
338536,37235078,41113856,44029935,39241815,23844248,28703326,36860610,40196573,46941109,47813082,50491459,51874170,
338543,157179087,150759814,150852904,191877573,142243360,201622754,114588705,141678334,116545338,0,78918513,255726858,
338550,257848995,303438188,288754718,283957620,231154443,268827043,269669947,236448744,241718786,257664597,363969268,324887894,
338557,192512486,150668121,152740213,153985828,131115619,145199535,129591581,130894689,122674573,365771046,195764968,178277941,
338564,133710095,140686269,145704758,150669762,128268943,151472976,169626870,177473858,217193397,259169273,316298058,370788547,
338613,2492361,2391972,2575227,3094207,3476907,"4165915,795",4687971,5110420,7571875,9024995,9655324,10449655,
338655,5630257,6241063,6694065,7215112,9067619,11573677,11729201,13157017,15402876,19074080,23469507,15789608,
338662,9755394,13665570,15960724,16738371,14245228,16470076,20742164,25996630,31337019,41577458,54287769,68990314,
338669,17389261,18092065,35413478,24535632,25158568,25708277,24989247,4834162,21677922,12768318,93135707,111381632,
338711,6261697,6942044,7930077,8524550,11269188,10504105,10677335,10792664,10926266,10424319,10350286,8947289,
338781,10638056,11087316,13956521,12013716,9862327,11120525,10439717,4375189,7178314,9553146,17721668,24011145,
338795,4917546,4968478,5202690,4179986,5520193,4861475,5567058,5050016,5865102,6367227,6649224,5258776,
338802,7454863,9894546,11740261,15488274,17074764,17612055,18739372,12632743,17367632,20061203,21884051,24969697,
338809,1425355,6359166,8355929,8223273,9404599,9992024,38387525,41261602,50102564,52671946,65214342,78398644,
338830,16862195,19514777,"22273084,83823",24743280,"25557219,08",27330738,29225502,29047118,31795505,35564547,40306304,60941148,
338872,10022692,9487901,8163224,8663033,14015870,14542656,15162010,15276023,15865291,16543119,20488724,21593850,
338879,91878929,97344779,98141595,75265580,90172055,102167101,108529866,113256993,115645021,128171560,"135010616,526","157827462,047",
338886,113708269,126319927,119089441,106097406,93274357,76382984,58435992,81004075,55256191,123934366,150397694,163906490,
338900,3365790,4831859,4881008,5127006,5326148,7221620,7394891,8549852,9602797,11248234,11418239,9636557,
338907,2866189,3414468,3908665,4157837,4707075,6051791,6590745,7142737,7708973,9009989,10324093,10964787,
338935,5133462,5035582,4725806,5629582,5551252,6373568,5923924,6178008,6415672,7857898,7520377,7722236,
338956,16026758,18464576,32319161,32002779,17378230,23490320,24723553,17557259,27266960,25760854,21674203,12679619,
338970,2066997,1915368,3630083,3732125,5898981,"6343267,231",6968980,6969558,7113650,8617912,7693927,"11898387,992",
339005,2966956,3156642,3255858,3588698,3999453,5367674,6786365,7103576,7033341,7272279,7491940,5825968,
339012,6884500,6400140,12978317,18258115,16357796,17686376,17680878,18883140,25507894,33420504,30978173,30614678,
339026,4291836,5458042,5967755,6919212,7067605,6026403,6586983,7178274,7067427,6313527,7435959,4678255,
339103,15470239,15751398,16720328,14536705,15968693,19155019,21047987,24393292,31407575,"31881102,933",35422159,37445644,
339145,6310570,6903693,6869590,6659451,14173174,12124850,"10825981,41",9653329,17740191,17140173,16743853,16506354,
339187,6901896,7731226,9167128,5885804,8064571,13878899,12463754,10297894,8856599,10653538,29894310,34891321,
339215,2111118,2199204,2189474,3068557,3127252,3286055,2993717,2137174,3140976,3932187,4788809,4462319,
339271,6388320,6185829,6106246,6498177,6446912,6228694,6332435,6201338,7249454,"7558575,511",7677210,7963172,
339292,11863044,14366542,15052536,18256410,19256587,22222793,24458923,26250328,29145110,37675800,36486474,15237875,
339327,8134706,10363333,10367533,5966487,5062117,5591122,7060523,7812258,8718453,"11682794,309",16775769,19141821,
339362,6177285,5828345,6305684,4645735,7098926,7441955,7940263,9908137,9605562,10415006,18913210,9151061,
339397,5377450,5948467,8467659,8596576,8861931,12218316,75563573,89465041,92857070,103621552,129668183,141016300,
339404,5028684,7042731,6981792,7236685,"7083199,16977",6150044,5998052,7080927,7341629,8147250,7527702,6539161,
339439,1382778,1448856,1500617,3385907,3655362,6147645,9392047,10309261,11571966,8674370,10582876,12242899,
339467,17110096,"17645254,48333",17960749,11025098,31278917,0,25668560,23408916,23390934,23151134,26710216,27069412,
339516,119398554,139252832,146865985,151335456,225915974,244126485,245187280,237837053,235344648,227290348,376898494,383756872,
339530,16184175,29148355,23420470,23611471,25073239,38070618,35676974,36728231,44856666,48133528,55213981,44979754,
339565,5344755,5553491,5159968,7554495,7681260,7489056,6993539,7924005,10559707,9602477,14330809,10414692,
339572,10529693,10520198,12117300,12296091,18139261,16292790,15370273,14859234,14256824,15513446,16170040,14934491,
339579,8117224,15794125,18613130,17134431,20582549,16327387,16251789,17366444,18327711,21287004,21696651,19250130,
339600,63719362,71252686,71531601,64194628,51449983,65968120,61759765,119097594,136461041,189455446,232183700,275935599,
339628,14585530,22856303,23401591,24168061,31872643,19485793,6534337,4822091,6446356,"6835556,272",15497567,2952105,
339698,9538721,7757896,3530326,6024647,4982457,2506466,1369444,991844,933290,1019121,1567565,3176386,
339761,15806846,16789311,18126439,19837353,21509114,21172800,23626935,18909726,20585826,19448446,21959761,22161592,
339789,6196344,6686585,6393613,5975938,6104015,5855831,6451909,10350338,11458837,12264416,13953805,15407416,
339803,42877634,48065833,49520861,52117846,53208462,65191632,67379964,71121058,86244020,104421532,118086926,128552632,
339824,0,0,0,0,0,3091847,2827003,1427437,804679,786192,1022108,1580046,
339859,1124451,1165852,2093509,2159383,2759380,2878436,2879831,2954297,2786866,2772007,2817388,2933314,
339936,354810131,422121777,464722535,209165589,224249524,204247906,200631050,219595025,220175222,224181215,249768618,294101584,
339943,17946888,18944331,19416529,21682421,31420775,27548378,26470965,26314649,31277054,31485469,27282772,26930601,
339999,4577059,4750611,4791315,4860302,4959352,6545162,6572402,6594369,6616876,6671653,7014376,7290079,
340013,39962539,63567468,64624324,63098799,43797082,38368117,25867234,31210005,53698730,54478264,58603286,31284552,
340034,7934090,8639338,11437044,10979048,13154029,12072943,11927407,11658319,12392185,11750269,12537847,14318103,
340076,121883325,127736311,131210058,159060662,179400660,171675590,163404863,155899656,156064992,170754263,180171144,169102300,
340111,"4280920,86666",4544702,4575090,5134982,5237881,4687209,4885601,4747447,4560629,4850800,5366391,5818117,
340125,5426495,5670955,5831537,5754861,6921169,6712680,6745103,6761353,7617718,7996489,8686071,9296854,
340146,243590118,312122433,412847045,389819013,276377864,255428669,204113645,191153554,142477144,170127723,157900216,103261681,
340174,10823502,11226202,11532014,10719887,3861156,4801050,5069734,4896663,4558475,4274369,2932552,-2095435,
340195,3300809,3428222,3538515,4735704,5010440,4749117,4817110,4746613,4646189,4624548,4715419,4793895,
340216,15096387,"18428147,577",17685597,16259156,14892271,17661547,8362463,10080067,12679277,1517791,7722977,27080184,
340223,"9888141,01",11034917,11820045,"11858820,061","13551930,048",16068298,16435274,13578278,"13679016,879","-6842549,46200001","20712976,92",0,
340237,33962930,34264953,41403241,51032221,47048250,46541982,54621290,57227437,63400854,58562649,63431198,70100802,
340286,2989510,3306447,3932968,4408084,4392228,1040800,-2714988,-8782708,-11999590,-14514773,-13387100,-6149640,
340293,72811084,71683437,77909660,84145755,86369052,80784613,79178019,76766631,90667260,86545630,96974696,108834326,
340314,25070358,25064913,26502971,31156822,27388003,31218447,33125672,37112097,38449423,39267802,43174239,43794862,
340342,11587217,12659637,13034354,15126979,15869433,13837959,11468701,19800878,13242738,14440678,0,-556424,
340349,34597625,41927643,48517250,55855437,63238882,71214300,82863893,86485651,113743298,79667423,101791640,113821061,
340370,28147870,37949597,38801919,38675461,38385565,19904069,22584842,21208419,20850146,36186109,33340845,40601223,
340384,97579080,93714391,120747389,73887411,25106008,32029050,96257834,214964865,99825744,113579555,130831854,162348473,
340391,1187163,1527992,1510618,1715772,1073371,1126272,1162311,972843,2090796,"3518938,451",0,0,
340412,53076671,61591304,65643768,52374162,59775721,101352090,106290628,114250193,138289151,151473408,160006238,181026154,
340419,13177066,13824870,15190995,17885045,19559771,19286485,19397780,19594181,19712231,20130609,20291887,21289580,
340440,229166134,248004201,230569335,232611273,226684778,262609705,301740719,331774340,335730013,372275818,497808640,519874249,
340496,2828372,2816823,2788936,2792203,2754772,4999800,5305249,5528257,5314759,5447410,5473457,5948676,
340503,17189687,18093732,22720484,23806878,32620966,46549608,46064851,45837578,46689322,46825270,69428489,68079927,
340601,9276438,9459031,10595535,10841587,10850161,9478792,8157412,8223974,7458131,0,12409322,12065148,
340629,17510528,19650650,20855783,33601226,34735300,33286651,34227160,30452557,39124471,36882469,36462829,36560979,
340643,21957664,25979726,25814225,34592614,37187225,24689827,31124463,23536723,19228055,27330960,33327285,28552407,
340685,15001901,14902694,15046213,16019217,16353117,8476570,10127519,10642737,10537465,10945116,11547493,10255119,
340706,1207845,1223503,1213095,1088761,1050690,"1074293,449",983999,957495,934284,937979,998377,951470,
340727,"6554361,442","14230978,733",22628288,24957835,27198764,30006888,31229091,36822338,39952798,41960992,45228531,46706356,
340741,63920624,63773093,91873420,95918450,112027886,69171948,60984429,62739125,63455357,66834210,155608386,157629904,
340762,52905622,57961007,64230874,65264139,65414666,63296163,63100985,81616353,81388963,81353062,86032363,87207503,
340769,4522124,4715881,5000093,5113326,5169198,5142954,4758805,4399844,4303895,4024325,4004862,4576320,
340804,286442344,287202320,332749818,333163925,239174866,230025700,302920817,289311932,275037177,137981813,132000134,142961543,
340818,31176281,29907023,35426042,46513047,52443918,54037105,63603353,66468882,66710214,0,71325904,70987929,
340853,88482209,98718949,95361349,100598095,0,90442712,100887016,114165961,122986469,94248550,108304853,140730898,
340888,21884747,22907849,25817713,27663989,27880283,23069546,23644469,27151676,30918075,31469022,33778870,35560398,
340916,5602241,5822690,6104719,6091289,6118745,7140421,7343829,7298379,7448565,5380808,4685948,5109424,
340930,13441360,"13909816,106",13517130,22836649,23748284,25288622,25435465,24933068,23998306,23614909,22328847,22799899,
341070,23907574,27167068,30506205,37729462,32944858,21874150,26422890,30606471,30236820,33661675,40735973,43032283,
341098,55841035,67681040,70756676,74282510,57114315,59355554,82806825,106244702,121515905,111249900,96946331,99647828,
341133,3274531,3156884,2471365,2892485,1860383,1639105,1422481,2346800,2463034,3166388,2348028,2069933,
341140,30865761,31456177,30833582,30872462,31639369,42870315,41041898,39047959,43723570,44720546,46130791,25804295,
341147,1414372,1721897,2090183,2831278,2247795,"2019457,651",2024628,2031079,2046813,2080048,2176190,2026005,
341182,135205937,101976029,112383485,97607055,96023450,99986515,96614983,88845984,84099900,90839505,137299597,136841715,
341203,6785004,7491913,8074532,10408097,10644496,9555180,10525639,10505024,"11324619,313","12844285,935",12766457,12429271,
341231,0,0,0,0,373992,0,4822281,4652438,4487587,4313805,0,0,
341266,9850580,10820491,11735637,7381710,7911948,8518533,8259089,7950986,7262457,7508798,10816843,12135748,
341308,23348713,18371901,18533432,19347122,20361714,21613337,22466424,18615111,17932712,17851384,16954973,18619233,
341315,6022410,6020013,6735291,12668443,13078679,12122480,12021525,12346210,13672188,14090074,15500415,16022387,
341322,16207404,20194968,20877870,16579665,20024635,14370035,15655882,14693762,14470194,10880263,8894588,8785099,
341343,2729334,307295,31728376,28221113,25592814,41858512,40962151,38612849,47144513,45577613,45905510,39162017,
341364,13600000,13352900,14248536,14089040,12662693,11564903,11680187,12065983,12684106,"16002408,82",16052878,20265018,
341371,1306127,"1232360,494",1344164,1588098,1864592,1814655,2035972,2240292,2320506,3147036,4289041,4011544,
341406,5813103,4685646,2623452,3469511,3276952,3881052,5247401,6585287,7404793,7947806,9882020,9458764,
341448,7213351,7177646,7272479,7859102,7815471,5428996,5468261,5291071,5083311,5418826,5285382,5132586,
341455,6143892,6444504,7846083,8181876,9396537,10651892,11151380,11486675,12955840,13959818,17711399,18237919,
341504,5623459,8431781,9722072,11152433,12958564,16423613,13149698,12780185,13938216,2590488,2424717,2355871,
341518,6253839,6070014,6374525,6910480,14689952,15456230,14235462,14521229,14216608,13495052,13901283,14735855,
341525,14878692,15047885,13130022,13408317,14274530,22384177,21729318,22130516,22155195,"22299832,523",22555716,22615275,
341546,35845576,45531495,60859101,51857671,94871316,95034183,97752644,104835347,109099785,124014034,99589327,84322320,
341588,34116517,31082719,28400366,31096100,25743507,26488621,20401776,28669064,32759341,31408841,28182590,23031132,
341686,10548570,9620239,8259637,3830789,16656121,17684969,23537127,24101752,27546976,25055023,25757421,70598745,
341700,123777747,124190126,130239678,132628508,124384867,112113793,111678000,119193321,119355511,0,139112846,134200517,
341721,4144339,4067892,2866422,1484339,470737,255655,1012637,398432,182145,240388,588630,1519419,
341728,6490194,9533574,9358861,10549913,11060014,11519285,11703413,11576820,13787004,19676051,2858651,2979841,
341756,11863969,12605157,12878573,13006711,12696142,13219307,13307348,13295177,12673621,12676599,12352621,12075052,
341770,70477020,56743344,52580009,48336339,17516830,-4606389,-14943819,4204117,9808381,1284985,3143209,19791363,
341777,77501930,80280696,83603344,83942230,83447132,87843021,87287510,88946092,74387132,72028740,82979208,92800287,
341784,26297330,33618656,33334335,30809318,31555222,29484054,31227788,31348224,30552780,31276365,36508129,36417743,
341798,234002133,254408692,278809491,358284415,399183016,341411017,309347591,293403652,364823561,346788912,271806094,244855772,
341805,7163107,7973207,8595085,11529181,13254673,15201439,15557605,16990975,20918114,21560272,22647849,23616398,
341903,83805054,80561175,84374978,95378189,79407000,75377677,109537185,112609128,87280753,95344837,105651737,144846665,
