ID,PT2011,PT2012,PT2013,PT2014,PT2015,PT2016,PT2017,PT2018,PT2019,PT2020,PT2021,PT2022,Diccionario!A1
233151,5152131,5279450,6627476,6820681,6670608,6557581,7100101,7468100,7825087,4704891,6011816,5370270,
233207,3530980,4532003,5070418,5295751,5541097,5560420,5826703,5614366,6061551,6462979,6920838,7856685,
233235,181325,-465628,467927,-245108,5221427,15915439,10934379,11051108,11351899,11500972,11674483,11549730,
233284,45259208,49972342,48909547,46497465,31399703,35306879,37369739,36506438,41945937,43950364,42867203,29033685,
233291,42722342,45463419,42564273,46288468,49759447,30781156,30590956,29889305,30558658,31302868,32374733,24232533,
233382,5703773,5767983,5909729,6035625,6124479,10116999,9851230,9851230,14977536,15084858,15227859,15447651,
233417,9825523,9581142,9003027,8431204,8483016,6775150,6769927,6887974,6967025,7053083,7044043,6904424,
233487,90846968,91938829,94426368,87832644,60310617,57798459,67269101,75892591,92647978,90116406,105150272,127636129,
233529,1750487,1475686,1333080,1200449,8080139,8332821,8504913,7177867,3403963,3356562,3391203,3295110,
233550,24482288,24651770,27502063,35876567,39013528,25513442,25357399,26031381,25885310,25992177,28251227,24066922,
233606,6462549,5879042,6554452,5911411,7916980,7442102,8598580,13399284,22643265,29831147,38958504,24693691,
233627,28584809,30402920,32159359,37097674,41576086,48843396,53885989,49189148,55919266,0,77992797,85488996,
233655,13252368,14033634,14193160,15160463,15819745,14632855,13560505,15168317,15578041,15900671,15931411,15322367,
233690,8637663,10637423,12034438,13627114,16200271,15492420,19376099,21448764,25235242,26307145,32611444,32056434,
233697,337660,426569,427919,514857,529146,2595352,2271990,2292000,2275570,2275674,2252961,2162170,
233711,9554170,9606510,9566662,9470656,9560795,8247794,7840278,7398712,5153259,5902856,6664216,8014593,
233872,11903886,14306917,13610642,14464401,13709162,8409133,7710102,8876172,9879539,0,"303119,228",396816,
233907,6361001,8299750,8257428,7667372,11157336,11316253,12651870,13015149,14043768,15887288,16602307,13945789,
233956,11196222,11438682,11366715,11350467,11624995,12702890,12598696,12474848,12485545,12567985,13637867,13684349,
234054,10441524,11283205,16333264,19121936,23033790,21644733,17907582,15346198,13785286,11801199,10136762,2853402,
234257,5072919,4380863,4771560,5096008,4450768,1858657,12746,1735323,-290398,3843965,1391858,3956701,
234341,27689117,0,34015834,33183370,0,"31968165,65",70535327,76023220,59626980,48182134,66805963,71433158,
234411,10439829,10613775,15638310,16125514,14223492,15182842,11560509,16631380,17752510,21477747,22539891,22616679,
234502,15914133,15426010,32522031,32261249,32962884,32490468,31684050,29712258,26969669,25089452,25497160,24664175,
234705,46088456,58220614,65806293,78938109,91492211,72301442,92908541,97576454,103212841,111644706,116148449,134232589,
234796,0,0,0,0,33468983,33621994,41324630,43224192,43875755,42238752,44742450,42492358,
234894,8657886,9622831,8696442,7528656,9329099,4795447,4995200,10281448,"10904575,629",11047818,11066031,20892500,
234929,2417672,2477430,2540775,2392636,9148658,9530427,10026613,10285133,10538241,10686318,11775336,12629260,
235034,12660761,14000493,14163303,14539491,15442976,16128081,18374360,17222528,17762780,15750892,15660008,15610065,
235160,2241584,2983495,3376540,3024758,882959,4500606,4649005,5546912,6397611,7847231,11786474,0,
235237,9869078,13112645,15102837,"16544021,857",11375382,8475139,10399819,11620332,10361743,10701626,11986922,12431478,
235251,14112345,11765779,4937916,5390961,4289558,4226516,5127711,5025596,8245232,8846150,10358443,11943013,
235377,9120609,9361629,10286271,17737884,19012891,17766265,17495554,20011281,18666024,17776535,36761176,37845854,
235468,48624987,50631724,48367578,54216442,58218262,63277303,66238278,65388364,66318783,65424666,58663215,69617176,
235510,10543631,0,0,0,0,19824240,19757298,19719482,19748931,20106609,20041772,20188011,
235573,"1647286,609","1964209,545","2419476,843",2630177,3138578,3033420,3483906,3998788,4481066,4854603,4838813,5055655,
235608,3490638,3255882,3300315,3867705,3904352,5344492,4652496,5305941,6158765,6997219,8498842,9883700,
235755,12178402,15771885,25920897,27105361,28970763,28474256,30995940,29933630,37507698,43494189,44035195,44564836,
235944,2192461,2176006,2051466,2028569,2726395,3927629,4253610,4564687,5318808,6419571,7632263,8945387,
235958,4533306,5048101,5427623,4373884,5135891,5096015,5231323,5332175,5841530,5817022,6020294,5318455,
235986,5264171,"3858095,485",5209062,4116806,6563136,7945266,8237869,4988063,7905804,10759090,10532087,2958298,
236077,5308955,6941283,7520443,6872589,7988887,9741317,9800465,10566242,12328395,0,24876088,27218392,
236091,4121896,4956035,5511277,9986529,11021729,11707478,11905035,12698886,13229734,13424932,13678666,13348866,
236189,9757268,9902811,10279705,16987723,17060871,11263401,10862910,18562494,18398612,"18267824,431",29476194,29373163,
236252,4269023,3777660,3239762,3032341,2965144,3943578,4038991,4317743,3732436,4374444,5700032,5568918,
236266,20407678,25088526,25672415,24168941,28328652,27978323,30778657,33457499,56559593,58616276,52718235,51184255,
236294,15732880,26446113,30049427,30897041,33302073,54106915,56953056,60619833,72556857,75392864,81945009,77379127,
236315,10667811,10889593,13613546,14955069,15327129,16221937,20665559,11293401,"13385320,006",0,17629147,19100566,
236336,6347000,6584901,6301030,6419087,6702229,5846040,4774935,7805404,7316032,7237630,5364591,4517453,
236371,9006175,7231869,5238422,8079354,8459053,9259187,9673126,9674534,9754323,9080522,6211299,9523864,
236427,0,0,0,0,0,27020010,35538566,50511355,46160334,43737415,42122937,39049517,
236476,1774185,4658476,5048916,5068055,5499395,5738790,6053700,6507676,6817811,7112988,9195887,9354744,
236518,7622939,8334120,8621408,12058636,12523903,11893724,12116000,12187158,12435842,12671105,"14332495,872",16505189,
236609,50190611,50375590,52819217,60540263,54076643,62037064,63008326,69856112,74488456,68393793,75640671,79136173,
236728,3229556,"1385936,907",3234914,12026523,15538644,32677566,29626864,29641198,29644908,29645907,29650636,29656175,
236826,7884618,10400798,9565586,10767773,10510193,11149976,11531798,11741163,11242887,11352965,11185166,11318009,
236847,13734543,25655726,21556990,19858107,7327287,21904635,-10733583,12512776,-7592579,-11194952,-17604844,-19084488,
236861,3473124,4172602,5047203,6062119,7246108,9226208,10357788,12394253,10919600,12196311,14240104,15932274,
236882,2228350,2468680,2402574,2602853,2592123,3102180,3054800,3142413,3316485,2857376,4693829,5288000,
236945,53935367,59040852,62018197,54620083,52158459,55087400,59873227,65163449,104551232,119434936,145245572,112742043,
236966,8182475,9386554,9854409,10735709,10031253,15211168,15397914,17329155,16045119,17146832,18872932,21467827,
237029,1344671,1466967,1722582,1690230,2369612,"2833514,222",2920639,3647397,4539191,5246919,5874151,6422407,
237036,3414463,3429650,3382285,3394138,4045203,3254074,10368687,14525561,13414847,13646225,14352956,16664626,
237176,119201548,143469974,148866872,97967178,"77998373,103",83610126,88077740,99423899,114946834,125481223,"141617058,342",0,
237218,73668182,22388460,29888080,30742111,26420823,21177346,26354075,29879028,32484421,10062483,10002327,9879237,
237260,7307130,7711535,8536398,8888438,6514111,9496381,12301044,16242485,20937729,27257251,34630197,26623708,
237407,9489315,9673680,9864070,10033621,10742047,8905337,8173359,7615607,7010172,6513100,6059106,5612144,
237421,3242894,4572566,3888403,7309149,11329729,15536820,18232170,22106504,18722861,18022804,21830834,22955491,
237463,2865002,2933092,3181055,3276342,3723450,6795785,6809117,7623271,8037028,8804982,"7424790,552",0,
237652,10273032,10160616,10637744,10858416,8722623,8659856,8780085,8411717,8878418,9444842,10323992,10993923,
237659,798319,808684,1045512,1142889,1442241,904378,1045144,1364793,1412247,"951109,496",1000628,533005,
237715,15175095,17910920,18470260,23938457,25888697,23539226,24944193,21283582,23795524,23629306,25377539,23972163,
237736,29568611,30709529,42637165,43045898,45710133,3622574,3502579,3703830,3897302,1744689,2941960,4746545,
237939,4226418,4297833,4911867,5536894,5755011,2795379,2942085,3569752,7287565,7626912,9439796,10099058,
237967,13268362,14011046,13184058,14531300,17179910,12127513,19722712,19592558,20730681,19922104,22468523,17979985,
238009,24031759,26055231,27564691,30932223,34055488,33637448,34704948,32738822,35288701,43307665,42999826,48232312,
238079,6042756,6639958,7008320,7538084,8181119,7897866,8712609,7336756,8419420,9390027,11030414,11601977,
238163,6004289,6492970,5970152,10421714,10394709,12925613,11120899,10666104,15508262,12369282,12565465,13911166,
238275,1777712,13826788,15175869,15179623,0,4752640,4686522,4301733,4295895,4306775,5152912,6119396,
238303,7242922,7253982,10270541,10716897,14365925,12508505,13842297,14427520,14271703,15049086,15196983,16382195,
238485,8159856,8782832,9104019,9861940,11939175,9068146,8559875,13996398,14138570,14636864,14453722,14859748,
238618,4028490,1571693,2541490,2431935,4113581,5686897,3535639,4652441,9260832,12058772,15970467,9219272,
238688,27184762,31962772,23039586,15986944,18908174,17464719,16893286,19556897,25499913,"31824083,303",34488185,38478988,
238737,80756482,82701761,80852124,63844410,60971844,57774504,85693065,89977989,87267071,105602481,119381484,141397973,
238744,5310627,5212445,5828201,5806106,14861651,19181277,19622947,20374707,19034242,19124643,19546751,18730194,
238891,"10164425,725",11054035,"12488027,476","13604274,961",13500619,"12847863,442",12725646,12457851,12010726,12695669,26704719,29884424,
238919,10785794,10238739,10829942,10861324,13110317,9577403,9620622,9784391,9935562,10070166,9960735,10402809,
238982,"185601,503","319056,41",1100423,1107377,1123392,2372622,2412049,3111543,3235807,3188137,3243867,3191173,
238989,1939873,2059152,2549230,4025569,6432376,2863781,6352182,8595904,11716544,14226390,15767858,11592777,
238996,11814630,12870231,13345030,16103755,18619666,16558468,15787545,13175147,14508781,12645312,11962946,14026788,
239045,11091625,11077892,13214858,12591012,14781962,14656587,13476988,12862948,15808425,20213423,26849643,26075449,
239073,"5735399,927","7342595,526","8467841,746","9639324,22762","9879643,02781","10161294,46545","11004694,63003",11334092,11101439,11482299,12643606,12968230,
239115,1766231,"3609558,804",11797744,11908045,16286093,6403792,24499143,28457529,27985084,27040356,20880243,19223061,
239185,4290994,"225555,347",4322745,8143521,8173539,7203548,8197464,8657634,9629151,9610367,9535760,9571561,
239241,813038,-329186,2840939,2002464,449382,6973992,3975948,13079821,2470892,-9506376,-47532669,0,
239276,2776442,4436859,4641592,2190294,5338572,4620159,4736315,4928559,5142475,5019263,5778556,7740561,
239290,97372493,237179961,210370472,180733635,157203384,164663083,138571975,170911293,147215061,184609792,261222261,304761404,
239332,99893722,174812439,160728579,187732912,211719151,284231785,283977803,283248918,258709837,0,269419040,336952615,
239346,8354621,10507632,10509923,10506532,16131763,15984196,19281538,19287708,23085233,23076499,23063728,25784650,
239360,22708381,24942316,26893336,25565997,25841775,27146528,25605088,26595018,26741375,21565997,22006692,27062430,
239465,1724529,0,1843803,4020962,10387105,7359849,6954823,7089118,7347627,7619568,8126250,8705096,
239500,0,44160332,43704045,27199698,18572825,44746101,47350829,42511028,44176461,48073304,48806177,53793348,
239542,12803749,15904537,24790784,31706625,31833588,28308546,28704467,30465740,30575435,30085055,40076381,39750514,
239577,3551654,3844526,4492436,5356050,6952295,10298912,11160871,12421521,9047615,9974373,12655712,6699743,
239647,13443037,13601484,17113355,16412386,17011378,13701960,15624709,14890511,15135916,15404186,15841279,17543279,
239696,38367998,53380155,55353593,60712969,50431839,52487067,51184804,51165485,54289380,"57580036,792",62400404,73052030,
239759,4299534,3775223,4455823,4811444,5012182,5400776,9602846,10282076,10962050,11518378,11831092,2106817,
239899,10801473,11410222,10909990,8977593,8015369,7203496,7107117,7605335,7854557,6944560,6741139,6330367,
239906,2326103,2478917,2631358,12600020,12625349,7587798,8318293,8934559,9965694,9577897,9471660,18250429,
239976,5189857,5661764,5998639,7401940,7704432,8127122,16862742,16965468,37148575,37982413,38442641,40048084,
240025,"8835449,029",8016935,7935063,10649657,10763535,13405969,13187085,13889210,12658431,14071301,23446492,20322523,
240074,6019182,5126843,5178140,4516574,-2222709,23978064,28490658,38870403,49982926,45126918,45698953,26895579,
240081,28270439,31976540,33703588,37694784,37526610,42935176,43050093,43407475,51408113,40733284,45262066,43958963,
240165,190320210,249818000,265321803,245630352,248941680,210147301,224585373,233989210,254010367,274580472,322012838,264254988,
240179,39471048,43935946,37790209,25993469,16530905,2703539,2769370,4422826,4394006,4548627,4777398,4852434,
240186,11918445,10948881,11239999,10891077,10649392,69373335,10133354,9937687,10497638,10264364,9924841,9390152,
240235,12504595,13856114,14495640,14971143,16082556,14585046,14922774,13275276,14359473,0,15032075,10400499,
240242,8507280,8533133,11919530,14887360,17925328,15132578,15002693,15158999,16729885,16773425,17400571,17409823,
240256,1160130,1053868,1713087,1720977,2657588,3757213,4509204,5811178,5921808,6241452,7179030,8547403,
240277,36286970,28886911,29210758,30215325,30463882,30686059,30969115,30569874,30596721,30490169,30494873,30445177,
240291,3442617,3610343,4616979,5573415,5615731,6688701,8347884,8875790,9119216,9257091,10322275,11576113,
240312,21679798,21851165,23759338,24169107,"24439348,531",24423051,24291208,24773175,25213401,26328740,27293517,28233280,
240347,737785,942182,0,1510637,1405578,0,1838018,1881036,1836971,1736624,1269737,2047646,
240501,2826948,2261024,2305884,2248411,3900035,4709713,4737035,4386403,4569702,4473193,4383696,4305753,
240529,9190976,9799090,9262135,8690396,8274277,26474882,26206332,26241740,26251990,26030242,26055226,26125873,
240557,45313898,43148165,68324812,135744767,140996451,134510328,121581652,135327259,237921704,277219087,284645228,280482848,
240578,0,2799517,2302439,7233158,19007588,17780621,14831095,14515757,4804686,8172224,26902898,43853259,
240725,70454510,118395588,127190669,143906659,183341076,175028863,198596497,196248402,201274715,214548556,258375797,226406186,
240732,1793188,1858349,3409118,2392307,5015262,4934651,3087925,3119175,5210192,4022875,8692025,11356485,
240760,4552522,4753718,4963901,5602652,6121488,12419423,13198180,14014535,15342780,19228861,14338203,15234024,
240921,"1983608,83",2036251,7224660,7277626,10807560,11915927,11676606,11345687,11481081,11273967,11092853,11558742,
241005,8560229,13692736,14261949,12911973,52161504,0,11665769,10897609,84626888,113518593,109674270,103488167,
241145,3827734,4373563,4361912,4677309,4273042,9829433,9633429,9751297,9628711,9633629,9724693,9758455,
241159,442165,497939,435751,888891,900470,903436,1289320,1449350,1564911,1736765,1810753,1975503,
241166,5166727,3589663,4831242,2723513,1933929,3123180,3347214,3157993,3997415,3317380,3235536,5894402,
241383,52611386,56913727,58822793,59120444,62714324,55674016,53021730,48793289,"51165872,299",49767735,49222403,49836104,
241432,1524451,"1547884,455","1577172,166",1626141,1665184,11553587,11559190,11727422,11801967,11865491,11904326,11918851,
241439,22932467,31141374,31973973,33670819,43373686,40514579,40440129,39497051,41883662,41187654,42373860,39432008,
241572,0,0,0,0,0,5115601,5119543,4974768,4955845,4929423,4926014,4919426,
241677,121726122,122124947,123689548,124032292,62316305,63158833,61996673,64878945,78021535,68837606,77942812,83781715,
241691,5510071,5833817,11653801,13054423,13060676,12645252,12908713,11916427,11475523,11665197,11611014,11486660,
241719,6526769,6373927,6363487,10035185,9532344,9178166,8137881,8289821,7536180,7100386,6093800,0,
241838,3692266,3818052,3868556,4022719,10817250,10854290,10313430,10075994,10818791,11082780,11449078,11040496,
241866,"603683,499","2306115,668","11051175,707",15668679,14937495,14234064,14854884,4103179,4509333,4999550,5243755,3713749,
241901,11731303,12962131,14288375,15076703,24234698,13400784,12555116,14583587,15175727,14792194,15098941,15113811,
241971,8582930,9208688,10025843,6284359,12525914,9749578,9508862,5215368,6850216,"9416667,082",10837770,7309634,
242069,7270072,8464187,8595380,8250555,9658465,9744329,10562383,11471924,11787047,12029166,4509193,6169903,
242160,751614,1500911,1639050,5504498,5763772,5839694,6472437,6814185,7681320,8374621,8769351,9494620,
242181,7386375,10244086,"11025948,496",16794409,0,12303988,14801614,13611111,12295416,14656291,17720552,19907616,
242300,908096,2044607,2215468,2410618,2700833,4479044,4912003,5271591,5562052,5532646,5605125,4272007,
242468,4311591,4336987,5653473,5085684,5515366,6490186,7021967,7216595,7391877,7131571,7093306,7023879,
242503,1512927,1575396,1864124,2429705,2628193,2926135,3360135,3632016,4073641,5121044,6410175,3468204,
242531,19239269,24522548,28797794,31818582,34794410,28863289,34143720,36231467,38290780,41563212,44864573,26311903,
242650,4429946,4372136,"4386232,504","5410408,273",5507755,4364817,13009451,11831081,11765121,11266506,"11361434,042","11574320,153",
242734,110754807,108514124,133846765,175384968,172802186,185217417,283170472,275606304,261501174,241953951,302639761,361263500,
242748,7079090,6758963,10984643,9834173,8446650,33771088,17729735,20564757,29027993,10452355,7821150,8269531,
242755,28628013,30500787,31843716,33145256,38341726,38422322,43110221,43384174,43792223,34140045,30504972,30777081,
242860,22889863,27404404,28594775,38942586,40723703,31223842,32766650,31797802,27531409,29971434,28844586,31058268,
242916,"34027339,881","35562237,04",40369545,40906242,39920767,107540610,100959692,105993268,106993801,98328953,96456754,95483897,
242958,15571455,19640601,21632740,21071739,26461305,24136408,25314806,26219812,31641106,32059111,34939166,38543496,
243014,29102708,31412949,27501128,27880966,27867260,28174026,26173084,25662863,26247345,28273971,24773501,18944986,
243028,729012,841762,1143960,1353817,4537504,3377698,3888458,1456390,1510842,"2142032,981",2972764,843381,
243070,13278374,24261632,29707031,29306142,49457154,44838970,53850939,56998727,60841000,63434216,73128443,78506729,
243119,9805459,9440439,11760415,11436080,13273597,13672161,11487959,11597585,11532644,11690125,11577988,11256189,
243203,9042008,9269187,8026270,7413455,4203372,2736619,2482692,2716488,2674219,470000,1390733,1198928,
243210,10801477,10806304,10464456,8316906,0,"7763092,291",7836833,8034199,8071348,8234222,8321930,10046453,
243217,14904138,15889439,15735684,16215573,19756823,23309886,22120482,22104487,22428897,21033326,25838083,22091200,
243245,31636007,37773573,39850546,45573523,71509433,73379907,74036348,58324302,70163488,86239074,86496092,86684717,
243364,79979461,90703963,93558232,91260117,108841878,105035285,106100338,123634284,139726047,150779305,182347796,207606339,
243371,6209006,6159204,7715885,9846658,11891424,12420710,12486666,13026917,17657326,4844723,4843754,5944633,
243406,8961553,9085984,9576552,14420876,14571469,13377971,13478298,16716497,16891614,17149079,17568658,20587749,
243644,2055824444,2601660473,3004755768,2918412910,4051354203,3765762332,3726051290,4057567696,4181975016,3419788504,2708937345,1450705739,
243651,28312830,28331708,28920054,42697205,42974564,37852538,38018978,27595385,27024287,28508770,28539244,27033137,
243658,3060992,3625324,4392082,9774006,8898842,8880147,8873137,10541726,15496509,14005531,"13732284,072",6876686,
243833,18551201,24115811,25468274,26245266,26431725,33962522,29810318,34677399,44421889,38920230,68899317,81122033,
243924,152113688,166726842,270137733,281820335,615459241,579718017,605400383,620832828,653182550,675478828,695453715,709662175,
243994,6358376,6349367,8597130,9107691,8380350,9463097,11149307,12895438,10986462,12109748,15133682,17465410,
244022,3657317,3706664,3739736,3808747,3854335,3895930,3944488,3992279,4015314,"4019695,537",3999395,3957900,
244050,47942209,40237390,45451227,44891013,47859618,36356523,35844202,35534055,26719155,26516175,26637703,24299355,
244162,17827955,21836575,25635962,30382581,26376368,26943482,29025834,29616350,41383708,48358949,49471297,50793955,
244218,2438839,2816635,4491939,5138735,3564793,6886219,3404878,3515136,5861910,5233137,5134548,5623690,
244253,0,1869899,1923965,3705272,3560449,2926200,2982803,4096611,1343443,1521259,1487050,1928301,
244463,4842221,8088844,12505081,20441234,25203383,24744000,25695094,31400324,39464078,43992150,49423500,51331611,
244498,2937088,3004213,3063392,3286554,8587962,10309233,10454414,12834346,13888481,14448577,12788670,12411253,
244533,6498485,4932802,10996885,4351334,-9662499,-13846091,-19956753,-26761148,-32246685,-33925042,-34764768,-33301542,
244540,69271517,81862836,88572037,76756702,54770121,48378565,41147213,42824437,38665882,35289469,40920804,44939883,
244778,12219049,16072755,17659744,20707961,21951264,22391766,24206961,20837590,19442009,24516727,16943238,10397881,
244813,7485729,7691802,7607566,61096952,60902957,59565360,59488256,78681472,78833946,78585261,98708462,98186146,
244855,8204439,9477717,9665300,13732712,18039874,7289359,15512296,18476539,20153044,20429302,20182208,19948290,
244862,12340528,14196429,10782237,11366567,14286830,15520126,16287328,16923108,13295701,12211930,10535747,9015932,
244890,33780305,31702911,32188844,48610834,55517081,53995665,67167058,74044746,84998016,85812288,86536329,107301107,
245037,3445584,3194517,4244558,4448659,6153041,4668271,4675082,4575277,4355182,4404045,4613970,4564911,
245086,3130193,3280403,3411845,3651189,3831159,3937074,4059695,4202036,4321199,4372664,"4664288,148",4980512,
245289,1318686,1358960,1456152,1380813,1879815,1999022,1952975,2165695,1890938,1875377,1661129,1711199,
245373,1063788,883745,1032643,1197357,1345213,1838425,1987693,2468981,2832047,2737045,3049459,2895384,
245562,3582277,4172618,5318254,8087801,8906306,6385312,8008090,8927001,9194447,8313763,7635410,7510405,
245583,"29512115,625","29217561,982","29419473,556","29690479,3",29668342,29463148,29722745,29933648,30525081,31360967,32966434,34761493,
245618,4452096,4848044,9114024,10199028,"10176564,5",11463716,11202547,11334560,11593915,11555031,11591666,11356946,
245660,1708220,2177677,2310805,2666111,2079937,2512793,2649394,2822965,2743708,3171211,3567912,3248971,
245674,5618969,7292138,8094532,12189893,11160071,9593406,9632666,12238503,12731728,17303176,17190640,14355295,
245751,"1296283,403",1422561,1668346,2174160,2649120,3835231,"4059025,233","4288469,57","4582294,112","4835853,021","5256972,464","5768037,55",
245807,380700778,397993960,424597341,501085070,424612236,390888407,399953263,553413787,521018060,314984004,366380450,563250235,
245912,12821233,14506872,15432464,10760452,12428836,12917002,12947178,12096651,14244038,12300743,11723861,13778198,
245947,13938764,14693008,15907221,11431997,13876135,16508500,18067877,14558654,"16677131,835",14804899,17625417,16591416,
245954,497744,646046,766612,883971,1197910,1929145,1984026,1960165,1995795,1361775,1052781,282518,
245989,1491538,1520839,1639167,1638581,1954527,8653064,8465157,8506814,8890112,8663033,12975882,13066225,
246150,7856574,16349687,16599364,19959426,66731990,167186991,91714421,88615411,82427437,78200666,82523453,"76904235,616",
246192,32675365,40502550,41344265,35205692,42875867,28533898,34475142,33844504,41916274,47217429,51346395,59512836,
246255,621825,"624617,752",4845082,4119221,4776702,4895319,5429341,5752913,6099321,6190136,6055995,5843125,
246304,8190062,7521710,6998928,7264518,26428777,34329626,38574473,37925945,37858992,37927872,38138571,39070969,
246339,16580684,45744909,46815256,47424034,38941886,38514821,14875465,9677827,11404847,11403758,9193986,9889257,
246535,56601878,64744228,64914247,63890581,65934643,73129048,69354749,67975522,87173062,0,74892163,82299022,
246591,55684680,221947838,287498670,479291170,484168219,494521565,487928422,525801531,454225480,269986333,355928635,251012186,
246647,1197790,2033615,3010011,3626822,4330805,5754576,5896933,6909622,8520786,9056178,"10076411,7",0,
246675,6386904,6846184,7008563,7131334,7547858,8438646,8377451,8352878,8507106,0,8427642,9188767,
246913,6293802,8927013,9022275,9041084,9099293,0,9337256,9462985,11780839,21697475,21944222,23448294,
246920,5384591,5675757,6653065,7516835,12665616,11344370,8073306,-2584077,3883737,0,43651130,27844981,
247004,3175182,9741487,17899696,18117545,21136776,14604109,10694037,-6066513,-12737504,-28553968,-29365619,-38420728,
247088,12152081,10218954,13732997,16781482,26154093,"26739195,89",26928995,18346361,13133312,12591189,12318133,12528469,
247172,1926443,1966614,16690318,16179251,18142970,16819895,17202129,16812636,16865351,16940443,16952165,18515963,
247235,36001130,39521751,41484108,47453016,24700650,34389104,27927959,35140755,47858169,57844014,82781478,85357413,
247242,196665825,265246467,308300475,430215349,541862148,580142650,741653185,775578358,576008361,646617181,640321031,731839545,
247298,3150510,2608064,2510906,2680709,2756370,"2621191,914",2394985,2070388,1410389,976224,572752,0,
247564,42966822,46569558,47646909,48439207,44946688,45104776,47221278,48149696,50195697,48876574,51443432,54145644,
247662,21001301,25469266,28987219,28650431,25054852,33209708,27517807,51248099,54057703,58411254,"105088361,664",112699474,
247690,6504721,6906682,7021092,7911073,7432150,10099384,10140425,9587293,9860605,9277449,9195783,8654308,
247697,15390446,16842216,19299909,22337818,28334374,19305922,15465923,12872784,9601467,9189965,9186335,7411259,
247732,3280377,"3413573,651",3519103,0,4991300,4897986,5018314,5761952,5833188,5881274,6143726,6266600,
247746,1906102,4994175,5565653,4192859,4962211,5272834,5064362,5577054,6140848,6497651,8218453,8618076,
247837,3287949,4455036,20792879,20931953,20688211,20596248,20688008,20771616,20830868,0,23176672,38251759,
247914,6224116,6296399,9516196,8276071,10144605,11130169,12003456,12441739,13786649,14401799,15032695,16823959,
247963,497788,519164,1180963,1281889,1642875,810812,2253766,2421870,2802227,3212726,4261128,0,
248005,3366184,3684180,3678119,3878264,4563258,13146192,11779899,11729051,16793545,18300302,16978351,17191268,
248019,2809317,4287011,5358379,5277454,6694144,5515467,5811578,6133207,6607968,7502610,8754211,8595801,
248054,28031686,30212688,31147827,31986808,32609207,34143094,35344092,35579710,35857516,36569790,37813481,39351617,
248082,4000081,4597666,4145806,5030732,6460722,7220019,9631949,11649012,14149936,17825391,21365455,12358261,
248173,8154174,8553731,11084546,13080408,12567758,16949111,17216646,17779344,14802420,14661402,15413060,16578141,
248187,1918503,2312086,3011545,3233170,3580040,3778852,4043316,4152582,4545678,4660920,4949814,5310350,
248432,0,"4991883,141","5616562,604",11687082,16718724,17306645,21067625,20856361,21762422,21785462,22657862,24136643,
248509,123480436,146908227,133958924,130099585,84442242,83768246,71928735,92049050,89909236,90232357,125799385,126711131,
248607,3150000,3292348,3461571,3738173,7446305,7879547,8107806,8083579,7773158,5878893,7659682,8761911,
248761,2729900,3093255,3167011,3647226,3798183,3876903,3901745,3928094,4059237,4112197,4290653,5633510,
248824,1039906,1209381,1487434,1770005,1838076,2012415,2673228,3895882,4696155,5491932,5862505,5194774,
249125,5794409,6701377,7860815,9102219,11887969,9543541,9439919,11605224,10994918,10842422,10814431,10860456,
249279,1557683,1761209,2102281,1781755,2075452,2242819,2946699,3662117,3020118,3229843,3800886,2939530,
249307,7562348,8252257,8235681,9848592,10886436,8683536,9881541,10408387,10386789,10837413,10737999,14913840,
249328,17671046,19038676,18926009,15981249,18125702,"23047387,974",22290293,22808523,17979396,18592784,18802147,14926095,
249342,9871536,9288177,9696729,9744457,9992140,21122712,20836061,21067942,22837301,18773931,20593835,21393150,
249377,4398262,3879969,3904828,3941385,3950360,1972451,2082728,2212634,-4929632,0,0,0,
249405,11187890,12940141,12078159,12005372,12641122,18129775,16479573,18284755,18019445,18198662,18666666,19809829,
249440,2179752,2279353,2453222,2998476,3175407,3290534,2558844,4122764,4179253,3696615,4000270,4290851,
249706,1487185,2085895,2378527,2673490,2989425,2958908,2930116,3293733,3692305,3841017,4190021,4596621,
249755,26560821,28001878,31747579,21367756,12690003,12321075,11190011,10373450,9740937,7461603,0,0,
249951,5510360,5647724,5793182,59720188,59631530,"59413937,751",52736930,52490658,52262359,51996011,51958722,52109486,
249958,860080,1264525,1486716,1829850,2174038,2600054,3162114,3836086,3968207,4465183,5154791,6259201,
249965,3171792,2980958,2879138,2906712,3059405,2834068,3323818,3716134,3588731,3646434,3407375,4170565,
249972,33894151,33907273,34025840,28612053,24320620,46063471,51007200,56018349,52565320,56326847,71784459,79228018,
249979,16713323,24715689,26860756,26066481,25383109,28362172,35289026,34923051,35835365,38481550,39561089,41849087,
250119,5824435,44973704,50959927,60609528,68030186,75118714,81303651,127029311,184229797,180882435,201387462,210371942,
250140,2456472,3284021,3105944,3023406,3258065,3598410,3929897,4456586,4815461,5362561,5273139,5918091,
250161,6718054,7079430,7183990,5233909,5601493,3778283,3567689,3326790,2872978,1937107,"2047143,189","2144983,806",
250210,9020376,13368644,14461920,18301288,19329973,12925843,12821475,13765122,14313898,14792311,15932131,16199968,
250266,28641864,31629183,34153694,41343356,35065604,30838151,31378780,33730777,35265181,35906496,44579605,44088837,
250357,2068094,2798865,3198636,3047311,2715978,2825477,3152139,3647145,3929150,3972054,4029915,4452201,
250511,24695006,26452546,33907764,38505495,44880356,45339703,45853942,50418396,55586366,57066899,61873387,70870480,
250672,2112567,1861444,2387771,2413073,566665,1702371,6639756,7575193,8610331,10573161,16570193,71269780,
