ID,PT2010,PT2011,PT2012,PT2013,PT2014,PT2015,PT2016,PT2017,PT2018,PT2019,PT2020,PT2021,PT2022
234502,27099461.583333332,15914133.0,15426010.0,32522031.0,32261249.0,32962884.0,32490468.0,31684050.0,29712258.0,26969669.0,25089452.0,25497160.0,24664175.0
234705,89047558.75,46088456.0,58220614.0,65806293.0,78938109.0,91492211.0,72301442.0,92908541.0,97576454.0,103212841.0,111644706.0,116148449.0,134232589.0
234796,40623639.25,40623639.25,40623639.25,40623639.25,40623639.25,33468983.0,33621994.0,41324630.0,43224192.0,43875755.0,42238752.0,44742450.0,42492358.0
234894,9818161.135750001,8657886.0,9622831.0,8696442.0,7528656.0,9329099.0,4795447.0,4995200.0,10281448.0,10904575.629,11047818.0,11066031.0,20892500.0
234929,7870708.25,2417672.0,2477430.0,2540775.0,2392636.0,9148658.0,9530427.0,10026613.0,10285133.0,10538241.0,10686318.0,11775336.0,12629260.0
235034,15609644.833333334,12660761.0,14000493.0,14163303.0,14539491.0,15442976.0,16128081.0,18374360.0,17222528.0,17762780.0,15750892.0,15660008.0,15610065.0
235160,5418637.416666667,2241584.0,2983495.0,3376540.0,3024758.0,882959.0,4500606.0,4649005.0,5546912.0,6397611.0,7847231.0,11786474.0,11786474.0
235237,11831751.904749999,9869078.0,13112645.0,15102837.0,16544021.857,11375382.0,8475139.0,10399819.0,11620332.0,10361743.0,10701626.0,11986922.0,12431478.0
235251,7855768.333333333,14112345.0,11765779.0,4937916.0,5390961.0,4289558.0,4226516.0,5127711.0,5025596.0,8245232.0,8846150.0,10358443.0,11943013.0
235377,19320164.416666668,9120609.0,9361629.0,10286271.0,17737884.0,19012891.0,17766265.0,17495554.0,20011281.0,18666024.0,17776535.0,36761176.0,37845854.0
235468,59582231.5,48624987.0,50631724.0,48367578.0,54216442.0,58218262.0,63277303.0,66238278.0,65388364.0,66318783.0,65424666.0,58663215.0,69617176.0
235510,17555476.333333332,10543631.0,12399752.8,14255874.6,16111996.4,17968118.2,19824240.0,19757298.0,19719482.0,19748931.0,20106609.0,20041772.0,20188011.0
235573,3462164.916416667,1647286.609,1964209.545,2419476.843,2630177.0,3138578.0,3033420.0,3483906.0,3998788.0,4481066.0,4854603.0,4838813.0,5055655.0
235608,5388362.25,3490638.0,3255882.0,3300315.0,3867705.0,3904352.0,5344492.0,4652496.0,5305941.0,6158765.0,6997219.0,8498842.0,9883700.0
235755,30746087.666666668,12178402.0,15771885.0,25920897.0,27105361.0,28970763.0,28474256.0,30995940.0,29933630.0,37507698.0,43494189.0,44035195.0,44564836.0
235944,4353071.0,2192461.0,2176006.0,2051466.0,2028569.0,2726395.0,3927629.0,4253610.0,4564687.0,5318808.0,6419571.0,7632263.0,8945387.0
235958,5264634.916666667,4533306.0,5048101.0,5427623.0,4373884.0,5135891.0,5096015.0,5231323.0,5332175.0,5841530.0,5817022.0,6020294.0,5318455.0
235986,6528145.62375,5264171.0,3858095.485,5209062.0,4116806.0,6563136.0,7945266.0,8237869.0,4988063.0,7905804.0,10759090.0,10532087.0,2958298.0
236077,12313774.791666666,5308955.0,6941283.0,7520443.0,6872589.0,7988887.0,9741317.0,9800465.0,10566242.0,12328395.0,18602241.5,24876088.0,27218392.0
236091,10465921.916666666,4121896.0,4956035.0,5511277.0,9986529.0,11021729.0,11707478.0,11905035.0,12698886.0,13229734.0,13424932.0,13678666.0,13348866.0
236189,16682748.035916666,9757268.0,9902811.0,10279705.0,16987723.0,17060871.0,11263401.0,10862910.0,18562494.0,18398612.0,18267824.431,29476194.0,29373163.0
236252,4080006.0,4269023.0,3777660.0,3239762.0,3032341.0,2965144.0,3943578.0,4038991.0,4317743.0,3732436.0,4374444.0,5700032.0,5568918.0
236266,36246587.5,20407678.0,25088526.0,25672415.0,24168941.0,28328652.0,27978323.0,30778657.0,33457499.0,56559593.0,58616276.0,52718235.0,51184255.0
236294,51281766.25,15732880.0,26446113.0,30049427.0,30897041.0,33302073.0,54106915.0,56953056.0,60619833.0,72556857.0,75392864.0,81945009.0,77379127.0
236315,14938025.959083334,10667811.0,10889593.0,13613546.0,14955069.0,15327129.0,16221937.0,20665559.0,11293401.0,13385320.006,15507233.502999999,17629147.0,19100566.0
236336,6268027.666666667,6347000.0,6584901.0,6301030.0,6419087.0,6702229.0,5846040.0,4774935.0,7805404.0,7316032.0,7237630.0,5364591.0,4517453.0
236371,8432644.0,9006175.0,7231869.0,5238422.0,8079354.0,8459053.0,9259187.0,9673126.0,9674534.0,9754323.0,9080522.0,6211299.0,9523864.0
236427,40591447.71428572,40591447.71428572,40591447.71428572,40591447.71428572,40591447.71428572,40591447.71428572,27020010.0,35538566.0,50511355.0,46160334.0,43737415.0,42122937.0,39049517.0
236476,6069218.583333333,1774185.0,4658476.0,5048916.0,5068055.0,5499395.0,5738790.0,6053700.0,6507676.0,6817811.0,7112988.0,9195887.0,9354744.0
236518,11775209.989333332,7622939.0,8334120.0,8621408.0,12058636.0,12523903.0,11893724.0,12116000.0,12187158.0,12435842.0,12671105.0,14332495.872,16505189.0
236609,63380243.25,50190611.0,50375590.0,52819217.0,60540263.0,54076643.0,62037064.0,63008326.0,69856112.0,74488456.0,68393793.0,75640671.0,79136173.0
236728,20496568.99225,3229556.0,1385936.907,3234914.0,12026523.0,15538644.0,32677566.0,29626864.0,29641198.0,29644908.0,29645907.0,29650636.0,29656175.0
236826,10720911.0,7884618.0,10400798.0,9565586.0,10767773.0,10510193.0,11149976.0,11531798.0,11741163.0,11242887.0,11352965.0,11185166.0,11318009.0
236847,4694968.166666667,13734543.0,25655726.0,21556990.0,19858107.0,7327287.0,21904635.0,-10733583.0,12512776.0,-7592579.0,-11194952.0,-17604844.0,-19084488.0
236861,9272307.833333334,3473124.0,4172602.0,5047203.0,6062119.0,7246108.0,9226208.0,10357788.0,12394253.0,10919600.0,12196311.0,14240104.0,15932274.0
236882,3145805.25,2228350.0,2468680.0,2402574.0,2602853.0,2592123.0,3102180.0,3054800.0,3142413.0,3316485.0,2857376.0,4693829.0,5288000.0
236945,78655901.41666667,53935367.0,59040852.0,62018197.0,54620083.0,52158459.0,55087400.0,59873227.0,65163449.0,104551232.0,119434936.0,145245572.0,112742043.0
236966,14138445.583333334,8182475.0,9386554.0,9854409.0,10735709.0,10031253.0,15211168.0,15397914.0,17329155.0,16045119.0,17146832.0,18872932.0,21467827.0
237029,3339856.6851666667,1344671.0,1466967.0,1722582.0,1690230.0,2369612.0,2833514.222,2920639.0,3647397.0,4539191.0,5246919.0,5874151.0,6422407.0
237036,8657726.25,3414463.0,3429650.0,3382285.0,3394138.0,4045203.0,3254074.0,10368687.0,14525561.0,13414847.0,13646225.0,14352956.0,16664626.0
237176,107859943.30966666,107859943.30966666,107859943.30966666,107859943.30966666,97967178.0,77998373.103,83610126.0,88077740.0,99423899.0,114946834.0,125481223.0,141617058.342,141617058.342
237218,26912214.416666668,73668182.0,22388460.0,29888080.0,30742111.0,26420823.0,21177346.0,26354075.0,29879028.0,32484421.0,10062483.0,10002327.0,9879237.0
237260,15537200.583333334,7307130.0,7711535.0,8536398.0,8888438.0,6514111.0,9496381.0,12301044.0,16242485.0,20937729.0,27257251.0,34630197.0,26623708.0
237407,8307629.833333333,9489315.0,9673680.0,9864070.0,10033621.0,10742047.0,8905337.0,8173359.0,7615607.0,7010172.0,6513100.0,6059106.0,5612144.0
237421,13979185.416666666,3242894.0,4572566.0,3888403.0,7309149.0,11329729.0,15536820.0,18232170.0,22106504.0,18722861.0,18022804.0,21830834.0,22955491.0
237463,5741558.758666667,2865002.0,2933092.0,3181055.0,3276342.0,3723450.0,6795785.0,6809117.0,7623271.0,8037028.0,8804982.0,7424790.552,7424790.552
237652,9678772.0,10273032.0,10160616.0,10637744.0,10858416.0,8722623.0,8659856.0,8780085.0,8411717.0,8878418.0,9444842.0,10323992.0,10993923.0
237659,1037412.458,798319.0,808684.0,1045512.0,1142889.0,1442241.0,904378.0,1045144.0,1364793.0,1412247.0,951109.496,1000628.0,533005.0
237715,22327080.166666668,15175095.0,17910920.0,18470260.0,23938457.0,25888697.0,23539226.0,24944193.0,21283582.0,23795524.0,23629306.0,25377539.0,23972163.0
237736,17985901.25,29568611.0,30709529.0,42637165.0,43045898.0,45710133.0,3622574.0,3502579.0,3703830.0,3897302.0,1744689.0,2941960.0,4746545.0
237939,5707380.833333333,4226418.0,4297833.0,4911867.0,5536894.0,5755011.0,2795379.0,2942085.0,3569752.0,7287565.0,7626912.0,9439796.0,10099058.0
237967,17059896.0,13268362.0,14011046.0,13184058.0,14531300.0,17179910.0,12127513.0,19722712.0,19592558.0,20730681.0,19922104.0,22468523.0,17979985.0
238009,34462426.166666664,24031759.0,26055231.0,27564691.0,30932223.0,34055488.0,33637448.0,34704948.0,32738822.0,35288701.0,43307665.0,42999826.0,48232312.0
238079,8316608.833333333,6042756.0,6639958.0,7008320.0,7538084.0,8181119.0,7897866.0,8712609.0,7336756.0,8419420.0,9390027.0,11030414.0,11601977.0
238163,10695885.416666666,6004289.0,6492970.0,5970152.0,10421714.0,10394709.0,12925613.0,11120899.0,10666104.0,15508262.0,12369282.0,12565465.0,13911166.0
238275,7461833.041666667,1777712.0,13826788.0,15175869.0,15179623.0,9966131.5,4752640.0,4686522.0,4301733.0,4295895.0,4306775.0,5152912.0,6119396.0
238303,12627379.666666666,7242922.0,7253982.0,10270541.0,10716897.0,14365925.0,12508505.0,13842297.0,14427520.0,14271703.0,15049086.0,15196983.0,16382195.0
238485,11463428.75,8159856.0,8782832.0,9104019.0,9861940.0,11939175.0,9068146.0,8559875.0,13996398.0,14138570.0,14636864.0,14453722.0,14859748.0
238618,6255959.083333333,4028490.0,1571693.0,2541490.0,2431935.0,4113581.0,5686897.0,3535639.0,4652441.0,9260832.0,12058772.0,15970467.0,9219272.0
238688,25107359.10858333,27184762.0,31962772.0,23039586.0,15986944.0,18908174.0,17464719.0,16893286.0,19556897.0,25499913.0,31824083.303,34488185.0,38478988.0
238737,88018432.33333333,80756482.0,82701761.0,80852124.0,63844410.0,60971844.0,57774504.0,85693065.0,89977989.0,87267071.0,105602481.0,119381484.0,141397973.0
238744,14386149.25,5310627.0,5212445.0,5828201.0,5806106.0,14861651.0,19181277.0,19622947.0,20374707.0,19034242.0,19124643.0,19546751.0,18730194.0
238891,15011523.383666666,10164425.725,11054035.0,12488027.476,13604274.961,13500619.0,12847863.442,12725646.0,12457851.0,12010726.0,12695669.0,26704719.0,29884424.0
238919,10431483.666666666,10785794.0,10238739.0,10829942.0,10861324.0,13110317.0,9577403.0,9620622.0,9784391.0,9935562.0,10070166.0,9960735.0,10402809.0
238982,2049253.9927500002,185601.503,319056.41,1100423.0,1107377.0,1123392.0,2372622.0,2412049.0,3111543.0,3235807.0,3188137.0,3243867.0,3191173.0
238989,7343469.666666667,1939873.0,2059152.0,2549230.0,4025569.0,6432376.0,2863781.0,6352182.0,8595904.0,11716544.0,14226390.0,15767858.0,11592777.0
238996,14284858.25,11814630.0,12870231.0,13345030.0,16103755.0,18619666.0,16558468.0,15787545.0,13175147.0,14508781.0,12645312.0,11962946.0,14026788.0
239045,16058401.0,11091625.0,11077892.0,13214858.0,12591012.0,14781962.0,14656587.0,13476988.0,12862948.0,15808425.0,20213423.0,26849643.0,26075449.0
239073,10146704.962492501,5735399.927,7342595.526,8467841.746,9639324.22762,9879643.02781,10161294.46545,11004694.63003,11334092.0,11101439.0,11482299.0,12643606.0,12968230.0
239115,16654739.983666666,1766231.0,3609558.804,11797744.0,11908045.0,16286093.0,6403792.0,24499143.0,28457529.0,27985084.0,27040356.0,20880243.0,19223061.0
239185,7296819.945583333,4290994.0,225555.347,4322745.0,8143521.0,8173539.0,7203548.0,8197464.0,8657634.0,9629151.0,9610367.0,9535760.0,9571561.0
239241,-6024535.333333333,813038.0,-329186.0,2840939.0,2002464.0,449382.0,6973992.0,3975948.0,13079821.0,2470892.0,-9506376.0,-47532669.0,-47532669.0
239276,4779137.25,2776442.0,4436859.0,4641592.0,2190294.0,5338572.0,4620159.0,4736315.0,4928559.0,5142475.0,5019263.0,5778556.0,7740561.0
239290,163751655.0,163751655.0,163751655.0,163751655.0,163751655.0,163751655.0,163751655.0,138571975.0,142893518.0,147215061.0,184609792.0,184609792.0,184609792.0
239332,,,,,,,,,,,,,
239346,17131168.583333332,8354621.0,10507632.0,10509923.0,10506532.0,16131763.0,15984196.0,19281538.0,19287708.0,23085233.0,23076499.0,23063728.0,25784650.0
239360,25222911.083333332,22708381.0,24942316.0,26893336.0,25565997.0,25841775.0,27146528.0,25605088.0,26595018.0,26741375.0,21565997.0,22006692.0,27062430.0
239465,6080241.333333333,1724529.0,1784166.0,1843803.0,4020962.0,10387105.0,7359849.0,6954823.0,7089118.0,7347627.0,7619568.0,8126250.0,8705096.0
239500,42099468.0,42099468.0,44160332.0,43704045.0,27199698.0,18572825.0,44746101.0,47350829.0,42511028.0,44176461.0,48073304.0,48806177.0,53793348.0
239542,28750451.75,12803749.0,15904537.0,24790784.0,31706625.0,31833588.0,28308546.0,28704467.0,30465740.0,30575435.0,30085055.0,40076381.0,39750514.0
239577,8037975.666666667,3551654.0,3844526.0,4492436.0,5356050.0,6952295.0,10298912.0,11160871.0,12421521.0,9047615.0,9974373.0,12655712.0,6699743.0
239647,15476956.666666666,13443037.0,13601484.0,17113355.0,16412386.0,17011378.0,13701960.0,15624709.0,14890511.0,15135916.0,15404186.0,15841279.0,17543279.0
239696,55033813.399333335,38367998.0,53380155.0,55353593.0,60712969.0,50431839.0,52487067.0,51184804.0,51165485.0,54289380.0,57580036.792,62400404.0,73052030.0
239759,7004853.416666667,4299534.0,3775223.0,4455823.0,4811444.0,5012182.0,5400776.0,9602846.0,10282076.0,10962050.0,11518378.0,11831092.0,2106817.0
239899,8325101.5,10801473.0,11410222.0,10909990.0,8977593.0,8015369.0,7203496.0,7107117.0,7605335.0,7854557.0,6944560.0,6741139.0,6330367.0
239906,8730673.083333334,2326103.0,2478917.0,2631358.0,12600020.0,12625349.0,7587798.0,8318293.0,8934559.0,9965694.0,9577897.0,9471660.0,18250429.0
239976,18961139.75,5189857.0,5661764.0,5998639.0,7401940.0,7704432.0,8127122.0,16862742.0,16965468.0,37148575.0,37982413.0,38442641.0,40048084.0
240025,13098470.835749999,8835449.029,8016935.0,7935063.0,10649657.0,10763535.0,13405969.0,13187085.0,13889210.0,12658431.0,14071301.0,23446492.0,20322523.0
240074,23138460.916666668,6019182.0,5126843.0,5178140.0,4516574.0,-2222709.0,23978064.0,28490658.0,38870403.0,49982926.0,45126918.0,45698953.0,26895579.0
240081,39993927.583333336,28270439.0,31976540.0,33703588.0,37694784.0,37526610.0,42935176.0,43050093.0,43407475.0,51408113.0,40733284.0,45262066.0,43958963.0
240165,,,,,,,,,,,,,
240179,16015814.75,39471048.0,43935946.0,37790209.0,25993469.0,16530905.0,2703539.0,2769370.0,4422826.0,4394006.0,4548627.0,4777398.0,4852434.0
240186,15430763.75,11918445.0,10948881.0,11239999.0,10891077.0,10649392.0,69373335.0,10133354.0,9937687.0,10497638.0,10264364.0,9924841.0,9390152.0
240235,14098413.75,12504595.0,13856114.0,14495640.0,14971143.0,16082556.0,14585046.0,14922774.0,13275276.0,14359473.0,14695774.0,15032075.0,10400499.0
240242,14615050.416666666,8507280.0,8533133.0,11919530.0,14887360.0,17925328.0,15132578.0,15002693.0,15158999.0,16729885.0,16773425.0,17400571.0,17409823.0
240256,4189411.5,1160130.0,1053868.0,1713087.0,1720977.0,2657588.0,3757213.0,4509204.0,5811178.0,5921808.0,6241452.0,7179030.0,8547403.0
240277,30776319.5,36286970.0,28886911.0,29210758.0,30215325.0,30463882.0,30686059.0,30969115.0,30569874.0,30596721.0,30490169.0,30494873.0,30445177.0
240291,7253846.25,3442617.0,3610343.0,4616979.0,5573415.0,5615731.0,6688701.0,8347884.0,8875790.0,9119216.0,9257091.0,10322275.0,11576113.0
240312,24704594.04425,21679798.0,21851165.0,23759338.0,24169107.0,24439348.531,24423051.0,24291208.0,24773175.0,25213401.0,26328740.0,27293517.0,28233280.0
240347,1504535.125,737785.0,942182.0,1226409.5,1510637.0,1405578.0,1621798.0,1838018.0,1881036.0,1836971.0,1736624.0,1269737.0,2047646.0
240501,3758983.0833333335,2826948.0,2261024.0,2305884.0,2248411.0,3900035.0,4709713.0,4737035.0,4386403.0,4569702.0,4473193.0,4383696.0,4305753.0
240529,19050263.25,9190976.0,9799090.0,9262135.0,8690396.0,8274277.0,26474882.0,26206332.0,26241740.0,26251990.0,26030242.0,26055226.0,26125873.0
240557,107695857.5,45313898.0,43148165.0,68324812.0,90386650.66666667,112448489.33333334,134510328.0,121581652.0,135327259.0,135327259.0,135327259.0,135327259.0,135327259.0
240578,14745749.272727273,14745749.272727273,2799517.0,2302439.0,7233158.0,19007588.0,17780621.0,14831095.0,14515757.0,4804686.0,8172224.0,26902898.0,43853259.0
240725,148430348.0,70454510.0,84631935.0909091,98809360.18181819,112986785.27272728,127164210.36363637,141341635.45454544,155519060.54545456,169696485.63636363,183873910.72727275,198051335.8181818,212228760.9090909,226406186.0
240732,4574296.0,1793188.0,1858349.0,3409118.0,2392307.0,5015262.0,4934651.0,3087925.0,3119175.0,5210192.0,4022875.0,8692025.0,11356485.0
240760,10814190.583333334,4552522.0,4753718.0,4963901.0,5602652.0,6121488.0,12419423.0,13198180.0,14014535.0,15342780.0,19228861.0,14338203.0,15234024.0
240921,9139547.4025,1983608.83,2036251.0,7224660.0,7277626.0,10807560.0,11915927.0,11676606.0,11345687.0,11481081.0,11273967.0,11092853.0,11558742.0
241005,47281110.291666664,8560229.0,13692736.0,14261949.0,12911973.0,52161504.0,31913636.5,11665769.0,10897609.0,84626888.0,113518593.0,109674270.0,103488167.0
241145,7456100.583333333,3827734.0,4373563.0,4361912.0,4677309.0,4273042.0,9829433.0,9633429.0,9751297.0,9628711.0,9633629.0,9724693.0,9758455.0
241159,1157937.8333333333,442165.0,497939.0,435751.0,888891.0,900470.0,903436.0,1289320.0,1449350.0,1564911.0,1736765.0,1810753.0,1975503.0
241166,3693182.8333333335,5166727.0,3589663.0,4831242.0,2723513.0,1933929.0,3123180.0,3347214.0,3157993.0,3997415.0,3317380.0,3235536.0,5894402.0
241383,53971985.27491667,52611386.0,56913727.0,58822793.0,59120444.0,62714324.0,55674016.0,53021730.0,48793289.0,51165872.299,49767735.0,49222403.0,49836104.0
241432,7522638.885083333,1524451.0,1547884.455,1577172.166,1626141.0,1665184.0,11553587.0,11559190.0,11727422.0,11801967.0,11865491.0,11904326.0,11918851.0
241439,37368438.5,22932467.0,31141374.0,31973973.0,33670819.0,43373686.0,40514579.0,40440129.0,39497051.0,41883662.0,41187654.0,42373860.0,39432008.0
241572,4991517.142857143,4991517.142857143,4991517.142857143,4991517.142857143,4991517.142857143,4991517.142857143,5115601.0,5119543.0,4974768.0,4955845.0,4929423.0,4926014.0,4919426.0
241677,70116803.0,70116803.0,70116803.0,70116803.0,70116803.0,62316305.0,63158833.0,61996673.0,64878945.0,78021535.0,68837606.0,77942812.0,83781715.0
241691,11068464.5,5510071.0,5833817.0,11653801.0,13054423.0,13060676.0,12645252.0,12908713.0,11916427.0,11475523.0,11665197.0,11611014.0,11486660.0
241719,7605145.5,6526769.0,6373927.0,6363487.0,10035185.0,9532344.0,9178166.0,8137881.0,8289821.0,7536180.0,7100386.0,6093800.0,6093800.0
241838,8487808.5,3692266.0,3818052.0,3868556.0,4022719.0,10817250.0,10854290.0,10313430.0,10075994.0,10818791.0,11082780.0,11449078.0,11040496.0
241866,8018805.2395,603683.499,2306115.668,11051175.707,15668679.0,14937495.0,14234064.0,14854884.0,4103179.0,4509333.0,4999550.0,5243755.0,3713749.0
241901,14917780.833333334,11731303.0,12962131.0,14288375.0,15076703.0,24234698.0,13400784.0,12555116.0,14583587.0,15175727.0,14792194.0,15098941.0,15113811.0
241971,8792985.756833334,8582930.0,9208688.0,10025843.0,6284359.0,12525914.0,9749578.0,9508862.0,5215368.0,6850216.0,9416667.082,10837770.0,7309634.0
242069,9042717.0,7270072.0,8464187.0,8595380.0,8250555.0,9658465.0,9744329.0,10562383.0,11471924.0,11787047.0,12029166.0,4509193.0,6169903.0
242160,5717172.75,751614.0,1500911.0,1639050.0,5504498.0,5763772.0,5839694.0,6472437.0,6814185.0,7681320.0,8374621.0,8769351.0,9494620.0
242181,13774717.082999999,7386375.0,10244086.0,11025948.496,16794409.0,14549198.5,12303988.0,14801614.0,13611111.0,12295416.0,14656291.0,17720552.0,19907616.0
242300,3826174.1666666665,908096.0,2044607.0,2215468.0,2410618.0,2700833.0,4479044.0,4912003.0,5271591.0,5562052.0,5532646.0,5605125.0,4272007.0
242468,6189373.5,4311591.0,4336987.0,5653473.0,5085684.0,5515366.0,6490186.0,7021967.0,7216595.0,7391877.0,7131571.0,7093306.0,7023879.0
242503,3250141.25,1512927.0,1575396.0,1864124.0,2429705.0,2628193.0,2926135.0,3360135.0,3632016.0,4073641.0,5121044.0,6410175.0,3468204.0
242531,32453462.25,19239269.0,24522548.0,28797794.0,31818582.0,34794410.0,28863289.0,34143720.0,36231467.0,38290780.0,41563212.0,44864573.0,26311903.0
242650,8273267.331,4429946.0,4372136.0,4386232.504,5410408.273,5507755.0,4364817.0,13009451.0,11831081.0,11765121.0,11266506.0,11361434.042,11574320.153
242734,,,,,,,,,,,,,
242748,14228344.0,7079090.0,6758963.0,10984643.0,9834173.0,8446650.0,33771088.0,17729735.0,20564757.0,29027993.0,10452355.0,7821150.0,8269531.0
242755,35549211.333333336,28628013.0,30500787.0,31843716.0,33145256.0,38341726.0,38422322.0,43110221.0,43384174.0,43792223.0,34140045.0,30504972.0,30777081.0
242860,30979110.166666668,22889863.0,27404404.0,28594775.0,38942586.0,40723703.0,31223842.0,32766650.0,31797802.0,27531409.0,29971434.0,28844586.0,31058268.0
242916,75211925.49341667,34027339.881,35562237.04,40369545.0,40906242.0,39920767.0,107540610.0,100959692.0,105993268.0,106993801.0,98328953.0,96456754.0,95483897.0
242958,26435978.75,15571455.0,19640601.0,21632740.0,21071739.0,26461305.0,24136408.0,25314806.0,26219812.0,31641106.0,32059111.0,34939166.0,38543496.0
243014,26834565.583333332,29102708.0,31412949.0,27501128.0,27880966.0,27867260.0,28174026.0,26173084.0,25662863.0,26247345.0,28273971.0,24773501.0,18944986.0
243028,2066468.4150833332,729012.0,841762.0,1143960.0,1353817.0,4537504.0,3377698.0,3888458.0,1456390.0,1510842.0,2142032.981,2972764.0,843381.0
243070,48134113.083333336,13278374.0,24261632.0,29707031.0,29306142.0,49457154.0,44838970.0,53850939.0,56998727.0,60841000.0,63434216.0,73128443.0,78506729.0
243119,11544220.083333334,9805459.0,9440439.0,11760415.0,11436080.0,13273597.0,13672161.0,11487959.0,11597585.0,11532644.0,11690125.0,11577988.0,11256189.0
243203,4301997.583333333,9042008.0,9269187.0,8026270.0,7413455.0,4203372.0,2736619.0,2482692.0,2716488.0,2674219.0,470000.0,1390733.0,1198928.0
243210,8894768.286375,10801477.0,10806304.0,10464456.0,8316906.0,8039999.145500001,7763092.291,7836833.0,8034199.0,8071348.0,8234222.0,8321930.0,10046453.0
243217,20119001.5,14904138.0,15889439.0,15735684.0,16215573.0,19756823.0,23309886.0,22120482.0,22104487.0,22428897.0,21033326.0,25838083.0,22091200.0
243245,63472250.833333336,31636007.0,37773573.0,39850546.0,45573523.0,71509433.0,73379907.0,74036348.0,58324302.0,70163488.0,86239074.0,86496092.0,86684717.0
243364,123297753.75,79979461.0,90703963.0,93558232.0,91260117.0,108841878.0,105035285.0,106100338.0,123634284.0,139726047.0,150779305.0,182347796.0,207606339.0
243371,9420575.5,6209006.0,6159204.0,7715885.0,9846658.0,11891424.0,12420710.0,12486666.0,13026917.0,17657326.0,4844723.0,4843754.0,5944633.0
