ID,RAGXFI2010,RAGXFI2011,RAGXFI2012,RAGXFI2013,RAGXFI2014,RAGXFI2015,RAGXFI2016,RAGXFI2017,RAGXFI2018,RAGXFI2019,RAGXFI2020,RAGXFI2021,RAGXFI2022
243210,23249.0,23249.0,23249.0,23249.0,23249.0,23249.0,23249.0,23249.0,23249.0,28006.0,11155.0,22577.0,31258.0
243217,2114274.25,2114274.25,2114274.25,2114274.25,2114274.25,2108142.0,1689451.0,1315031.0,1581022.0,1324658.0,2805308.0,2645918.0,3444664.0
243245,2170606.0,2170606.0,2170606.0,2170606.0,2170606.0,945833.0,2953842.0,415375.0,2635642.0,2401878.0,2602434.0,1652966.0,3756878.0
243364,8845657.57142857,8845657.57142857,8845657.57142857,8845657.57142857,8845657.57142857,8845657.57142857,9580440.0,5859895.0,8203071.0,9327013.0,12365210.0,3507501.0,13076473.0
243371,12906.142857142857,12906.142857142857,12906.142857142857,12906.142857142857,12906.142857142857,12906.142857142857,9260.0,18062.0,19845.0,8296.0,15001.0,3217.0,16662.0
243406,582652.8571428572,582652.8571428572,582652.8571428572,582652.8571428572,582652.8571428572,582652.8571428572,381806.0,139632.0,176370.0,219104.0,492005.0,1151450.0,1518203.0
243644,3249911.25,3249911.25,3249911.25,3249911.25,3249911.25,9669922.0,3775760.0,2092268.0,2092268.0,2092268.0,2092268.0,2092268.0,2092268.0
243651,87123.42857142857,87123.42857142857,87123.42857142857,87123.42857142857,87123.42857142857,87123.42857142857,52383.0,35114.0,15283.0,345805.0,1329.0,8188.0,151762.0
243658,446974.946,446974.946,446974.946,446974.946,446974.946,446974.946,722092.0,171587.0,547638.0,467621.5,387605.0,75246.122,757035.0
243833,5757819.8125,5757819.8125,5757819.8125,5757819.8125,5757819.8125,6504224.0,10719799.0,7227219.0,3869491.0,4696695.0,3656053.5,2615412.0,6773665.0
243924,10181927.5,10181927.5,10181927.5,10181927.5,10181927.5,10181927.5,9770970.0,9857034.0,9943098.0,11547842.0,9123563.5,6699285.0,14331700.0
243994,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,18985.666666666668,13317.0,17768.0,25872.0
244022,,,,,,,,,,,,,
244050,358306.0,358306.0,358306.0,358306.0,358306.0,358306.0,143417.0,610661.0,524745.0,450452.0,404798.0,374065.0,4.0
244162,1367507.625,1367507.625,1367507.625,1367507.625,1367507.625,961108.0,1390543.0,1047388.0,1256611.0,2711083.0,1576061.0,763736.0,1233531.0
244218,1314426.357142857,1314426.357142857,1314426.357142857,1314426.357142857,1314426.357142857,1314426.357142857,1502703.0,1496677.5,1490652.0,1136552.0,1164009.3333333333,1191466.6666666667,1218924.0
244253,29801.75,29801.75,29801.75,29801.75,29801.75,29801.75,29801.75,29801.75,29801.75,668.0,827.0,58856.0,58856.0
