ID,SECTOR,RANGO_INGRESOS,EMPLEADOS,EDAD_EMPRESA,TIPOSOC
487923,6,7,32.0,28,2
487930,12,8,3.0,27,7
488063,6,9,318.0,27,0
488315,6,9,415.0,27,0
488357,2,9,220.0,28,2
488868,6,3,49.0,27,0
489197,15,4,83.0,27,7
489281,11,2,1.0,27,3
489449,11,4,1.0,27,0
489659,12,0,34.0,27,7
490072,14,4,54.0,27,0
490387,9,0,41.0,27,0
490597,6,1,24.0,27,2
491101,2,9,133.0,27,7
491115,6,0,32.0,27,7
491766,6,7,25.0,27,2
492389,12,3,91.0,33,7
492648,5,5,203.0,27,7
492858,12,3,123.0,27,7
493278,12,1,17.0,27,2
493481,9,3,240.0,27,7
493530,5,6,70.0,27,2
493789,6,5,115.0,27,0
493859,5,3,7.0,27,7
493901,12,3,57.0,27,7
494076,6,5,40.0,11,7
494104,6,9,102.0,27,7
494174,12,3,248.0,27,0
494195,6,0,23.0,27,7
494559,6,5,39.0,27,0
494685,6,1,38.0,27,7
494713,13,5,2.26,27,7
495007,6,2,7.0,27,7
495098,2,0,67.0,27,7
495749,13,4,70.0,27,7
496064,6,4,19.0,27,7
496498,6,0,14.0,27,2
496575,5,3,54.0,27,7
496617,5,8,25.0,27,7
496848,11,2,94.74681518124376,27,2
497086,2,1,60.0,27,7
497149,6,3,7.0,27,7
497191,6,1,136.0,27,2
497212,6,5,57.0,27,0
497492,9,1,55.0,27,0
497667,2,5,154.0,27,7
498073,6,3,171.0,27,7
498087,6,0,24.0,27,7
498269,6,3,41.0,29,2
498318,2,9,132.0,27,0
498584,6,3,19.0,27,7
498605,6,4,5.0,27,0
499179,6,5,113.0,27,6
499326,11,7,1.0,27,7
499459,6,1,23.0,27,7
499669,5,0,50.0,27,7
499697,11,8,1.0,27,7
499900,12,1,357.0,27,0
499956,6,1,61.0,27,7
500096,5,4,70.0,27,7
500145,12,7,4.0,27,2
500642,12,0,112.0,27,1
500670,6,6,44.0,27,7
500677,6,7,16.0,27,2
500866,6,0,25.0,27,7
500999,6,9,80.0,27,7
501111,6,5,236.0,27,2
501223,1,9,90.0,27,1
501489,6,3,32.0,27,7
501510,11,8,1.0,27,0
501734,5,1,85.0,27,7
502238,9,6,4.0,27,7
502280,6,9,403.0,27,0
502427,11,6,40.0,27,7
502791,6,3,46.0,27,7
503701,11,8,5.0,27,7
503729,11,8,1.0,29,0
503778,6,9,574.0,27,7
503897,7,3,134.0,27,0
504422,11,8,1.0,27,7
505003,12,9,830.0,49,7
505024,6,0,13.0,27,0
505185,6,0,15.0,27,7
505290,0,4,11.0,52,7
505444,2,2,47.0,14,0
505738,6,3,29.0,27,7
505822,2,2,8.0,27,7
505871,13,8,1.0,27,7
505892,12,0,55.0,27,0
506039,12,5,549.0,48,2
506074,5,8,1.0,27,7
506158,2,6,44.0,27,0
506830,6,9,736.0,36,0
507033,6,5,81.0,27,7
507320,6,3,70.0,27,7
507411,12,3,119.0,27,7
507418,5,4,7.0,27,0
507516,6,3,56.0,27,7
507775,6,5,190.0,27,0
508300,11,8,1.0,27,0
508566,6,9,1.33,27,7
508580,0,2,10.0,27,4
508650,11,8,1.0,27,0
508867,12,0,98.0,27,0
509203,6,3,30.0,27,7
509371,2,0,65.0,27,7
509714,2,0,52.0,27,7
510043,9,5,635.0,7,7
510078,6,9,123.0,27,0
510911,0,1,345.0,27,7
511639,13,4,49.0,27,0
511919,9,4,20.0,27,0
512220,2,0,43.0,27,7
512269,12,9,515.0,27,0
512353,11,8,4.0,27,2
512626,0,8,4.0,57,2
512689,11,7,2.0,27,0
512927,0,3,473.0,27,7
512955,6,8,1.0,27,4
513340,12,3,1.63,27,7
513536,1,9,956.0,45,0
514110,6,5,13.0,27,7
514117,6,9,183.0,27,0
514453,12,9,1.031,66,7
514621,14,8,3.0,27,0
514880,9,1,120.0,27,7
515118,12,3,434.0,41,2
515125,11,8,94.74681518124376,61,0
515146,6,3,66.0,27,7
516007,9,8,1.0,27,7
516385,9,7,20.0,27,7
516476,11,2,4.0,27,3
516784,6,3,100.0,27,7
517281,2,0,65.0,27,7
517295,0,8,1.0,27,0
517624,11,8,1.0,27,0
518513,12,2,9.0,27,0
519367,9,5,297.0,26,0
519374,9,8,4.0,27,0
519423,5,4,7.0,27,0
519472,0,7,128.0,27,7
519703,5,4,18.0,5,7
519738,0,3,140.0,27,7
519934,9,3,43.0,27,7
520312,11,8,1.0,28,0
520319,14,3,290.0,28,7
520543,6,1,27.0,27,2
520970,6,6,7.0,27,2
521103,6,3,45.0,27,7
521243,12,7,44.0,26,2
521425,14,3,154.0,26,7
521439,6,9,109.0,27,0
521523,6,1,37.0,26,7
521768,14,3,197.0,39,0
522153,5,3,4.0,26,7
522160,5,0,4.0,27,4
522216,2,9,201.0,26,0
522433,13,0,76.0,26,6
522937,5,8,1.0,27,3
523063,6,6,8.0,26,2
523210,11,8,7.0,48,7
523434,2,3,30.0,25,2
523511,6,3,94.0,26,7
523861,2,1,96.0,27,7
524043,9,0,21.0,26,2
524218,11,10,10.0,26,2
524288,8,3,194.0,26,7
524393,6,3,34.0,27,7
524596,14,0,139.0,26,0
524617,9,8,7.0,26,2
525569,6,5,27.0,26,7
525772,12,3,27.0,28,7
525807,2,0,67.0,26,0
526122,5,0,55.0,26,6
526234,6,9,222.0,26,2
526297,6,9,22.0,26,2
526731,11,8,10.0,26,7
526892,1,9,2.0,26,1
527081,14,9,1.883,26,7
527417,2,3,274.0,26,0
527557,11,2,1.0,26,0
527613,2,3,33.0,26,0
527753,11,2,8.0,26,2
527774,2,3,204.0,26,2
528152,12,0,47.0,26,0
528334,12,7,29.0,26,7
528509,13,0,22.0,26,0
528656,5,7,1.0,47,0
528859,6,3,46.0,27,7
529027,14,3,273.0,35,7
530462,0,0,170.0,26,0
530511,7,9,2.582,38,7
530588,6,1,8.0,26,7
530861,2,5,118.0,26,7
532324,6,9,205.0,26,7
532429,6,9,109.0,26,7
532534,12,9,169.0,26,7
532758,6,9,248.0,26,1
533220,0,2,10.0,26,4
533437,5,0,90.0,26,0
533710,9,8,6.0,26,7
534088,6,3,10.0,26,7
534165,11,8,1.0,46,0
534277,6,6,9.0,26,7
534669,2,3,148.0,26,7
534844,6,9,32.0,26,7
534907,12,1,212.0,26,0
534963,2,9,210.0,26,7
535292,6,3,60.0,26,7
535446,5,1,160.0,26,0
535677,5,3,22.0,26,7
535719,5,6,13.0,26,7
535985,2,9,81.0,26,2
536475,13,9,4.681,26,0
536545,2,7,56.0,26,7
536552,6,3,38.0,26,3
536909,2,3,125.0,36,0
537035,1,9,1.0,26,1
537301,6,5,253.0,26,0
537504,8,2,14.0,26,0
537665,13,0,358.0,26,7
537805,12,10,1.0,26,7
537868,6,9,2.097,26,0
537889,6,6,4.0,26,0
538008,6,5,65.0,14,7
538155,5,3,290.0,26,7
538162,12,3,198.0,52,7
538400,12,3,197.0,26,0
538722,8,3,1.0,26,6
539093,13,0,279.0,26,7
539233,11,8,2.0,26,3
539240,12,2,8.0,28,7
539282,6,6,21.0,26,0
539436,12,3,150.0,26,0
539443,6,5,32.0,26,7
539898,6,6,27.0,26,7
540486,5,2,14.0,26,0
540752,6,9,154.0,26,2
540871,6,7,12.0,26,7
540892,6,7,42.0,26,7
540927,0,0,149.0,26,7
540976,6,8,15.0,26,2
541116,6,7,10.0,26,0
541200,9,9,2.665,26,7
541452,12,8,7.0,26,7
541459,6,9,229.0,26,7
541522,2,4,33.0,26,0
541690,6,5,122.0,26,0
542166,13,4,5.0,26,7
542292,5,9,1.397,26,0
542383,9,3,204.0,26,2
542607,2,9,339.0,26,0
542628,1,9,386.0,40,1
543272,6,3,67.0,26,7
543671,6,6,26.0,26,7
543888,6,1,57.0,26,0
544280,6,3,21.0,26,7
544301,5,3,10.0,26,0
544455,12,5,364.0,26,2
544539,12,8,2.0,26,0
544805,6,5,28.0,26,2
544812,2,3,248.0,26,0
546086,12,0,32.0,27,0
546219,17,9,652.0,26,7
546268,6,3,26.0,26,2
546366,5,3,22.0,26,2
546492,6,10,3.0,26,0
546590,11,3,94.74681518124376,26,0
546597,5,7,22.0,26,7
546695,13,1,21.0,26,0
547822,11,6,47.0,26,0
547913,2,5,126.0,9,7
548018,2,5,275.0,26,0
548095,6,9,174.0,36,7
548151,2,3,43.0,26,7
548326,6,5,30.0,26,7
548753,12,7,21.0,53,0
548837,11,8,5.0,26,7
549005,11,4,1.0,26,0
549376,0,9,1.605,26,7
549425,9,3,73.0,26,2
549733,0,3,405.0,26,7
549796,9,6,46.0,26,2
550111,9,5,524.0,26,7
550650,11,8,5.0,26,7
551203,6,3,108.0,26,2
551609,0,0,173.0,26,2
552246,2,9,433.0,26,0
552554,14,0,273.0,37,7
552568,6,0,17.0,26,2
552617,11,8,2.0,30,7
552638,6,7,55.0,26,7
552862,12,8,4.0,26,7
553380,1,9,482.0,26,7
553548,6,1,16.0,26,0
554087,12,3,116.0,51,7
554220,11,8,5.0,26,7
554311,6,1,31.0,26,2
554451,5,8,4.0,26,1
554843,5,7,5.0,26,7
554962,7,5,79.0,26,2
555340,6,9,105.0,26,0
555536,2,5,872.0,26,7
556005,12,2,12.0,26,7
556054,8,0,81.0,26,3
556131,6,0,21.0,25,7
556551,5,8,4.0,26,7
556698,6,7,24.0,26,7
556866,13,5,1.848,26,7
557020,6,7,14.0,26,2
557034,12,4,15.0,36,7
557258,13,3,74.0,26,0
557314,6,1,27.0,27,2
557335,6,0,48.0,26,7
558035,13,5,338.0,26,0
558539,6,1,79.0,26,0
558574,11,8,2.0,26,0
558616,6,5,52.0,26,0
559029,6,3,16.0,26,2
559358,12,3,111.0,26,7
559596,12,8,2.0,26,7
559652,5,3,28.0,26,7
559869,6,9,182.0,26,0
559904,7,0,170.0,25,0
560121,6,9,286.0,25,7
560191,5,7,19.0,25,7
560436,5,3,48.0,25,7
560541,6,3,39.0,25,0
560576,5,1,17.0,25,1
561087,8,6,65.0,37,7
561325,5,10,1.0,26,7
561346,12,8,10.0,38,0
561535,2,3,96.0,25,0
561731,6,3,33.0,14,7
561766,6,3,104.0,25,7
562515,6,1,63.0,25,7
562578,11,8,3.0,25,7
562683,6,3,30.0,25,7
562963,6,5,39.0,28,2
563166,6,0,31.0,25,2
563761,0,3,350.0,25,7
563803,2,9,302.0,25,7
563943,9,6,30.0,25,0
564006,13,8,1.0,25,7
564083,8,1,182.0,25,7
564153,12,8,6.0,26,7
564867,12,1,8.0,25,7
564881,6,3,32.0,25,2
564930,12,6,11.0,25,7
564958,8,3,262.0,25,7
565154,13,3,1.0,25,0
565266,13,0,3.0,25,7
565952,0,9,6.544,32,7
566134,9,5,769.0,25,7
566155,8,9,1.185,25,0
566568,6,9,122.0,25,0
566883,2,3,10.0,25,1
567149,9,3,184.0,25,0
567373,12,1,10.0,25,7
568059,9,9,2.11,25,7
568129,11,8,94.74681518124376,25,7
568185,6,5,223.0,25,0
568528,5,7,40.0,25,7
568612,6,7,6.0,25,7
568878,2,1,59.0,25,0
569060,2,3,175.0,25,7
569067,5,8,2.0,25,7
569102,6,1,13.0,25,7
569340,6,1,19.0,25,7
569396,8,3,27.0,29,0
569452,9,3,46.0,25,7
570103,6,1,24.0,25,7
570425,6,9,249.0,25,2
570439,11,4,1.0,28,4
570593,7,0,47.0,25,0
570761,11,8,94.74681518124376,25,7
570936,5,6,61.0,25,7
570992,11,6,3.0,25,7
571307,6,1,14.0,25,7
571762,12,5,239.0,31,7
571916,6,5,81.0,25,7
572238,1,8,10.0,25,1
572469,12,8,11.0,25,7
572805,1,3,148.0,25,0
573204,6,4,26.0,25,7
573435,7,5,980.0,25,7
574457,13,9,6.498,25,0
574989,8,6,30.0,25,0
574996,6,6,23.0,25,7
575255,7,5,52.0,25,2
575269,6,4,4.0,25,0
575339,6,3,26.0,25,7
575493,12,3,100.0,25,7
575577,2,9,415.0,25,0
576109,6,9,230.0,25,7
576494,6,3,75.0,25,7
577026,6,1,36.0,25,1
577138,13,9,4.383,25,0
577649,7,1,116.0,27,7
577859,15,6,5.0,25,4
577929,6,2,11.0,25,7
578412,6,1,58.0,25,7
578440,6,3,27.0,25,4
579028,11,8,94.74681518124376,25,7
579070,11,2,3.0,35,2
579273,6,7,18.0,25,2
579350,11,8,1.0,25,7
580141,2,9,420.0,25,7
580288,6,5,17.0,25,7
580316,11,7,60.0,25,0
580484,2,5,332.0,25,7
580799,12,3,209.0,25,0
581471,11,2,2.0,25,7
582598,12,6,35.0,25,7
582647,6,3,48.0,25,7
582857,6,3,49.0,25,7
582885,11,0,1.0,25,7
583522,6,8,3.0,25,2
583872,8,1,184.0,25,7
584110,5,9,70.0,28,0
584607,2,3,169.0,25,7
584712,6,5,57.0,25,2
585048,9,1,228.0,25,7
585328,2,3,330.0,25,7
585426,6,5,89.0,25,7
585573,8,5,261.0,4,7
587414,2,0,14.0,25,7
587540,12,6,44.0,25,7
588548,11,8,1.0,25,7
588569,6,7,22.0,25,7
588933,6,0,91.0,25,2
589010,6,9,317.0,25,2
589108,6,1,66.0,25,7
589150,5,5,25.0,25,7
589507,12,1,59.0,25,1
589696,2,3,106.0,25,2
590193,11,2,1.0,25,7
590753,6,1,23.0,25,2
591278,4,0,87.0,25,2
591292,6,5,198.0,25,7
591467,2,1,58.0,25,0
591516,6,1,12.0,25,7
591607,2,3,120.0,25,1
591950,7,7,46.0,25,2
592055,14,0,112.0,25,2
592405,12,1,108.0,25,2
592440,0,4,8.0,25,7
593364,2,2,30.0,25,7
593385,7,9,58.0,25,7
593476,9,9,1.021,25,7
593553,6,9,258.0,25,0
593616,6,1,54.0,25,0
594799,2,3,66.0,25,2
595093,6,7,14.0,25,7
595331,12,3,1.976,25,7
595352,6,0,10.0,25,2
595730,6,3,29.0,25,2
596353,12,3,255.0,43,7
596486,7,5,401.0,25,2
596514,6,1,55.0,25,2
596549,13,3,34.0,25,7
596584,6,0,19.0,25,2
596885,13,1,51.0,25,0
597060,2,0,106.0,25,7
597207,6,1,42.0,25,7
597396,9,9,1.437,25,7
597445,6,1,15.0,25,7
597620,6,7,7.0,25,7
598306,6,3,15.0,25,7
598726,6,4,20.0,25,7
599335,6,5,19.0,25,7
599447,6,3,40.0,25,2
599538,11,2,6.0,25,7
599657,6,9,197.0,25,0
599860,6,8,1.0,25,2
599965,6,5,83.0,25,2
600007,9,1,126.0,25,7
600994,5,3,31.0,25,7
601260,13,5,2.898,23,0
601505,13,7,37.0,25,2
601988,11,2,5.0,25,7
602044,6,3,6.0,25,7
603486,6,7,82.0,25,2
603731,11,8,9.0,25,7
603780,6,8,4.0,25,7
604704,11,8,1.0,15,7
604774,6,9,395.0,25,0
604886,11,8,1.0,25,7
604956,6,7,16.0,25,2
605061,12,3,420.0,25,0
605096,13,5,2.221,25,7
606489,13,9,2.8,25,0
606587,6,2,15.0,25,6
607028,6,3,65.0,25,7
607133,7,0,132.0,25,7
607280,13,3,1.0,25,2
607665,2,5,138.0,25,0
607742,15,3,78.0,25,0
607763,13,1,66.0,25,0
607917,6,7,9.0,25,2
607924,12,3,278.0,25,7
608078,6,1,4.0,25,7
608841,12,3,248.0,25,7
609261,12,3,89.0,25,0
609331,11,8,14.0,25,7
609457,2,9,297.0,25,7
609541,6,3,13.0,25,0
610451,2,0,50.0,25,7
610521,6,9,62.0,24,2
610990,2,7,10.0,25,1
611004,12,9,885.0,24,7
611606,9,9,301.0,24,7
611690,2,1,28.0,25,7
612096,6,0,18.0,24,7
612173,13,8,31.0,24,7
612446,2,3,61.0,24,0
613167,11,5,24.0,24,7
614014,2,3,302.0,24,0
614546,5,8,18.0,25,7
614973,2,3,104.0,25,7
615169,6,5,74.0,24,0
615225,6,6,27.0,24,2
615743,13,0,492.0,24,7
616072,9,5,188.0,24,7
616884,6,7,32.0,24,7
617038,11,8,11.0,24,7
617682,6,3,57.0,24,0
618011,6,5,11.0,41,4
618900,2,9,653.0,24,7
619586,9,3,9.0,24,2
619677,6,3,40.0,24,2
619943,12,3,47.0,24,7
620251,6,6,29.0,24,7
621322,5,3,128.0,24,0
621455,11,4,6.0,24,0
622120,2,5,111.0,24,7
622302,6,5,56.0,24,0
622512,6,9,515.0,33,7
622750,2,1,189.0,24,1
622813,12,4,94.74681518124376,25,7
622995,5,4,27.0,24,7
623233,6,5,22.0,24,0
624682,12,2,2.0,24,7
625312,2,0,51.0,24,7
625410,5,8,15.0,24,4
625578,6,3,103.0,25,7
625760,6,7,26.0,24,7
625781,8,2,20.0,25,2
625837,0,5,199.0,25,7
626327,9,5,132.0,24,1
626362,9,4,8.0,24,7
626607,2,3,95.0,24,3
626789,9,5,278.0,24,7
626964,12,3,42.0,24,7
627958,9,1,21.0,24,0
628497,6,9,221.0,37,7
628784,0,3,230.0,24,7
629225,6,0,6.0,24,7
629645,2,7,35.0,24,0
630254,13,0,492.0,24,7
631101,5,6,1.0,33,1
632039,17,1,1.0,24,7
632634,6,8,5.0,24,2
632844,5,8,1.0,24,0
633376,6,9,355.0,24,7
633411,9,1,118.0,24,7
633488,6,2,3.0,24,2
633502,6,9,300.0,24,0
634048,11,8,7.0,24,7
635070,6,7,18.0,24,0
635287,5,8,39.0,24,7
635581,11,2,14.0,24,7
636099,2,5,1.0,24,1
636743,9,6,122.0,24,7
637898,12,7,152.0,24,2
637982,6,9,87.0,24,2
638906,6,3,75.0,24,7
639032,9,1,35.0,24,7
639557,11,2,1.0,24,0
640012,11,2,1.0,24,7
640026,6,2,3.0,24,7
640292,12,3,95.0,24,2
640306,6,2,2.0,46,0
640411,6,3,35.0,24,7
640579,2,9,4.0,66,0
640600,9,0,84.0,25,7
640950,6,0,47.0,24,2
640964,6,1,27.0,41,0
641496,6,9,211.0,24,0
641748,2,0,44.0,24,7
641755,6,0,14.0,24,7
641958,11,4,11.0,24,7
642154,6,3,62.0,24,7
642203,0,8,43.0,24,0
642217,12,3,338.0,24,7
642406,6,3,10.0,24,7
642609,13,9,7.712,24,0
642903,6,4,7.0,24,7
643141,9,5,18.0,23,1
643267,6,1,50.0,22,7
643344,6,5,88.0,24,2
643722,11,8,2.0,24,7
643827,12,7,15.0,24,0
643988,6,1,34.0,24,0
644450,11,8,1.0,24,0
644555,2,3,48.0,13,4
645353,12,6,25.0,24,0
645542,8,1,115.0,24,4
645752,12,10,2.0,5,7
645857,6,3,37.0,24,7
645864,2,9,56.0,36,0
646144,5,0,35.0,24,7
646249,13,9,159.0,24,0
646508,12,0,133.0,24,0
646676,5,0,4.0,24,7
647621,6,0,21.0,24,2
648384,5,8,16.0,24,2
648461,2,3,66.0,24,7
649623,6,0,10.0,24,7
650078,6,4,17.0,24,2
650113,9,9,3.791,24,2
650141,6,3,74.0,24,0
650379,6,1,38.0,24,7
650498,6,9,320.0,24,2
650792,6,1,26.0,24,7
650939,6,3,100.0,24,0
651289,6,4,11.0,24,7
651457,9,8,1.0,24,2
652423,0,0,70.0,24,7
653403,6,9,919.0,24,0
654894,2,1,64.0,24,0
655580,6,3,88.0,21,7
655643,11,4,32.0,24,0
655979,12,3,190.0,24,7
656336,6,5,109.0,24,7
656749,0,6,58.0,24,0
657372,6,1,11.0,21,2
657659,1,5,371.0,24,7
657666,13,8,4.0,14,7
657820,12,4,6.0,24,3
657827,2,7,134.0,24,2
657848,6,9,188.0,24,0
657988,6,8,5.0,24,0
658674,16,1,4.0,24,7
659283,13,3,117.0,24,2
659437,11,8,1.0,24,4
659752,6,9,380.0,24,1
660242,1,9,710.0,24,1
660361,2,3,87.0,24,7
660592,2,0,32.0,24,7
660606,11,1,4.0,24,7
660641,5,3,15.0,23,4
660739,6,0,45.0,24,2
660879,12,0,6.0,24,7
661726,2,3,267.0,24,6
661852,2,3,109.0,24,4
662412,12,0,48.0,24,7
662475,12,7,213.0,24,2
662531,6,6,17.0,24,7
663336,6,8,8.0,24,0
664141,6,7,3.0,24,7
664673,6,8,2.0,24,2
664897,6,2,8.0,24,7
664988,6,5,48.0,24,0
665786,6,0,31.0,65,7
666129,0,7,45.0,24,7
666934,6,0,5.0,24,7
667165,2,3,310.0,24,0
668460,6,1,50.0,24,7
669545,2,3,54.0,24,7
669622,6,3,140.0,24,7
669916,2,9,149.0,24,2
669972,5,3,90.0,24,0
670112,2,0,31.0,24,7
670175,11,7,17.0,14,7
670714,2,9,199.0,24,0
670945,11,2,6.0,24,2
671540,2,7,43.0,24,0
672240,12,7,11.0,24,0
672905,6,3,45.0,24,0
673206,2,0,6.0,27,0
673353,6,9,54.0,24,0
673892,5,8,1.0,23,0
675684,2,1,158.0,24,7
675726,6,9,98.0,23,1
676132,6,3,33.0,23,2
676195,11,8,2.0,24,0
676335,6,3,64.0,23,2
676552,5,3,100.0,23,7
676622,9,6,36.0,24,0
676909,6,1,35.0,23,7
677063,5,0,113.0,23,7
677525,6,3,31.0,23,7
678050,6,9,127.0,24,7
678064,5,3,282.0,23,7
678512,5,3,41.0,53,7
678855,6,3,50.0,23,2
679030,6,0,42.0,12,7
679072,12,1,70.0,23,7
679226,6,1,59.0,23,7
679240,13,3,1.22,23,2
680059,6,5,95.0,23,0
680143,12,8,5.0,23,0
680360,6,0,27.0,23,7
680479,13,8,94.74681518124376,23,7
680983,6,5,101.0,23,7
681389,12,3,280.0,23,7
682663,6,5,94.0,23,7
684294,5,4,24.0,34,0
684357,6,9,268.0,23,2
684448,9,1,27.0,23,0
684574,12,2,3.0,50,7
684707,6,6,31.0,23,7
685127,12,8,3.0,24,7
685407,2,9,224.0,23,0
685568,6,3,25.0,23,0
685820,6,7,24.0,23,7
686002,9,8,3.0,15,7
687612,6,4,6.0,23,7
687850,2,8,5.0,23,7
687983,2,9,332.0,23,0
688158,6,0,12.0,23,7
688837,7,1,107.0,23,2
688991,9,0,9.0,23,7
690664,2,5,40.0,23,3
690706,13,5,70.0,23,7
691049,12,0,24.0,23,7
691693,6,3,113.0,23,7
692190,6,5,63.0,23,7
692456,13,0,51.0,23,7
693009,6,5,65.0,23,0
693240,6,9,106.0,23,1
693401,13,7,7.0,23,7
695921,7,1,73.0,23,2
698189,9,8,1.0,23,7
698280,12,8,3.0,23,7
698686,2,5,38.0,30,7
700065,6,5,130.0,23,0
700184,6,1,34.0,23,7
700219,6,9,158.0,23,7
700590,6,3,89.0,23,0
701472,6,3,150.0,23,7
703278,12,5,1.281,23,7
703705,6,8,5.0,23,7
704650,9,9,621.0,23,7
704671,6,0,30.0,23,7
705567,2,5,190.0,23,2
706281,6,9,23.0,23,2
707079,9,3,11.0,23,7
707758,6,9,372.0,23,0
707814,6,9,189.0,24,0
708108,6,3,230.0,23,0
708402,11,8,7.0,42,0
708920,11,8,2.0,23,4
709032,5,5,310.0,23,7
709179,6,8,1.0,23,7
709543,5,2,20.0,23,7
710033,6,7,40.0,23,7
710327,9,3,133.0,4,7
710474,8,0,200.0,23,7
710901,7,5,267.0,23,7
710985,7,8,1.0,23,2
711335,11,9,130.0,23,7
711699,6,9,123.0,23,0
711839,9,0,102.0,13,1
712084,2,0,72.0,23,7
712350,6,1,129.0,23,7
712371,11,6,11.0,23,7
712511,2,0,54.0,23,7
712812,6,7,10.0,25,7
712917,0,3,170.0,23,2
713176,6,8,4.0,23,0
713281,6,3,25.0,23,7
713344,6,7,14.0,23,7
713456,6,1,22.0,23,0
713827,6,6,57.0,23,0
713862,6,3,108.0,23,2
714520,0,1,90.0,23,0
715255,9,1,1.0,23,0
715626,2,10,22.0,23,7
715640,6,5,40.0,23,0
715787,1,9,133.0,23,1
715822,11,4,10.0,23,0
715962,13,3,28.0,23,7
716760,11,8,14.0,37,2
716858,2,0,52.0,23,7
716956,9,1,72.0,23,2
717845,5,2,4.0,23,7
718895,9,3,341.0,23,2
718944,6,3,6.0,23,7
719161,2,1,15.0,23,7
719252,8,9,913.0,23,0
719287,6,5,86.0,23,7
719504,2,9,1.042,17,0
719525,14,3,208.0,23,7
720757,1,9,2.0,23,1
721065,6,1,90.0,23,7
721730,9,0,73.0,23,7
723557,2,9,4.302,73,7
724397,2,5,224.0,23,0
725937,5,3,28.0,23,7
726483,0,7,43.0,23,7
726637,5,1,42.0,23,0
727155,9,5,850.0,23,7
727372,6,3,58.0,27,0
727526,6,3,14.0,23,7
727687,12,9,720.0,23,7
728933,6,0,14.0,23,2
729108,6,3,2.122,26,2
730396,2,9,529.0,23,0
730550,6,3,15.0,23,7
730564,0,7,13.0,23,3
730900,12,4,29.0,23,7
731047,1,9,40.0,23,1
731985,6,3,26.0,23,7
732335,6,3,186.0,23,2
733532,2,0,54.0,23,7
734302,12,1,28.0,23,0
734351,7,8,24.0,23,0
735093,7,8,1.0,23,0
736703,2,10,1.0,23,0
736920,9,3,140.0,23,0
736948,2,7,63.0,23,7
737137,6,5,127.0,23,0
738390,6,5,128.0,23,7
738796,2,5,48.0,23,0
739573,2,1,165.0,23,7
740070,7,5,130.0,23,2
740308,13,1,68.0,23,0
740574,11,0,11.0,23,3
741141,6,3,55.0,23,7
741617,12,2,57.0,23,0
741729,2,3,300.0,23,7
742072,6,4,16.0,23,1
742086,12,6,45.0,23,7
742457,2,5,107.0,23,7
742716,11,0,5.0,30,7
743857,12,9,1.198,23,7
745796,2,4,3.0,23,7
746300,6,1,10.0,23,7
746335,6,8,1.0,23,0
746377,2,3,34.0,23,7
746657,9,0,66.0,23,0
749611,12,4,62.0,23,7
750143,6,3,14.0,23,7
750745,6,0,34.0,23,7
750794,7,3,873.0,22,7
751039,2,5,238.0,35,0
751109,12,6,37.0,22,7
751984,11,6,17.0,23,2
752047,2,0,55.0,22,7
752474,2,3,376.0,23,2
752873,2,1,24.0,23,7
753188,5,3,67.0,22,7
753587,6,0,22.0,22,7
754021,17,3,303.0,23,0
754105,6,3,70.0,23,7
754350,6,9,439.0,23,7
755505,9,1,45.0,22,7
755785,8,6,61.0,22,2
755995,6,3,20.0,23,7
756296,6,4,12.0,22,7
756933,6,8,10.0,22,2
757108,13,3,55.0,22,7
757248,5,3,250.0,22,7
758494,11,4,38.0,22,7
759075,7,3,63.0,22,7
759124,9,1,113.0,22,7
759460,6,9,6.0,22,7
760335,6,4,17.0,22,7
760384,5,7,8.0,22,7
761238,11,8,3.0,22,7
761560,6,1,29.0,22,7
761756,2,1,62.0,22,0
761938,5,2,32.0,22,2
762708,9,9,197.0,22,2
763030,11,8,1.0,22,3
763282,5,5,48.0,22,7
764465,13,0,21.0,22,0
764997,2,3,93.0,22,7
765382,5,8,9.0,22,2
765550,1,9,1.673,22,7
766355,11,8,11.0,22,7
767685,5,0,75.0,22,0
767748,9,1,109.0,22,0
768042,2,5,100.0,22,2
769827,11,7,4.0,22,7
771178,2,0,36.0,22,7
771248,13,5,1.41,22,7
771927,12,3,184.0,22,7
772830,6,1,35.0,22,2
773103,2,9,855.0,46,2
773355,6,0,30.0,22,0
774468,12,6,23.0,22,7
774797,0,3,697.0,22,7
775042,6,3,112.0,22,7
775077,6,0,47.0,22,7
775147,6,9,202.0,23,0
775161,6,3,56.0,22,0
775553,6,3,26.0,22,7
775623,11,8,12.0,22,7
776204,8,6,3.0,22,7
776393,2,5,90.0,22,7
776435,6,5,65.0,22,0
776519,2,5,1.0,22,0
776960,16,7,28.0,22,7
777674,6,3,17.0,22,2
777709,6,1,13.0,22,0
778122,0,3,422.0,22,7
778213,6,8,2.0,22,2
778311,6,0,33.0,22,7
778444,2,7,40.0,22,7
778850,9,6,59.0,22,2
778864,6,3,15.0,22,7
779753,5,0,40.0,12,7
780411,11,8,2.0,58,7
781083,2,3,245.0,22,0
781244,2,9,1.117,22,7
782630,11,4,16.0,22,7
783694,6,3,104.0,22,0
783848,2,9,81.0,22,7
784184,6,3,52.0,22,2
784275,11,8,1.0,22,7
784352,11,8,2.0,22,0
784520,13,8,52.0,22,7
784940,6,6,74.0,22,7
785542,6,5,49.0,22,0
