ID,RAIE2010,RAIE2011,RAIE2012,RAIE2013,RAIE2014,RAIE2015,RAIE2016,RAIE2017,RAIE2018,RAIE2019,RAIE2020,RAIE2021,RAIE2022
233151,20586147,22171157,26714012,28888389,23711882,10895968,9070778,10634286,8776030,10686673,9881160,12759270,16862448
233207,6341128,7361314,6631251,5423863,5235643,6240988,6797898,6816970,8096488,8764069,7444058,11295742,13985114
233235,7662306,7744383,3947426,77767,127210,354629,1061966,1074982,1184925,1151218,1495176,1530209,1758825
233284,68433832,71936077,76572850,80115828,78118429,91964966,106479177,100447696,99414744,107890568,107617850,151706585,166463456
233291,51076159,56731628,48926979,48520530,48165576,55319283,53208782,42851952,44081774,52242578,52710914,69281628,90651116
233382,433386,113851,228552,261513,1025151,735134,398815,869737,721899,6835633,757458,786790,923074
233417,1046708,1093966,1146242,1357596,1391526,1399767,1397746,2149013,2126419,1991890,1926287,1884800,1932587
233487,193683192,222229375,217001065,294341013,300257532,356000362,289664670,328482584,347646144,385708828,361216111,546009073,665225893
233529,986989,677262,695114,507922,804881,20712,1001871,682145,1181805,190104,98180,210724,32349
233550,26246030,27164353,28680310,26975884,24628651,28040422,32922518,32623938,35555973,36594528,38639080,55958995,58424267
233606,40500770,35084352,33782816,40408390,49796673,47085844,36439901,35546739,55673512,84605669,80231986,75429398,85041346
233627,34152218,36824063,39292425,40657054,45311836,51990615,71324198,65499484,61914053,75118126,0,78741764,95000586
233655,827895,874268,916303,937074,2030347,2645025,2375795,3659872,4208100,2887128,1641429,1533767,2023024
233690,27959853,36202706,37161433,41157550,46367290,55450152,54840599,50119330,59673075,68719547,44744070,86218503,113750390
233697,"400015,31",174666,467192,183236,192977,431339,280493,185984,189703,203515,176059,211271,218337
233711,27440771,25459884,26102093,23792414,21253452,21996415,23253620,21048795,20186355,19540800,23560530,36161499,45791942
233872,339971,349238,379983,382771,458431,332368,971487,996150,1003280,1322203,0,"642883,133",1037629
233907,18157358,20459213,18738418,18405783,20096959,25212720,30712667,30875630,27947949,25373506,28563527,47646736,67630452
233956,1245995,1302390,1398848,1201479,1455218,1544997,1711056,1541008,1479700,1919185,2211548,2236717,2571096
234054,44402399,48006508,77762278,62172255,74387496,73275493,113157288,114774153,117766897,107465799,115453924,130882582,128506861
234257,16454179,16389527,17045120,18002800,18139150,18978355,19120092,20183416,21486908,23155338,15511469,23394404,28474443
234341,53992663,58292950,0,71147744,72218735,0,"88797365,532",94040545,98146422,129944447,77201270,105925311,143601729
234411,705353,803454,883951,980139,1022066,1075316,618827,1265481,1071021,1814360,441655,430056,824919
234502,16683342,17392447,16444329,16940834,16019638,17770146,19112475,18111437,16883827,12857031,2082899,5032324,2307323
234705,200426581,200616522,357493941,354468481,281983126,276258863,225059364,119196967,91400171,71395337,24049841,16567024,17876007
234796,0,0,0,0,0,506098,3537438,2194829,2526302,2224257,2218708,4827993,4242086
234894,15582662,12074904,15341796,12067631,13565938,11651502,12192724,12197079,15348241,"14388696,755",17656662,13880225,14276849
234929,1679329,1701992,1739614,1905558,2751078,2926875,4901041,5744406,4326555,4092085,2407753,3072497,4754215
235034,29268277,23096716,20714033,17413782,22697713,24991823,28467377,19082266,23218505,25955972,14381480,22069401,23917596
235160,13459648,12379657,12005392,11536461,9452564,11613748,14385653,11172203,13654235,18936424,19960352,27895994,0
235237,42393358,41164571,36005224,36213022,"28693640,326",33735372,24950633,13807558,9197217,21700673,27016094,74515388,108602365
235251,4259043,4643268,4249651,5087419,4852434,4433487,4458284,4561666,4135433,4573905,4045305,5486751,5399921
235377,1592112,1958678,2493574,3563204,3676693,3860666,4079162,4304098,5196135,2777149,1435102,4828032,6273454
235468,14327388,11730904,6796217,13095642,9693024,9694983,19760411,14840594,7962405,7225964,13607618,15111505,23444712
235510,119376,121472,0,0,0,0,0,541,6,73268,450215,812,180196
235573,"5606793,489","9735049,238","11663448,196","10679687,201",14740376,12015577,10390655,11932355,10917464,18173783,16857466,14728653,12380141
235608,9440861,9912475,10348047,11454851,14668388,11869804,14409466,14795294,16590730,17341862,16185179,20060451,22640151
235755,17282083,18276468,20597531,23047355,25237843,23854800,27791828,26777436,19365729,28353213,40293645,34892460,25602832
235944,5172913,4975424,5241512,5140331,5681349,7039829,9236880,11760251,14057033,18442558,23852491,36195142,51461487
235958,10726406,10930211,13363736,11121687,11095591,12792969,13287610,12051164,12155170,15123435,12005976,17730674,19799338
235986,4009172,4203976,"8825437,661",9964016,9319689,11438579,11553021,11551425,13340512,13979656,14251303,13297364,2987453
236077,18148130,19209670,22938633,19585191,20245483,22594356,23014051,26403162,35631294,39703632,0,62073615,74817660
236091,12443840,14524453,14327273,16052115,16742786,17069818,19852852,20165810,21601007,23155466,18807216,25254142,31971204
236189,1746486,1766726,1099812,1280649,2000657,2122969,2154992,2099961,2339190,2571391,"1642917,89",2131637,2525774
236252,7612485,9219230,7667432,7370633,8976347,10333933,13462699,15812164,15909809,15644780,12885180,16672131,21407243
236266,132993732,146356912,146112874,143997354,143729077,167991829,218578290,253758511,254511982,285496566,349270658,414868481,509857643
236294,2540925,2929819,3112552,3335833,4201471,5425015,6217215,9777727,9535816,11493197,6803535,14195379,9011451
236315,113009442,44974149,44527407,55931434,54827116,58784684,68669731,67431252,83452081,"54729959,365",0,69545052,104262487
236336,2425032,3966547,4760525,17214242,12871231,12830961,12835038,12135328,11003696,8903584,5507328,3403300,1268055
236371,46751570,44433614,20906504,24039032,39830207,43753065,34040492,21701173,21864185,30122430,23605592,16297814,28610785
236427,0,0,0,0,0,0,909311,610221,1247106,1148228,302993,134928,176590
236476,436510,447358,496339,474321,449435,478127,613440,896684,943258,1035912,687007,522650,744334
236518,18377954,22691175,21114004,21082937,21047305,17989386,14897806,8941712,10592875,11786579,13596312,"29521182,748",41771930
236609,39476008,40028281,38165888,40132755,40331551,43320625,45010187,42390036,39758246,49471265,41203270,53693779,60441448
236728,65084,71472,"105694,42",103700,122542,109596,138156,141346,178268,189079,194090,273919,315470
236826,1323778,1128432,777767,786920,672435,792517,962635,1570248,1393707,1546310,1094449,811549,1145055
236847,36546781,44461165,44732911,52820119,57921112,74445114,71810860,89035545,37150723,28789039,24206764,12849061,7174637
236861,10934290,11741633,12137637,13915846,15358432,15007938,16705401,16266270,16029508,16911225,12730727,17368330,20391760
236882,10540963,12502538,14638455,15127633,14837872,17028011,19491194,17094346,18116317,18556175,11403179,21842813,31815431
236945,65120346,70373541,73776563,79939214,86752483,101437106,113230381,132838263,154097872,161169987,138241826,179973378,204956967
236966,10126388,10726208,10612595,10482450,10403778,10646695,14042678,12952717,10486380,11294982,11822086,13956859,20616008
237029,972335,4910454,4372140,2384750,4702658,6183565,"5721216,037",6503432,7500611,11634552,9749561,7280227,12111115
237036,631045,566806,636378,1007850,1508457,3606441,4452969,10784881,4961373,5590184,6449734,6763290,8609867
237176,111677323,64526907,133661039,162922058,26815646,"5048668,891",86242049,49084216,59715918,153206512,72334067,"77329446,584",0
237218,41454514,42547462,13400740,42934455,40673834,36579727,35491471,35033377,35078578,33136865,28097265,27149019,28493387
237260,16309990,19470522,18567834,17406585,17328799,20676791,24603457,25433539,27651017,28067119,31464331,38557710,48288129
237407,899828,900311,827215,960947,1032902,1079301,832598,1068561,168234,90594,82327,116785,159672
237421,5949078,7639389,12374860,13552886,16391513,25743672,25171620,24030284,25922167,36013553,30154239,44265512,54404702
237463,4613867,5015945,5607409,5827585,6084353,7730473,10220830,10443336,11350380,12580193,9895880,"11582418,707",0
237652,12941781,13731359,16248191,17828340,18865944,18378330,18048562,18968879,17467549,16573901,14434530,18390217,20039452
237659,4670159,5482085,6448020,8982193,8924159,9949176,10303818,9139659,8303567,10655721,"9827585,648",9915585,2965607
237715,22407834,22923008,27580942,25375771,32224229,34917984,29719896,30611468,34570834,25545218,17671414,18667539,17260637
237736,2837250,3292980,4273248,4729755,5234793,6168554,6543362,7536867,7381745,7391278,2912832,6051749,10668746
237939,4638695,4553839,4686289,5312170,5735314,5744750,6162559,6257494,6705133,7473552,6773185,7668305,9428937
237967,23496533,17542575,25593436,24965354,23961016,43862415,35471990,53246257,38263980,34443248,30703310,50795958,11746167
238009,46631670,45758800,43890830,46458088,56951759,55454318,52973830,47349475,51136301,58981678,80559497,68283875,103825733
238079,8248030,8196770,8767392,8426024,9529360,9565685,9467242,10055854,10739531,12768915,12626541,19234045,25152384
238163,13773454,13762153,16111920,16421693,16231757,19106704,21256128,20888491,19666378,17973585,13482644,16722680,23772667
238275,1541250,2497247,4402123,518646,278598,0,765103,1198610,1786083,1535107,1063853,2164647,2785160
238303,8193850,6286156,7383452,10028072,11058611,10473777,15475851,12929655,15347392,13424474,11294177,17330183,22127734
238485,183972,192000,204000,466251,610370,698665,1109722,1109480,975452,1460975,905831,519003,1053095
238618,11151924,14937437,16152033,15584605,18616741,26076473,31904425,30083815,32670490,29620571,22286383,28956633,50592692
238688,42575797,41818528,56722800,78322818,79019462,107157708,93158754,115011040,116101056,123376375,"131646764,983",118860063,136598887
238737,20838488,22724715,23085979,23344308,24518330,28165294,38793258,61383044,39082830,53318790,53156217,57876260,70245659
238744,18526655,23222581,27823288,32495084,34514768,34734251,40352396,47482655,44939703,45700160,53446130,58030213,76681337
238891,13726653,"17841042,431",15743555,"11028149,171","11998282,504",16646482,"22079989,483",37842018,48756999,39228982,40619219,101214263,130885364
238919,0,192174,761284,976555,1112263,1116467,1312948,1517956,1741450,1766291,2101246,2171362,3432502
238982,99871,2000,6000,14770,371248,375667,441349,313597,1388515,488992,372124,319692,511457
238989,16281910,14564364,19733954,23646024,26879287,23242311,21461392,25459977,15480707,23034154,17653943,26673409,20743225
238996,19931912,20500067,20556595,20982462,21258109,22327048,21688686,20495861,19343797,19954456,11096291,11945724,18053873
239045,20108238,22034089,25399965,28383633,32954694,39447442,36503124,38723239,38782550,41097849,45272517,68438260,79934799
239073,"33642301,891","31836212,903","41746306,358","43298397,726","43886545,014","44575648,489","47014727,61","46150572,099",47219539,50755025,53348616,56046790,70589852
239115,866598,1906190,4298569,2208855,1053679,15225645,1107677,4716239,2863608,2446991,1794747,1670662,1580889
239185,176648,165754,"226841,893",237737,323578,326728,357586,427465,375608,365987,369058,414680,479057
239241,747245,896500,280000,632800,908600,1870496,1618040,2526521,10651429,16075,5475287,13332739,0
239276,3248716,5732262,5455318,4778002,5350245,5145353,7060602,4703562,5248128,5926979,7459217,10796785,11643467
239290,472014510,519557230,669793421,655278177,644056750,637401783,672442115,775553077,607476437,703531399,820917249,893069794,933823373
239332,107580051,124316266,159466037,169043515,163794586,131435761,66126010,129070100,124201501,43626246,0,11815966,157650478
239346,733471,872561,784793,987279,797910,1091118,1041987,1157566,1156615,1276684,1230358,1487447,1777046
239360,19807382,24968502,25444832,24478485,27473744,28102279,32996334,34871937,35079547,36440815,39487853,48473849,69998155
239465,0,238480,0,283351,341202,597852,853762,998837,1147846,1159023,1159226,1382011,1493633
239500,0,0,14458680,11372718,12508513,5633569,5187171,4786224,3690655,4163205,2735374,3486058,4432534
239542,2831037,2145771,1593419,734734,699097,745682,782707,288224,384238,1429646,186309,977773,509025
239577,8293205,9321957,10422258,12054174,13951878,17030808,20742324,21849910,21908920,25361774,17868835,26198387,40011446
239647,4516545,5099068,5677209,7094132,9352501,10663812,11444871,12718314,11304155,11669992,10612638,10991363,14942129
239696,28160415,40928399,47871318,50489603,60396546,62207420,75857542,54325088,54206757,97839718,"96886767,265",90433193,144181492
239759,2052718,768000,768000,768000,768000,797197,877719,5210647,935645,1258477,835070,601262,601252
239899,23601613,22365775,32889379,30196774,37059355,34356387,34548370,33475671,29003150,36927322,31612524,30578267,36862670
239906,6720232,7332184,7562603,9122359,8280199,7019650,7205246,8457500,9059033,9245653,3079591,1687677,10554628
239976,3339543,6353471,9557172,8869894,8107818,10086335,8483395,8851496,2066191,3744051,3002560,2447060,4455423
240025,106770355,"138729803,24",116792894,107977826,115427473,126204445,112880199,99736842,90472327,102591338,84151932,135280001,150347026
240074,6759484,8168890,8245776,7172452,7475629,4920036,119283,5070241,17012592,4968822,4842972,384536,15565447
240081,19228802,23711880,24512899,26265505,23869102,28274738,35873060,35832922,32153773,37580688,36928451,44420671,42095562
240165,143738646,161183019,160777000,163454582,178427208,187642640,167207706,177338237,189848072,195094604,186551919,239325353,221721919
240179,47120512,71771589,37766293,15233985,3364727,3579181,3074704,4161096,1119171,867019,957608,840438,703485
240186,471786,676773,467048,454825,488845,431997,77971421,1227781,208702,622139,154338,161162,784728
240235,1377792,1702767,1662824,1581865,1271023,2549261,1395246,1876318,2080560,2385359,0,2443629,2541673
240242,484591,509241,535230,561057,624336,1021963,1093366,1467363,810941,3049749,1227057,1877963,1526532
240256,2834139,3817835,3999131,4545883,5427466,6928325,7604878,7625419,8909840,8871631,8453018,11082009,15668491
240277,3958111,3656956,9259336,30808999,52009248,30726291,10363435,11853969,8521886,10297111,12770167,11162843,16897352
240291,9084032,11642331,12794039,13398160,14673256,16384755,17852845,16945106,16991337,19081178,17418775,24865482,32403792
240312,3251403,17541283,831365,29537888,12331734,"3523716,332",3786518,1611049,39610577,29655354,48157083,24543680,55354387
240347,0,1758338,2151459,0,4178848,4612361,,3656194,2670809,2958779,2166203,2296682,4008004
240501,342404,185527,219372,240674,261385,365804,467091,381434,654987,917009,247917,278166,622040
240529,887146,809269,971893,1007930,1044703,1004664,889147,937115,1032448,1146942,905103,979660,1203979
240557,466726676,569663388,677046121,655357483,843170940,1100310864,1228839306,1047228034,1080545366,1427926276,1880726828,1686351833,2426851541
240578,189056976,0,206807279,209598063,239421419,275006610,291117358,268698757,269536946,297458994,290474663,416165528,331766721
240725,47626587,81624034,82835335,81225055,81629622,94770294,101630333,142183756,123257561,124867019,141372899,215933979,88413142
240732,12637816,15056309,15565160,21250876,21175137,28799651,30495356,26291622,24703799,29904232,24866400,32175921,46633512
240760,8907739,9083074,9199195,9895856,10658021,14892098,18438347,18780704,21059351,23463877,32924516,41621041,39597484
240921,686984,"811301,061",918820,886508,899307,816545,169440,419201,238927,997869,520525,559153,916121
241005,3550250,20174412,19701222,13624296,23014245,31568010,,15345045,16577314,62329803,5130352,8071234,874184
241145,677245,693201,697938,743888,696279,617047,484357,510910,388089,483918,471725,562978,741536
241159,4278876,5432423,5856643,6120435,7516369,8227152,9582606,9996997,9679880,9601311,6956336,8832542,11690158
241166,7203230,9051219,11618058,8066255,6273751,2740643,3318135,4009133,4233476,7700245,2155888,3012040,9121095
241383,71337823,74405505,76366816,76441738,74148261,73630632,75619954,75432733,93735667,"95391918,542",82318704,103825894,120799831
241432,503077,636909,"720443,836","1224404,779",867248,796984,747697,827589,4054952,1261626,881885,826772,1060823
241439,26935191,26934666,25770469,26753169,28433570,30455401,31845085,35687958,32025962,38510341,32451435,62328271,61555240
241572,0,0,0,0,0,0,899574,650245,778049,884249,767393,647937,706701
241677,159118030,163617732,144920481,138595130,146284628,150552762,95816783,60327204,63814717,109618514,93027862,90309853,114135750
241691,832065,991487,1005401,1166991,958977,1016086,982965,2674384,459910,482256,1056823,1025905,1214559
241719,1927346,1836162,1982641,1513710,1814053,1569356,1456488,2538687,1922383,1904843,2055883,2129213,0
241838,282878,283484,352282,305380,395868,451439,1211068,678938,556070,1922393,795485,1281804,998990
241866,"238691,252","294677,924","313961,633","440046,678",506134,546450,744805,816048,1447587,1844328,1147375,985714,3930615
241901,7436858,5653392,3264903,1571405,1043769,1267806,1288219,1276741,5879276,1799186,1429571,1832912,2361049
241971,16473539,18401251,19023318,19296039,20789480,27146653,27920513,30843332,29655471,31883278,"37025982,062",45118713,49233537
242069,22900579,24811507,22825048,24630376,24087843,24733475,19003617,15531668,20062722,22116222,19142184,27237811,34729702
242160,1163367,1554424,1757291,1922173,2291039,2458987,2662369,3026954,3129792,3289835,2599317,2468050,3147444
242181,13735369,17800229,20223288,"24653845,451",34912220,0,47063676,41909149,38138599,41134856,40789813,59283722,73955235
242300,3021837,3218344,3523370,3592381,3879699,4186831,4810841,5254620,6079988,7713459,7184836,7518248,8949256
242468,746746,806366,811756,763225,748000,836000,902995,1409659,1011866,1048790,568422,660841,765033
242503,7199889,4567794,3671055,7566532,6988406,7067017,5076791,6932748,9434519,9778881,15820257,18455752,18007778
242531,1124836,1059639,1417725,1900576,1657741,1578096,2064039,2357274,2426370,4316911,2431609,2481187,2873321
242650,32719188,42363757,40373274,"38818004,026","42650159,286",53058381,49542069,40939323,37642457,36620117,26843208,"39908844,681","43579473,987"
242734,314199310,411849705,386270086,351636552,450699063,450361591,470508401,396362994,468280346,584406109,614956542,1067037514,1444050070
242748,16228714,15765502,15676092,11890414,10059374,7322211,6203708,5541950,7111398,8235739,231668,200413,202592
242755,11109755,12148121,14784840,13288798,17567099,15157355,16309730,28038986,70737216,67170290,43594132,51678789,16801237
242860,2209083,2054606,2706582,4147984,4814511,2304753,3681446,4686893,2924384,4404992,26068597,1963749,1509816
242916,26906200,"27973421,899","27018082,855",26464627,24725918,24440196,23178607,24824991,26413269,31728468,7409725,7970783,18591917
242958,19121664,21020600,23869130,25297175,27063627,30602132,24621398,21448283,25960917,29306892,18167014,22683885,34004890
243014,97040396,118544383,113074970,104129733,71702797,100799225,102959338,120765290,111606343,115246220,141836776,162963191,173953384
243028,8210965,8845666,9290635,9933987,11252032,15302172,15974411,17224264,15412489,14058875,"15238926,139",16963575,15918889
243070,32963030,36944094,38776790,49408311,58289662,81446395,87215483,95653209,99704637,100981000,107193792,126458979,184864869
243119,757049,790020,869131,896572,1321945,4533384,1319157,923600,875743,1059953,1079303,1160210,1241115
243203,25291595,23139788,22320273,18583970,18120804,20603063,16320079,14485174,12370330,9870393,3337622,2702002,2841008
243210,751050,908087,1061608,1136628,1424569,0,"1232804,969",1681961,2108695,1912331,1902363,2076874,2487102
243217,22989540,24924796,23759445,24859468,26772881,38784691,41806072,38308555,41140222,49030170,48338964,63802136,75911563
243245,56480111,60021977,61652053,62211044,63646633,71227200,82894900,80263091,81433243,84113685,76929037,92694140,115539528
243364,92574173,104865655,99748969,104191970,106135518,130010790,144803974,139860727,148830607,158445318,135327277,222829614,304840076
243371,1263100,1169255,1261619,1335095,1626977,1526885,1353227,984773,1551195,14792906,364446,163021,1685426
243406,4207784,4416606,5137419,5829315,6083829,7306834,7865403,7690903,7868077,9061424,9766587,13502307,15936209
243644,2858127023,4051576000,3438468669,2984308477,2907679766,3305043841,3710032289,5033674872,5201737449,3528092833,1319351382,6559866629,16690745074
243651,354012,361212,416400,522600,514640,506377,505405,555456,526173,463642,398851,418216,443349
243658,3523449,14196494,25466762,32548844,43826406,24828751,14170942,17928770,84558056,99290719,41910634,"29067455,651",56788933
243833,128109315,148422941,176470569,145371906,155838631,196618950,220354829,213495627,213788049,220873931,209684298,305663250,412795953
243924,24166476,25505992,30608006,32851754,34850184,39833405,42670534,69786660,68671472,75081258,56646524,63356625,82226859
243994,304338,383181,382918,312546,420253,653002,576841,770702,827922,793687,905687,899036,960086
244022,216779,377296,541293,562319,567361,600673,649223,701850,719248,376565,"377789,475",502759,514803
244050,16806816,42912101,34343184,3740412,5466331,4942776,4312609,4297567,4666536,3511484,940000,1267422,226016
244162,39594646,69120156,62093353,86725085,107469790,66748685,23038730,62536402,47831657,102710091,59581645,26111862,38535710
244218,4517741,5652318,5998465,6784135,7801597,7603280,6765101,4853348,5607241,4693045,4100567,7214399,7653731
244253,168904,0,200673,231951,240681,332296,409961,439988,465141,516287,381753,336608,394368
244463,33730518,40063942,60392527,69351943,102453596,164797523,197698000,211793927,253404163,318869651,318393174,325759616,318632559
244498,442219,462993,512641,643374,740008,8647385,9589030,11585714,924418,986623,1064285,1248986,1504454
244533,53058579,60003311,48602026,42960200,43032289,44197438,47837338,45086843,44871534,44487231,51077443,50600664,74445488
244540,67038843,66400158,76531221,78090798,65976993,94526123,110538259,90728616,109524836,103159820,90013619,111512511,143731043
244778,160077888,184368124,239368350,209355283,215914092,248513577,262102467,319694550,429024862,385403964,364999752,496984520,593370873
244813,1486925,1956040,2114938,2366285,2434100,2600770,2788254,3000497,2940338,3660622,4022637,3831117,3217149
244855,220059,143736,427651,425071,561752,381371,581213,710932,4307799,3615097,662994,1540,2062
244862,7044063,14852834,9464013,7195677,3995809,4942915,3111492,2594403,1210004,1023472,7691,7269,4027
244890,3674978,3852172,4736980,4690963,4818641,4964943,4274725,3457766,3368925,14231576,2948352,2977396,28646197
245037,6725055,7726593,7155690,6719474,6594124,7783014,5226942,7733630,6742775,7032029,6595587,8320806,13098165
245086,2508501,2605438,2377914,2369402,2980162,3413873,4655999,5077662,5526762,6723856,6050182,"9198687,508",11767394
245289,1451140,1074509,1299837,2217499,2283085,4326782,5246161,5593538,6011432,4512676,4593106,3207863,2914871
245373,8454758,8618495,8795868,9439814,10600762,12657005,14472919,15980491,17224900,19042625,14286198,21611991,29194584
245562,7751448,11792330,14357469,13828262,25333523,27810332,15539182,30895622,26606481,27996173,27297600,20139111,19395640
245583,11226131,"7174903,877","3388867,898","4023684,637",5152987,7589835,9256468,13616727,14405907,24582428,33590515,58309773,75297404
245618,1085844,4015798,14383983,10887760,1370953,1576749,10753597,2236728,1914336,5786392,2722679,2131017,1646459
245660,29108279,40783395,38856004,44107743,35959949,32163742,33215008,43166465,43012560,44787545,37194252,39418278,41060157
245674,11032637,13424007,16410473,14265862,16134037,16648631,17334647,20524403,24138321,23613075,23022050,26862032,29793339
245751,2241488,"2550672,186",2856280,3370693,4000247,3389471,4209489,"4009703,23","3869150,589","4085605,806","4153295,869","5582104,972","7417600,117"
245807,636756813,769546437,854629077,859670132,897100767,762709541,327545917,567324909,790336294,974073330,573537620,708091915,1259802173
245912,16062901,16469434,14059642,12189792,13811535,14126143,14787127,13664673,14979164,19815456,11109260,13784083,19655004
245947,30941000,31703760,33958173,37011047,34297815,41611232,41338993,42553416,57500314,"66224848,912",64019211,70796256,79780415
245954,9201292,17078202,23427935,24297941,27762656,36629304,30871155,23104721,13907362,12343884,8958257,6685435,3866058
245989,2040667,1599132,1872351,1757555,1481207,2253915,2836510,1543322,1919678,2892763,1637508,2481128,3611880
246150,1751103,11570513,10457087,11545448,10120975,10967122,77209513,2043904,1518351,758686,7512268,7346755,"13101720,483"
246192,555175,5543689,3032789,3810365,4303360,4693222,15031899,12034393,10100304,12278508,9477221,9748758,18723706
246255,142372,136515,"124335,75",385416,507245,2498437,2106168,1986780,2216710,2290146,483830,748961,1222136
246304,10305936,8840905,9211205,9474825,10202078,12941615,22565013,18713705,14210862,13331850,11816132,14573626,18354774
246339,70288860,71443300,75902126,88822817,86163749,94717914,107494621,103287877,93291595,93160040,70646939,94109690,123929481
246535,148399524,176985360,188808192,173422278,183156907,199505731,225874525,212333904,216090903,214928214,0,199667315,257291639
246591,"995206662,552",1118409060,886185072,878589040,634265742,562751411,660629363,737397354,960731858,794301974,909690391,1291649841,2280348923
246647,4011783,4662214,4969610,10323545,7466258,13530980,18432292,8952194,29111707,34580457,13546142,"26825201,15",0
246675,6454898,8095126,6989781,8342926,7654527,8757032,13687176,8074297,9010374,8405264,0,8149734,13110855
246913,194489,302133,411791,545488,654645,722271,,792797,906643,1023711,747581,1866701,2420976
246920,25720088,26981205,26968900,29527169,36140141,44286946,43146783,40650018,38577967,71506103,0,186964499,186899600
247004,20379896,26810941,30100836,42522220,51568754,53700329,47981916,42052993,41382959,54786922,38579193,41136439,40659736
247088,21711339,23828320,24039890,20896350,41212466,36815578,"34598364,994",36312806,36772052,40846700,31551135,30787138,28229964
247172,491451,956782,723322,426490,557747,623297,468370,471080,600247,647932,1038012,995063,1553683
247235,306445013,364735817,408375331,345220789,382713451,391541142,410471831,446074774,441339634,452175531,602073987,822796542,1121587709
247242,219539172,256092153,290200073,194744045,225182005,509574148,436617012,712593440,781261750,937125945,769743692,970560248,450530463
247298,13620542,12116659,12804471,11462315,11141100,11639588,"11605040,776",10721750,10270829,10879235,4691414,4697952,0
247564,102059227,105300411,103572738,95181263,85148734,93506219,104504317,109359015,115853672,114558025,86059375,121971751,160919377
247662,48417400,54120978,60014822,66236666,73158512,86905701,84454054,88142580,93928963,91497807,83385509,"97600944,758",104687623
247690,11017762,11767020,11077662,11493131,12748281,15334548,17575530,15897413,15138728,14827208,8750918,8887512,11625385
247697,41397685,41721059,47184190,50907701,57232631,62690898,64612852,58689198,64382545,60760147,55107254,51125731,59644068
247732,8156432,7137840,"9307558,939",12164190,0,10679146,13279659,11235730,12828704,9612063,5830550,14602250,11318019
247746,4345894,5284947,9648617,7751299,7246254,9167993,7284541,5821695,9474848,12217756,6118569,24763148,8961083
247837,1366120,2601349,3293906,2631699,2422684,1918639,1687124,1616581,1422176,1696642,0,1932373,38184069
247914,5814412,6041177,6274803,5834809,6795392,6731759,8307537,8316879,7604218,7420680,5626775,8913241,11368060
247963,3334993,3991172,4792613,5494311,6259853,7258258,6018170,6802850,5553462,12075496,23404249,32012709,0
248005,930326,800469,1311450,966615,1253834,3353302,4716473,5439215,3885066,13564134,13125269,23885019,20263888
248019,6377326,8372904,10625498,13150687,14431012,11750065,10656185,13106202,13157506,11212600,13957509,16798577,19029683
248054,28733150,49643345,32966245,24611196,23475710,22586437,23283694,34209914,25470069,20682043,24642094,46436350,89691913
248082,24862868,27721071,22203503,28693848,30339769,48003665,58867291,58847791,70074552,81796513,94064551,121815819,127159498
248173,"44172798,816",56225637,51675098,65286352,65624420,89188409,59964688,36646023,29187528,39667769,40429138,45691337,47591512
248187,7395090,7831465,7676534,8155053,9898370,11116792,11089054,10610089,11150500,11781900,11905822,13590940,16454990
248432,"258574,18",0,"4343799,072","1341048,549",1668249,1992973,2969661,3382969,1685285,4040826,2605677,5015287,5066702
248509,351304856,418105779,346147487,149722348,272314841,231110733,302795285,271689814,280487884,316787254,253126012,576335100,780619238
248607,3571012,3861000,4233343,4175725,4385299,4442639,4552729,4434617,4736090,4889194,5168121,7039409,8051588
248761,3270871,3761743,3829704,3153417,3378606,3480003,3226592,3234073,3335448,3046916,2531485,3831400,3856190
248824,3167859,3502080,3651322,4258019,4657807,4974117,5757389,6183551,6755130,7107081,5845566,7018271,9060350
249125,641691,642053,655174,723068,749510,822285,889013,947953,3084557,1191476,930091,1390189,1410444
249279,2384900,3457898,3822979,4021644,4044399,4801191,5506326,6245843,6931172,9045547,3780069,6216219,645611
249307,1999495,3627269,2718416,2194501,1744126,2211108,2320822,2009925,2619518,2723980,1999758,2327018,3372341
249328,396382,397750,575755,503380,412804,621597,"2229451,266",1890708,1914667,1979039,2037438,2931982,4107280
249342,20871825,14900048,32010491,16399162,25435414,35427129,34436507,24465157,47160236,39359731,17408312,33817163,38827021
249377,12400433,14719732,16190565,13800635,11322357,6866424,6067688,5809326,6007539,3036103,0,0,0
249405,21185973,25021604,25032368,24783087,25704391,25368896,27514028,28960287,31528529,33500306,32071088,34809170,46554380
249440,14622780,15296420,15942517,17600764,26080767,24538521,18995309,18920164,22876437,21623557,13270407,11629643,13927505
249706,2788266,3473305,4012339,3848175,4782155,5529381,5797490,7522552,7376613,7576519,5560466,8524128,9846809
249755,7429516,8194938,7233911,6550555,6625323,6379452,3760203,2364940,1814355,1762506,936392,0,0
249951,899747,1119220,1032471,919218,736204,772862,"785049,314",764749,898537,800568,950064,826885,1525277
249958,519504,443879,2333899,2832759,6397165,5398075,8139696,9772882,11510582,14824312,10799683,13316976,20492346
249965,5328416,6399374,6018806,6088731,5885664,6891155,6736420,6650381,6732402,6853214,5739091,6655931,9183617
249972,45229969,64077718,80168660,87872342,81321256,77859579,65451189,65983608,68548823,84995770,85541311,149938142,199506980
249979,14258002,16747397,16421346,18870821,22535633,24138740,26739707,24011053,24584905,27171512,18332502,31808830,35720401
250119,55376273,64928468,75664386,75615390,81415735,95933942,94106479,101070929,128194948,185821490,169411610,195415349,178973141
