ID,Solvencia2010,Solvencia2011,Solvencia2012,Solvencia2013,Solvencia2014,Solvencia2015,Solvencia2016,Solvencia2017,Solvencia2018,Solvencia2019,Solvencia2020,Solvencia2021,Solvencia2022
233151,2.0721916543183037,1.66768402086926,1.55388992410183,1.55165788047905,2.62324777545633,3.62136377872676,2.11451668304217,2.332144641864155,2.54977260068614,2.07308086249784,1.75267285040532,1.4683826940854,1.55788613960539
233207,3.492010634827237,2.4824931721377,3.28375541459305,4.09561045656185,4.31659364306363,3.6146586304638,3.18326582473312,3.347293753063245,3.51132168139337,4.17012964395374,3.99750292307343,3.08772134104772,2.81378113384219
233235,10.643900656613292,1.01550092368664,0.960052991804664,1.06747036212004,0.968461298734453,8.22825919932222,18.2163587134656,16.4665304393127,14.7167021651598,15.882251917654,18.4024328058068,17.6633119709967,14.1394750912959
233284,2.2766480244601444,3.00904342823559,3.08752410858293,3.00062178968505,2.58105990309717,1.95183066808626,2.06517273267928,2.1020911711141252,2.13900960954897,2.11375382360578,2.1669758706703,1.68808600779147,1.41460718042481
233291,2.8224888773657977,3.20281367208193,3.5391760485126,3.5204738631012,3.92678440329528,4.1652124402119,2.47669377323019,2.46069721548185,2.44470065773351,2.16662980702844,2.36213448588072,2.01808783571389,1.58646232611806
233382,12.045065645500499,4.72372868188207,5.07234146203702,4.91124896340531,5.4916646759527,5.9772279561154,7.06482717608742,14.53076176997816,21.9966963638689,17.2469068306811,16.8963005582989,20.2545664900679,20.3745168176311
233417,8.504050695624278,10.8083975378988,13.77041189666,10.7138475050279,7.84844039499217,8.73374735500505,9.26330515130966,8.20709953962178,7.1508939279339,9.26583577538648,4.91807252876302,6.13571054133879,5.23284619355377
233487,1.7460782528772547,1.61321704289165,2.00080381005225,1.74692070235173,1.78058920170755,1.43134413058681,1.65521235380737,1.7748743679659351,1.8945363821245,2.04766605778959,1.68626150350601,1.62320130433473,1.69831217740893
233529,10.930288342188314,4.10348575187177,10.4175691630237,12.5063527137136,4.98226233956656,8.24092320367542,11.49958406778428,14.75824493189314,18.016905796002,13.8469371195223,8.82358850525953,13.1665363144526,10.8010701994949
233550,3.283842291071092,3.7764845120552,4.47189055020655,4.59855903568992,5.679403697187,5.44792797858529,2.47945642211437,2.4496488018019598,2.41984118148955,1.95440614747447,2.18003362382853,2.0941219659476,1.85433357647267
233606,2.3301324446355984,2.51620668960569,1.88494022820126,1.91246876221164,1.62741796769983,1.56067988822634,2.27831391297313,2.322421864491755,2.36652981601038,2.21691028144678,3.28305319493088,3.72762784933758,2.26501888049192
233627,2.3852344588781507,2.47139321716396,2.78075035604265,2.65190931597315,2.53324614636161,2.39194192638525,2.50681476231511,2.276974660622495,2.04713455892988,2.14310566588823,2.287451275757915,2.4317968856276,2.10029473546996
233655,7.459387118673027,7.75528768050599,5.00556180796721,7.08106886444721,8.67443130707874,8.442638797860225,8.21084628864171,6.8561630625729855,5.50147983650426,7.63324405572966,8.52019180882304,8.66111120995885,7.17062070398644
233690,1.6347901326645953,1.44465870598033,1.54198430616081,1.51748699675264,1.59685680238713,1.59797113265133,1.50382379601426,1.65812513311743,1.8124264702206,1.92240935765542,2.0049222852159,1.58948320320208,1.42733340261721
233697,12.862321691818783,10.0957088597366,10.5,10.03068481587,6.10593543908365,8.9578007038229,11.046579138211625,13.135357572600348,15.224136006989074,17.3129144413778,17.3129144413778,17.3129144413778,17.3129144413778
