ID:EMPLEADOS:CONSEJOAPRO:SECTOR:DESC_SECTOR:RANGO_INGRESOS:CONSTITUCION:ESTADO_2022:ESTADO_2017:TIPOSOC:DEPARTAMENTO:PAISMATRIZ:PARTICIPACIONES
233606: 150 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:50000M-100000M:30/08/1971:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
233627: 1 :Si:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:08/09/1961:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:CUNDINAMARCA::Si
233655: 1 :Si:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:11/07/1963:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
233690: 81 :No:C:INDUSTRIAS MANUFACTURERAS:>=100000M:17/12/1977:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
233697: 1 :No:L:ACTIVIDADES INMOBILIARIAS:< 1500M:24/10/1972:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
233711: 75 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:27/09/1990:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
233872: 5 :No:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:< 1500M:05/12/1963:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::Si
233907: 156 :Si:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:02/11/1972:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
233956: 10 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:1500M-3000M:20/11/1972:ACTIVA:ACTIVA:05. SOCIEDAD EN COMANDITA POR ACCIONES:BOGOTA D.C.::No
234054: 550 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:>=100000M:13/04/1959:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
234257: 237 :Si:N:ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO:20000M-50000M:27/11/1972:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
234341: 79 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:>=100000M:05/03/1971:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
234411: 1 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:01/03/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
234502: 15 :Si:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:03/05/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
234705: 70 :Si:F:CONSTRUCCIÓN:15000M-20000M:21/05/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
234796: 193 :Si:L:ACTIVIDADES INMOBILIARIAS:3000M-5000M:07/02/1961:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
234894: 116 :Si:C:INDUSTRIAS MANUFACTURERAS:10000M-15000M:18/06/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
234929: 23 :No:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:3000M-5000M:07/05/1975:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
235034: 47 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:20000M-50000M:12/07/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
235160: 43 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:20000M-50000M:09/08/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
235237: 781 :No:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:>=100000M:29/12/1960:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
235251: 21 :No:H:TRANSPORTE Y ALMACENAMIENTO:5000M-7000M:21/09/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
235377: 3 :Si:N:ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO:3000M-5000M:04/10/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
235377: 3 :Si:N:ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO:3000M-5000M:04/10/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
235468: 29 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:20000M-50000M:23/10/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
235510: -   :Si:K:ACTIVIDADES FINANCIERAS Y DE SEGUROS:< 1500M:02/11/1973:ACTIVA:ACTIVA:05. SOCIEDAD EN COMANDITA POR ACCIONES:BOGOTA D.C.::No
235573: 63 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:10000M-15000M:13/10/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
235608: 177 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:19/11/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
235755: 250 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:13/02/1976:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
235944: 281 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:50000M-100000M:04/03/1976:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
235958: 129 :Si:C:INDUSTRIAS MANUFACTURERAS:15000M-20000M:24/03/1976:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
235986: 34 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:1500M-3000M:29/03/1976:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236077: 51 :Si:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:27/09/1972:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
236091: 150 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:14/09/1972:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236189: 1 :Si:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:10/05/1972:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
236252: 78 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:30/10/1969:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
236266: 1.034 :No:C:INDUSTRIAS MANUFACTURERAS:>=100000M:18/02/1958:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236294: 10 :Si:L:ACTIVIDADES INMOBILIARIAS:7000M-10000M:04/10/1972:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236315: 17 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:>=100000M:30/09/1972:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
236336: 3 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:< 1500M:18/02/1971:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
236371: 183 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:20000M-50000M:18/10/1972:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
236427: -   :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:03/09/1974:ACTIVA:ACTIVA:04. SOCIEDAD EN COMANDITA:BOGOTA D.C.::Si
236476: 4 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:27/09/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236518: 20 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:20000M-50000M:19/04/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236609: 322 :No:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:03/10/1974:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::Si
236728: 3 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:< 1500M:23/09/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236826: 13 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:12/11/1974:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
236847: 3 :Si:F:CONSTRUCCIÓN:7000M-10000M:15/11/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
236861: 104 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:13/09/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
236882: 76 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:31/10/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:CUNDINAMARCA::No
236945: 637 :Si:C:INDUSTRIAS MANUFACTURERAS:>=100000M:15/10/1970:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
236966: 114 :No:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:25/11/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:CUNDINAMARCA::No
237029: 7 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:10000M-15000M:29/11/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
237036: 35 :No:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:7000M-10000M:12/11/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
237176: 200 :Si:F:CONSTRUCCIÓN:50000M-100000M:28/09/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
237218: 134 :No:J:INFORMACIÓN Y COMUNICACIONES:20000M-50000M:04/12/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
237260: 79 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:14/12/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
237407: 3 :No:L:ACTIVIDADES INMOBILIARIAS:< 1500M:20/12/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
237421: 23 :No:J:INFORMACIÓN Y COMUNICACIONES:50000M-100000M:29/01/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
237463: 92 :Si:C:INDUSTRIAS MANUFACTURERAS:15000M-20000M:24/01/1975:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
237652: 254 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:20000M-50000M:17/03/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
237659: 40 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:1500M-3000M:05/02/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
237715: 160 :Si:J:INFORMACIÓN Y COMUNICACIONES:15000M-20000M:17/03/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
237736: 65 :Si:R:ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN:10000M-15000M:05/03/1975:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
237939: 55 :Si:C:INDUSTRIAS MANUFACTURERAS:7000M-10000M:28/04/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
237967: 45 :Si:F:CONSTRUCCIÓN:10000M-15000M:29/04/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
238009: 150 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:>=100000M:03/04/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
238079: 178 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:04/04/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
238163: 109 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:21/05/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238275: 2 :No:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:19/06/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238303: 40 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:17/07/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:CUNDINAMARCA::No
238485: 1 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:02/06/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
238618: 11 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:50000M-100000M:17/07/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238688: 700 :Si:S:OTRAS ACTIVIDADES DE SERVICIOS:>=100000M:28/07/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
238737: 496 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:50000M-100000M:05/08/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
238744: 169 :No:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:13/08/1975:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:CUNDINAMARCA::No
238891: 235 :No:C:INDUSTRIAS MANUFACTURERAS:>=100000M:25/08/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:CUNDINAMARCA::Si
238919: 8 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:3000M-5000M:08/09/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238982: 1 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:13/12/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238989: 41 :Si:F:CONSTRUCCIÓN:20000M-50000M:27/08/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
238996: 202 :Si:C:INDUSTRIAS MANUFACTURERAS:15000M-20000M:03/09/1975:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239045: 90 :Si:C:INDUSTRIAS MANUFACTURERAS:50000M-100000M:16/09/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
239073: 2.394 :Si:N:ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO:50000M-100000M:01/09/1975:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
239115: 25 :No:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:29/09/1975:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
239185: 2 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:05/07/1973:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
239241: 429 :Si:B:EXPLOTACIÓN DE MINAS Y CANTERAS:>=100000M:07/09/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
239276: 35 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:10000M-15000M:03/09/1973:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::Si
239290: 442 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:>=100000M:05/09/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239332: 320 :No:B:EXPLOTACIÓN DE MINAS Y CANTERAS:>=100000M:20/09/1973:ACTIVA:ACTIVA:02. SUCURSAL EXTRANJERA:BOGOTA D.C.:249 - ESTADOS UNIDOS:No
239346: 9 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:1500M-3000M:21/11/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239360: 97 :Si:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:50000M-100000M:29/10/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239465: 2 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:05/12/1974:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
239500: 16 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:3000M-5000M:11/12/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
239542: 10 :No:L:ACTIVIDADES INMOBILIARIAS:< 1500M:28/07/1973:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
239577: 200 :Si:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:28/12/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
239647: 20 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:10000M-15000M:04/12/1973:ACTIVA:ACTIVA:03. SOCIEDAD LIMITADA:BOGOTA D.C.::No
239696: 382 :Si:C:INDUSTRIAS MANUFACTURERAS:>=100000M:27/12/1973:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
239759: 45 :Si:J:INFORMACIÓN Y COMUNICACIONES:< 1500M:16/01/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239899: 53 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:20000M-50000M:01/02/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
239906: 3 :Si:L:ACTIVIDADES INMOBILIARIAS:10000M-15000M:25/01/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
239976: 13 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:3000M-5000M:06/02/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
240025: 41 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:>=100000M:05/02/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
240074: 8 :Si:N:ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO:15000M-20000M:27/02/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240081: 101 :No:C:INDUSTRIAS MANUFACTURERAS:20000M-50000M:05/12/1970:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
240165: 50 :No:C:INDUSTRIAS MANUFACTURERAS:>=100000M:12/06/1994:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
240179: 1 :No:L:ACTIVIDADES INMOBILIARIAS:< 1500M:24/03/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240186: 7 :Si:L:ACTIVIDADES INMOBILIARIAS:< 1500M:27/03/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::No
240235: 5 :No:A:AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA:1500M-3000M:18/02/1974:ACTIVA:ACTIVA:01. SOCIEDAD ANÓNIMA:BOGOTA D.C.::Si
240242: 6 :No:L:ACTIVIDADES INMOBILIARIAS:1500M-3000M:29/03/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240256: 300 :Si:M:ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS:15000M-20000M:04/04/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240277: 68 :Si:F:CONSTRUCCIÓN:15000M-20000M:17/03/1966:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::Si
240291: 73 :Si:G:COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS:20000M-50000M:09/04/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240312: 101 :Si:F:CONSTRUCCIÓN:50000M-100000M:05/04/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
240347: 26 :No:L:ACTIVIDADES INMOBILIARIAS:3000M-5000M:18/12/1974:ACTIVA:ACTIVA:08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS:BOGOTA D.C.::No
